iris_code,iris_name,iris_commune,arrondissement,iris_surface_m2,score_health,score_edu,score_sport,score_vibrance,score_noise,score_env,score_senior,score_actifs,score_jeune_adult,score_junior
751166201,Muette 1,Paris 16e Arrondissement,16,81877.740000057,0.0,0.0,0.14204039810770275,0.0053907436882539555,0.8375634517766495,0.1598045207406289,-16.06,-2.32,7.04,2.87
751166210,Muette 10,Paris 16e Arrondissement,16,55930.81500006434,0.20212103411425,0.3405970572752101,0.0,0.13415668039033696,0.8375634517766495,0.0,-9.39,1.76,9.33,7.01
751166211,Muette 11,Paris 16e Arrondissement,16,67367.11499985962,0.16780879167364326,0.0,0.0,0.281731259160099,0.8375634517766495,0.0,-9.8,0.62,12.13,1.81
751166212,Muette 12,Paris 16e Arrondissement,16,60023.67000008951,0.18833893640040592,0.0,0.1937560096833421,0.3897336040264918,0.8375634517766495,0.0,-5.01,8.03,22.4,7.81
751166213,Muette 13,Paris 16e Arrondissement,16,73050.63000042428,0.0,0.0,0.0,0.012084273882682248,0.8375634517766495,0.17911458121523297,-17.39,-5.45,3.22,0.5
751166214,Muette 14,Paris 16e Arrondissement,16,40426.85500005083,0.1398178780745076,0.3141454857173883,0.0,0.10918037282723345,0.8375634517766495,0.0,-11.82,-0.25,7.69,5.4
751166215,Muette 15,Paris 16e Arrondissement,16,50661.955000054055,0.11157084410435551,0.0,0.15303984730099296,0.19167049559167945,0.8375634517766495,0.0,-11.24,1.52,12.94,3.01
751166216,Muette 16,Paris 16e Arrondissement,16,54249.55000035789,0.20838503114940551,0.3511526086373144,0.0,0.0976336747739055,0.8375634517766495,0.0,-9.79,1.26,8.06,6.72
751166217,Muette 17,Paris 16e Arrondissement,16,77388.48000033005,0.14607851409689915,0.0,0.050093359225720564,0.06273803298929188,0.8375634517766495,0.0,-13.71,-2.95,5.08,-0.83
751166218,Muette 18,Paris 16e Arrondissement,16,93469.40999949031,0.18141968853864796,0.27174482004511746,0.12442516525813627,0.09916634878128001,0.8375634517766495,0.0,-9.56,3.06,11.13,7.41
