﻿Numéro de l'installation sportive;Nom de l'installation sportive;Adresse;Code Postal;Commune INSEE;Commune Nom;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Observation Installation;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation (brute);Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI);Installation hors-service;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Coordonnées;Eclairage de l'aire d'évolution;Equipement d'accès libre;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Observation Equipement;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature de l'équipement sportif;Nature du sol;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;equip_aps_code;EPCI INSEE;EPCI Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Département Code;Département Code Complet;Département Nom;Rectorat Nom;Région Code;Région Nom;Densite Niveau;Densite Catégorie;ZRR Simplifié;Catégorie;Discipline;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;RNB ID;Longitude;Latitude;Activités;QPV;QPV à 200 mètres;gen_2024Fin_Labellisation;Activité & niveau;Département
I751170008;STADE JUST FONTAINE (EX STADE DE LA PORTE D'ASNIERES);6 AVENUE BRUNETIERE;75017;75117;Paris 17e Arrondissement;2005-09-22;2017-09-06;false;2025-03-31;;true;true;"[""Complexe sportif""]";Complexe sportif;;Métro,Bus;21750001600019;;;E002I751170008;TEP;1701;Multisports/City-stades;Multisports/City-stades;48.89094, 2.30133;true;false;true;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;;3;;40.0;45.0;1800.0;;0;1;12;;;;;;;;;;http://www.mairie17.paris.fr/mairie17/jsp/site/Portal.jsp?page_id=72;;;;;PA;"Réception / Accueil;Local de rangement";;;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités;;Découvert;Gazon synthétique;;;1995-2004;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;proximité;;Aire de jeu;;;2.30133;48.89094;Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
I751030017;SALSABOR;31 RUE CHAPON;75003;75103;Paris 3e Arrondissement;2015-04-29;2018-09-17;true;2025-03-31;;false;false;;;Handicap moteur;;;;;E002I751030017;SALLE 2;2105;Salle de danse;Salle ou terrain spécialisé;48.86375, 2.354277;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;3.0;5.0;16.0;80.0;;0;;2;;;;;;;;;;;;;;;;Local de rangement;;;Individuel(s),famille(s);;Intérieur;Parquet;;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;;2.354277;48.86375;Danses par Couple (Danses de compétition);;;;;
I751090012;ECOLE DE DANSE JACQUES BENSE;177 RUE FAUFOURG POISSONNIERE;75009;75109;Paris 9e Arrondissement;2005-09-22;2024-12-18;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;;;;E002I751090012;SALLE DE DANSE N°2;2105;Salle de danse;Salle ou terrain spécialisé;48.8822814703, 2.34987331336;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;3.0;3.0;4.0;12.0;;0;1;2;;;;;;;;;;http://www.jacquesbense.com;1935;;;;R;;;Gaz;Individuel(s),famille(s);;Intérieur;Parquet;Avant 1945;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;YMMS89MQA7P6;2.34987331336;48.8822814703;Autres Danses;;QN07511M;;;
I751120022;GYMNASE BERCY A.S.P.T.T;242 RUE DE BERCY PARIS;75012;75112;Paris 12e Arrondissement;2005-09-22;2018-12-07;false;2025-03-31;;true;false;;;;Métro,Bus;21750001600019;;;E002I751120022;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;48.847237, 2.369159;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;2013;4;7.0;20.0;44.0;880.0;;300;1;6;;;;;;;;;;http://www.aspttparis.com/;1974;;;;X;"Réception / Accueil;Bureau(x) Club(s);Local de rangement";Vétusté normale,remise à niveau;Autre;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Parquet;1965-1974;;A partir de 2005;Commune;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;RDBAZVGM1XZX;2.369159;48.847237;Badminton,Jeu de volant,Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Patinage de course,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
I751080019;GROUPE SCOLAIRE FENELON SAINTE-MARIE;47 RUE DE NAPLES;75008;75108;Paris 8e Arrondissement;2005-09-22;2024-09-26;true;2025-03-31;Vestiaires (8) et sanitaires communs dans l'établissement;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;"Handicap moteur;Handicap sensoriel";Métro,Bus;77567111800047;0753873C;Non;E002I751080019;SALLE DE JUDO;1801;Dojo / Salle d'arts martiaux;Salle de combat;48.87895, 2.3166;true;false;true;false;false;false;false;false;true;true;true;false;false;false;false;true;true;false;true;false;false;;;;2.0;7.8;13.0;101.0;;0;0;4;;;;;;;;;;https://www.fenelonsaintemarie.org/;;;Tatamis dans toute la salle. Autre activité : acrosport;;R;;;Autre;Scolaires,universités;;Intérieur;Synthétique (hors gazon);Avant 1945;;;Association(s);;Etablissement d'enseignement privé;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements;Aire de jeu,Cheminements,Signalétique;;2.3166;48.87895;Gymnastique Artistique,Lutte traditionnelle / olympique libre / olympique gréco-romaine /  bretonne / féminine;;;;;
I751140058;COLLEGE LA BRUYERE SAINTE ISABELLE;66-70 RUE DE L'ABBE CARTON;75014;75114;Paris 14e Arrondissement;2005-09-22;2025-01-07;true;2025-03-31;;false;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;;78457334700043;0753908R;;E002I751140058;TERRAIN EXTERIEUR N°1;1701;Multisports/City-stades;Multisports/City-stades;48.828325, 2.317879;true;false;true;true;false;true;true;false;true;true;true;false;false;false;true;false;false;false;false;false;false;;2014;;;12.0;33.0;396.0;;0;0;2;;;;;;;;;;https://labruyeresainteisabelle.fr/;1990;Collège privé La Bruyère Sainte-Isabelle;;;R;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Salle(s) de réunion/cours;Local de rangement";Vétusté normale,remise à niveau;;Scolaires,universités;;Découvert;Bitume;1985-1994;;A partir de 2005;Etablissement d'enseignement privé;;Etablissement d'enseignement privé;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;proximité;;Accueil,Aire de jeu,Cheminements,Vestiaires;;;2.317879;48.828325;Badminton,Jeu de volant,Basket-Ball,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
I751160066;INSTITUT DE L'ASSOMPTION;6 RUE LUBECK;75016;75116;Paris 16e Arrondissement;2005-09-22;2025-01-08;true;2025-03-31;;false;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;;42846876300019;0752936J;;E002I751160066;TERRAIN DE BASKET BALL;2901;Terrain de basket-ball;Terrain extérieur de petits jeux collectifs;48.8671, 2.2941;false;false;true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;;;3;;8.0;21.0;168.0;;0;0;0;;;;;;;;;;http://www.assomption-lubeck.com/;2002;;;;PA;;;;Scolaires,universités;;Découvert;Bitume;1995-2004;;;Association(s);;Etablissement d'enseignement privé;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Cheminements;;;2.2941;48.8671;Basket-Ball;;;;;
I751130069;L'APPART FITNESS PARIS 13;14 RUE AUGUSTE LANCON;75013;75113;Paris 13e Arrondissement;2016-08-24;2018-09-18;true;2025-03-31;;false;false;;;Handicap moteur;;;;;E002I751130069;SALLE DE COURS COLLECTIFS;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;48.82382, 2.34533;true;false;true;true;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;;2014;;3.5;10.0;20.0;200.0;;0;0;5;;;;;;;;;;amazonia.fr;2011;;;;;"Réception / Accueil;Bureau(x) Club(s);Local de rangement";Vétusté normale,remise à niveau;Electricité;Individuel(s),famille(s);;Intérieur;Synthétique (hors gazon);A partir de 2005;;A partir de 2005;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Cheminements;;SKK9FTHESDRP;2.34533;48.82382;Expression gymnique;;;;;
I751140044;CENTRE PARIS ANIM' MARC SANGNIER;20 AVENUE MARC SANGNIER;75014;75114;Paris 14e Arrondissement;2005-09-22;2017-02-24;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus,Tramway;21750001600019;;;E002I751140044;DOJO;1801;Dojo / Salle d'arts martiaux;Salle de combat;48.82522, 2.31024;true;false;true;true;false;true;true;true;true;false;true;true;true;false;true;false;false;true;false;false;false;;2007;5;3.5;8.0;12.0;93.0;;0;1;5;;;;;;;;;;www.casdal14.org;1971;;;;;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement;Salle(s) de réunion/cours";"Mise en conformité avec les règlements (sécurité,incendie,hygiène ...);Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";Autre;Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1965-1974;;A partir de 2005;Commune;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;BC7AGA54AHMD;2.31024;48.82522;Aikido / Aikibudo / Budo,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan;;QN07505I;;;
I751140054;HOPITAL COCHIN - SALLES DE SPORTS APSAP;123 BOULEVARD DE PORT ROYAL;75014;75114;Paris 14e Arrondissement;2005-09-22;2017-02-24;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus,Train;;;;E002I751140054;SALLE DE GYMNASTIQUE;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;48.83879, 2.33817;true;false;true;true;false;true;true;false;true;false;true;false;false;false;false;false;false;false;false;false;false;;;5;3.0;4.0;7.0;28.0;;0;0;2;;;;;;;;;;www.apsapvp.fr;1994;;;;X;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement";;Autre;Individuel(s),famille(s),Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1985-1994;;;Etat;;Association(s);Association(s);false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Cheminements;;E4G12RTWSSFJ;2.33817;48.83879;Activités de forme et de santé,Autres Danses,Expression gymnique;;;;;
I751160042;L'ETRIER PARIS DAUPHINE;1 PLACE DU MARECHAL DE LATTRE DE TASSIGNY;75016;75116;Paris 16e Arrondissement;2005-09-22;2019-02-08;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus,Train;21750001600019;;;E002I751160042;CARRIERE;901;Carrière;Equipement équestre;48.8716, 2.27218;false;false;true;true;false;true;true;true;false;false;true;false;true;false;false;false;false;true;false;false;false;;2015;;;;;800.0;;0;0;2;;;;;;;;;;www.etrierdeparis.fr;1906;;;;;"Réception / Accueil;Bureau(x) Club(s);Local de rangement";Inadaptation aux attentes des usagers;;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations;;Découvert;Sable;Avant 1945;;A partir de 2005;Commune;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Cheminements,Sanitaires;Sanitaires;;2.27218;48.8716;Dressage,Saut d'obstacle;;;;;
I751190014;TEP CURIAL-MICHELET;73 RUE CURIAL;75019;75119;Paris 19e Arrondissement;2005-09-22;2024-04-25;false;2025-03-31;En attente d'un budget participatif pour la rénovation de certains equipements, dont les extérieurs (prévu pour 2018);true;false;;;;Métro,Bus,Tramway;21750001600019;;;E002I751190014;CITY-STADE;1701;Multisports/City-stades;Multisports/City-stades;48.89509, 2.37408;true;true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;;;;;20.0;40.0;800.0;;0;0;0;;;;;;;;;;www.mairie19.paris.fr;2007;;;;;;;;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités;;Découvert;Gazon synthétique;A partir de 2005;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;proximité;;Accueil,Aire de jeu;;;2.37408;48.89509;Activités de forme et de santé,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Rugby à 15 / Rugby à 7;QN07514M;QN07514M;;;
I751190027;ATELIER CHOREGRAPHIQUE;19 ALLEE EIDERS;75019;75119;Paris 19e Arrondissement;2005-09-22;2018-04-13;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus,Tramway;;;;E002I751190027;SALLE BLEUE;2105;Salle de danse;Salle ou terrain spécialisé;48.894, 2.37923;true;false;true;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;;;;;;85.0;;0;0;2;;;;;;;;;;http://www.atelierchoregraphique.fr/ecoleparis.html;1997;;PRESENSE DE BARRES DE DANSE ET DE MIROIRS;;;"Local de rangement;Réception / Accueil";;Electricité;Individuel(s),famille(s);;Intérieur;Parquet;1995-2004;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu;;;2.37923;48.894;Activités de forme et de santé,Autres Danses;;QN07514M;;;
I751190056;CENTRE PARIS ANIM' SOLIDARITÉ - ANGÈLE MERCIER;133-135 boulevard Sérurier;75019;75119;Paris 19e Arrondissement;2007-06-03;2018-04-12;true;2025-03-31;L'équipement est une Salle de 170 m2 séparé en deux pour la pratique des arts martiaux.;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E002I751190056;SALLE D'ARTS MARTIAUX;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;48.8937, 2.39464;true;false;false;true;false;true;true;false;false;true;false;true;true;false;true;false;false;false;false;false;false;;;;3.0;5.0;10.0;50.0;;0;0;2;;;;;;;;;;;2006;;ils utilisent des tatamis amovibles;;;Réception / Accueil;;Electricité;Individuel(s),famille(s);;Intérieur;Synthétique (hors gazon);A partir de 2005;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Douches,Sanitaires,Vestiaires;;;2.39464;48.8937;Activités de forme et de santé,Aikido / Aikibudo / Budo,Autres Danses,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...;;;;;
I751200040;CENTRE SPORTIF MARYSE HILSZ;34 RUE MARYSE HILSZ;75020;75120;Paris 20e Arrondissement;2005-09-22;2019-03-22;true;2025-03-31;TELEPHONE DU CENTRE SPORTIF : 01 43 73 57 97;true;false;;;Handicap moteur;Métro,Bus,Tramway;21750001600019;;;E002I751200040;GYMNASE DE TYPE C SUD;1901;Salle multisports (gymnase);Salle multisports;48.8513481619, 2.41328001022;true;false;true;true;false;true;true;false;true;true;true;true;true;false;true;false;false;true;false;false;false;;;3;7.0;20.0;40.0;800.0;;0;2;20;;;;;;;;;;;1968;;AUTRE ACTIVITE PRATIQUEE : HOCKEY EN SALLE (niveau 3);;X;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement;Salle(s) de réunion/cours;Autre";;Gaz;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Parquet;1965-1974;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;V92N6VMVRH24;2.41328001022;48.8513481619;Badminton,Jeu de volant,Basket-Ball,Gymnastique Artistique,Handball / Mini hand / Handball de plage,Hockey en salle / Hockey sur gazon,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;QN07517I;QN07517I;;;
I751200045;SQUARE ALEXANDRE LUQUET;4 RUE DU TRANSVAAL;75020;75120;Paris 20e Arrondissement;2005-09-22;2019-03-29;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E002I751200045;TERRAIN DE BASKET-BALL;2901;Terrain de basket-ball;Terrain extérieur de petits jeux collectifs;48.8713035733, 2.3866856843;false;true;true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;;;;;12.0;24.0;288.0;;0;0;0;;;;;;;;;;www.mairie20.paris.fr;1989;;;;;;;;Individuel(s),famille(s),Autre - association(s) et groupes divers;;Découvert;Bitume;1985-1994;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Cheminements;;;2.3866856843;48.8713035733;Basket-Ball;;QN07519M;;;
I751160049;LA CLE TOUR EIFFEL PARIS;81 AVENUE KLEBER;75016;75116;Paris 16e Arrondissement;2005-09-22;2019-02-08;true;2025-03-31;TELEPHONE DE LA SALLE : 01 44 05 75 94;true;false;;;Handicap moteur;Métro,Bus;;;;E002I751160049;SALLE DE SPORT;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.864742, 2.288789;true;false;true;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;2014;;2.0;11.0;13.5;148.5;;;0;2;;;;;;;;;;;1999;;;"Bain(s) de vapeur / hammam;Bain(s) bouillonnant(s);Sauna;Solarium";;"Réception / Accueil;Bureau(x) Club(s);Club(s) house;Local de rangement;Salle(s) de réunion/cours";;Electricité;Individuel(s),famille(s);;Intérieur;Parquet;1995-2004;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu;;GVHFB9WTRM7M;2.288789;48.864742;Activités de forme et de santé,Boxe Anglaise;;;;;
I751090020;LYCEE CONDORCET;8 RUE DU HAVRE;75009;75109;Paris 9e Arrondissement;2005-09-22;2024-09-27;false;2025-03-31;;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;;Métro,Bus,Train;19750667800014;0750667T;Non;E002I751090020;TERRAIN DE BASKET BALL;2901;Terrain de basket-ball;Terrain extérieur de petits jeux collectifs;48.87484, 2.32743;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;0.0;15.0;25.0;375.0;;0;2;2;;;;;;;;;;http://lyc-condorcet.scola.ac-paris.fr/;;;;;R;;;;Scolaires,universités;;Découvert;Béton;Avant 1945;;;Région;;Etablissement Public;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;;2.32743;48.87484;Basket-Ball;;;;;
I751150064;ECOLE - COLLEGE SAINT JOSEPH;13 PLACE ETIENNE PERNET;75015;75115;Paris 15e Arrondissement;2005-09-22;2024-04-23;false;2025-03-31;PROPRIETAIRE : PAROISSE SAINT JEAN BAPTISTE;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;;Métro,Bus;78461704500017;0750268J;;E002I751150064;TERRAIN DE BASKET BALL;1701;Multisports/City-stades;Multisports/City-stades;48.842492, 2.292988;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;3;;18.0;23.0;414.0;;0;0;0;;;;;;;;;;;;E.P.PR SAINT-JOSEPH;;;PA;;;;Scolaires,universités;;Découvert;Bitume;Avant 1945;;;Etablissement d'enseignement privé;;Etablissement d'enseignement privé;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;proximité;;;;;2.292988;48.842492;Basket-Ball,Football / Football en salle (Futsal);;;;;
I751040011;COLLEGE FRANCOIS COUPERIN;2 ALLEE DES JUSTES;75004;75104;Paris 4e Arrondissement;2005-09-22;2024-12-18;false;2025-03-31;;false;true;"[""Etablissement scolaire""]";Etablissement scolaire;;;19752693200011;0752693V;;E001I751040011;SALLE EPS RDC;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;48.85504, 2.35638;true;false;true;true;false;false;true;false;false;true;false;false;true;false;false;false;false;true;false;false;false;;2010;3;4.0;9.0;20.0;180.0;;0;1;3;;;;;;;;;;www.ac-paris.fr;;;;;"R;X";"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement;Salle(s) de réunion/cours";Vétusté normale,remise à niveau;Autre;Scolaires,universités;;Intérieur;Synthétique (hors gazon);1945-1964;;A partir de 2005;Département;;Département;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Sanitaires;Sanitaires;JGKSNTCEJS2K;2.35638;48.85504;Autres Danses,Gymnastique Artistique;;;2025-09-01;;
I751130066;COLLEGE THOMAS MANN;91 AVENUE DE FRANCE;75013;75113;Paris 13e Arrondissement;2005-09-22;2025-01-07;true;2025-03-31;;false;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;;19754691400015;0755000C;;E001I751130066;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;48.82832, 2.37768;true;false;true;true;false;true;true;false;false;true;true;true;true;false;true;false;false;true;false;false;false;;2013;4;9.0;22.0;43.0;946.0;;0;1;8;;;;;;;;;;www.ac-paris.fr;2005;;;;R;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement;Salle(s) de réunion/cours";"Mise en conformité avec les règlements (sécurité,incendie,hygiène ...);Inadaptation aux attentes des usagers";Autre;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);A partir de 2005;;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;WZ9FSYQSD7N4;2.37768;48.82832;Autres Danses,Badminton,Jeu de volant,Basket-Ball,Gymnastique Artistique,Handball / Mini hand / Handball de plage,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
I751150053;COLLEGE - LYCEE BUFFON;16 BOULEVARD PASTEUR;75015;75115;Paris 15e Arrondissement;2005-09-22;2025-01-07;false;2025-03-31;;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;;Bus,Métro;19750693400011;0750693W;;E001I751150053;GYMNASE 1;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;48.843, 2.31229;true;false;false;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;1;7.0;11.0;20.0;240.0;;0;1;4;;;;;;;;;;;1886;;;;X;"Bureau(x) Club(s);Local de rangement";;Autre;Scolaires,universités;;Intérieur;Carrelage;Avant 1945;;;Région;;Etablissement Public;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;XF8MFTRSVVZR;2.31229;48.843;Activités de forme et de santé,Autres Danses,Gymnastique Artistique,Hockey en salle / Hockey sur gazon,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;2025-09-01;;
