﻿Numéro de l'installation sportive;Nom de l'installation sportive;Adresse;Code Postal;Commune INSEE;Commune Nom;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Observation Installation;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation (brute);Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI);Installation hors-service;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Coordonnées;Eclairage de l'aire d'évolution;Equipement d'accès libre;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Observation Equipement;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature de l'équipement sportif;Nature du sol;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;equip_aps_code;EPCI INSEE;EPCI Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Département Code;Département Code Complet;Département Nom;Rectorat Nom;Région Code;Région Nom;Densite Niveau;Densite Catégorie;ZRR Simplifié;Catégorie;Discipline;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;RNB ID;Longitude;Latitude;Activités;QPV;QPV à 200 mètres;gen_2024Fin_Labellisation;Activité & niveau;Département
I751130007;STADE CHARLETY;99 BOULEVARD KELLERMANN;75013;75113;Paris 13e Arrondissement;2005-09-22;2016-08-24;true;2025-03-31;;true;true;"[""Complexe sportif""]";Complexe sportif;Handicap moteur;Métro,Bus,Tramway,Train;21750001600019;;;E020I751130007;4 COURTS DE SQUASH 2;2117;Salle ou terrain de squash;Salle ou terrain spécialisé;48.81834, 2.34502;true;false;true;true;false;true;true;false;true;false;true;true;true;false;true;false;false;true;false;false;false;;2016;1;6.0;6.9;9.0;62.0;;0;5;21;;;;;;;;;;www.paris.fr;1994;;;"Bain(s) bouillonnant(s);Sauna";X;"Réception / Accueil;Bureau(x) Club(s);Buvette;Club(s) house;Local contrôle anti-dopage;Infirmerie;Local de rangement;Salle(s) de réunion/cours";"Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";Autre;Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers;;Intérieur;Parquet;1985-1994;;A partir de 2005;Commune;;Commune;Association(s);false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;AK8QE1AY286E;2.34502;48.81834;Squash;;;;;
I751160055;LAGARDERE PARIS RACING;11 chemin de la croix catelan;75016;75116;Paris 16e Arrondissement;2005-09-22;2024-02-22;true;2025-03-31;"Contact dans la fiche ""Mur d'entraînement"". Courts de tennis en terre-battue ouverts de la mi avril à la fin octobre";false;false;;;Handicap moteur;;21750001600019;;Non;E020I751160055;COURT DE TENNIS EN QUICK 5;501;Court de tennis;Court de tennis;48.8653, 2.25654;false;false;true;true;false;true;true;false;false;true;false;false;false;false;true;false;false;false;false;false;false;;;1;;18.0;36.0;648.0;;0;0;2;;;;;;;;;;https://www.lagardereparisracing.com/;;Mairie de Paris;Centre de Préparation aux Jeux (CPJ);;PA;"Réception / Accueil;Bureau(x) Club(s);Buvette;Club(s) house;Salle(s) de réunion/cours;Autre";;;Clubs sportifs,comités,ligues,fédérations;;Découvert;Synthétique (hors gazon);1965-1974;;;Commune;Commune;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Vestiaires;;;2.25654;48.8653;Tennis;;;;;
I751120048;PLAINE DE JEUX DU POLYGONE;1 ROUTE DE LA FALUERE PARIS;75012;75112;Paris 12e Arrondissement;2005-09-22;2019-01-15;false;2025-03-31;TELEPHONE DU CENTRE SPORTIF : 01 41 74 80 50;true;false;;;;Bus;21750001600019;;;E004I751120048;AIRE DE JEUX CRICKET;2808;Terrain de cricket;Terrain de grands jeux;48.83194, 2.44308;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;1;;130.0;150.0;19500.0;;0;2;31;;;;;;;;;;;;;;;PA;"Réception / Accueil;Local de rangement";;;Clubs sportifs,comités,ligues,fédérations;;Découvert;Stabilisé/cendrée;1945-1964;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;;2.44308;48.83194;Cricket;;;;;
I751130040;CENTRE D'ANIMATION RICHET;12 RUE DU DOCTEUR CHARLES RICHET;75013;75113;Paris 13e Arrondissement;2005-09-22;2016-08-24;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E004I751130040;SALLE POLYVALENTE;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;48.83197, 2.36401;true;false;true;true;false;true;true;true;true;false;false;false;true;false;false;false;false;true;false;false;false;;;3;2.0;5.0;7.0;35.0;;0;0;2;;;;;;;;;;www.ligueparis.org;1989;;;;X;"Réception / Accueil;Bureau(x) Club(s);Local de rangement;Salle(s) de réunion/cours";;Autre;Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1985-1994;;;Commune;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Sanitaires;Sanitaires;2R8H3H5HYXVF;2.36401;48.83197;Activités de forme et de santé,Autres Danses;;;;;
I751140033;CENTRE SPORTIF ELISABETH;7 avenue paul appell;75014;75114;Paris 14e Arrondissement;2005-09-22;2023-10-24;false;2025-03-31;;true;true;"[""Complexe sportif""]";Complexe sportif;;Métro,Bus;21750001600019;;;E004I751140033;TERRAIN DE FOOTBAL SYNTHETIQUE;2802;Terrain de football;Terrain de grands jeux;48.82078, 2.32711;true;false;true;true;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;;2011;1;;65.0;100.0;6500.0;;0;1;6;;;;;;;;;;www.paris.fr;1968;;;;PA;"Réception / Accueil;Bureau(x) Club(s);Club(s) house;Infirmerie;Local de rangement;Salle(s) de réunion/cours";"Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Découvert;Gazon synthétique;1965-1974;;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Cheminements;;;2.32711;48.82078;Football / Football en salle (Futsal);;;;;
I751200082;CLUB DE LA NATION;5 RUE DE LAGNY;75020;75120;Paris 20e Arrondissement;2005-09-22;2024-04-25;false;2025-03-31;LOCATION DES LIEUX AUPRES D'UNE SOCIETE;true;false;;;;Métro,Bus;;;;E004I751200082;SALLE N°1;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;48.8489314914, 2.40024983883;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;5;4.0;10.0;20.0;200.0;;0;0;2;;;;;;;;;;;1975;;PRESENCE DE BARRES DE DANSE ET DE MIROIRS;"Bain(s) de vapeur / hammam;Sauna";X;"Réception / Accueil;Bureau(x) Club(s);Local de rangement;Autre";;Fuel;Individuel(s),famille(s),Autre - association(s) et groupes divers;;Intérieur;Parquet;1975-1984;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;4A1RZ777SJ2R;2.40024983883;48.8489314914;Activités de forme et de santé,Autres Danses,Gymnastique Artistique;;;;;
I751150053;COLLEGE - LYCEE BUFFON;16 BOULEVARD PASTEUR;75015;75115;Paris 15e Arrondissement;2005-09-22;2025-01-07;false;2025-03-31;;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;;Bus,Métro;19750693400011;0750693W;;E004I751150053;MUR D'ESCALADE;2701;Structure Artificielle d'Escalade;Structure Artificielle d'Escalade;48.843, 2.31229;true;false;false;false;false;true;true;false;false;true;false;false;false;false;true;false;false;false;false;false;false;;2017;1;10.0;1.0;40.0;400.0;;0;1;2;27;10.0;400.0;;;;;;;;1999;;;;PA;;"Mise en conformité avec les règlements (sécurité,incendie,hygiène ...);Inadaptation aux attentes des usagers";Autre;Scolaires,universités;;Intérieur;Synthétique (hors gazon);1995-2004;;A partir de 2005;Région;;Etablissement Public;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Vestiaires;;XF8MFTRSVVZR;2.31229;48.843;Escalade;;;2025-09-01;;
I751160063;COLLEGE - LYCEE NOTRE-DAME DES OISEAUX;12 RUE MICHEL ANGE;75016;75116;Paris 16e Arrondissement;2005-09-22;2025-01-07;false;2025-03-31;;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;;Métro,Bus;57219568300022;0753946G;;E004I751160063;MUR ESCALADE;2701;Structure Artificielle d'Escalade;Structure Artificielle d'Escalade;48.8472, 2.26351;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;2;6.0;;;;;0;0;1;;6.0;;;;;;;;;2002;;;;"R;X";Local de rangement;;Gaz;Scolaires,universités;;Intérieur;Synthétique (hors gazon);1995-2004;;;Association(s);;Etablissement d'enseignement privé;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;;2.26351;48.8472;Escalade;;;;;
I751130015;CENTRE SPORTIF CHARLES MOUREU;17 AVENUE EDISON;75013;75113;Paris 13e Arrondissement;2005-09-22;2017-07-18;true;2025-03-31;;true;true;"[""Complexe sportif""]";Complexe sportif;Handicap moteur;Métro,Bus,Tramway;21750001600019;;;E006I751130015;2 TERRAINS DE HANDBALL N°1 ET 2;2903;Terrain de handball;Terrain extérieur de petits jeux collectifs;48.82756, 2.36322;true;true;true;true;false;true;true;false;false;true;true;true;true;false;true;false;false;true;false;false;false;;2010;1;;17.0;32.0;544.0;;0;3;14;;;;;;;;;;www.mairie13.paris.fr;1988;;;;PA;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement";;;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Découvert;Synthétique (hors gazon);1985-1994;;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;proximité;;Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;2.36322;48.82756;Handball / Mini hand / Handball de plage;;;;;
I751180013;CENTRE SPORTIF BERTRAND DAUVIN;12 rue rené binet;75018;75118;Paris 18e Arrondissement;2005-09-22;2023-10-30;true;2025-03-31;;true;true;"[""Piscine"", ""Complexe sportif""]";Piscine,Complexe sportif;Handicap moteur;Bus,Métro;21750001600019;;;E006I751180013;SALLE DE BOXE;1802;Salle de boxe;Salle de combat;48.89968, 2.34275;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;1;4.0;13.0;18.0;234.0;;0;6;25;;;;;;;;;;http://www.paris18eme.fr/centre-sportif-bertrand-dauvin-12-rue-rene-binet-75018-paris/;1976;;;;X;"Réception / Accueil;Local de rangement";;Autre;Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Parquet;1975-1984;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;J3TVRNQBE3HB;2.34275;48.89968;Boxe Anglaise,Boxe française savate;QN07509M;QN07509M;;;
I751160055;LAGARDERE PARIS RACING;11 chemin de la croix catelan;75016;75116;Paris 16e Arrondissement;2005-09-22;2024-02-22;true;2025-03-31;"Contact dans la fiche ""Mur d'entraînement"". Courts de tennis en terre-battue ouverts de la mi avril à la fin octobre";false;false;;;Handicap moteur;;21750001600019;;Non;E031I751160055;COURT DE TENNIS EN TERRE BATTUE SYNTHETIQUE 5;501;Court de tennis;Court de tennis;48.8653, 2.25654;false;false;true;true;false;true;true;false;false;true;false;false;false;false;true;false;false;false;false;false;false;;;1;;18.0;36.0;648.0;;0;0;2;;;;;;;;;;;;Mairie de Paris;Centre de Préparation aux Jeux (CPJ);;PA;"Réception / Accueil;Bureau(x) Club(s);Buvette;Club(s) house;Salle(s) de réunion/cours;Autre";;;Clubs sportifs,comités,ligues,fédérations;;Découvert;Terre artificielle;1965-1974;;;Commune;Commune;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Vestiaires;;;2.25654;48.8653;Tennis;;;;;
I751160055;LAGARDERE PARIS RACING;11 chemin de la croix catelan;75016;75116;Paris 16e Arrondissement;2005-09-22;2024-02-22;true;2025-03-31;"Contact dans la fiche ""Mur d'entraînement"". Courts de tennis en terre-battue ouverts de la mi avril à la fin octobre";false;false;;;Handicap moteur;;21750001600019;;Non;E040I751160055;COURT DE TENNIS EN TERRE BATTUE 2;501;Court de tennis;Court de tennis;48.8637, 2.25705;false;false;true;true;false;true;true;false;false;true;false;false;true;false;true;false;false;true;false;false;false;;;1;;18.0;36.0;648.0;;0;1;2;;;;;;;;;;;;Mairie de Paris;Centre de Préparation aux Jeux (CPJ);;PA;"Réception / Accueil;Bureau(x) Club(s);Buvette;Club(s) house;Salle(s) de réunion/cours;Autre";;;Clubs sportifs,comités,ligues,fédérations;;Découvert;Terre battue;1965-1974;;;Commune;Commune;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Sanitaires,Vestiaires;Sanitaires;;2.25705;48.8637;Tennis;;;;;
I751160055;LAGARDERE PARIS RACING;11 chemin de la croix catelan;75016;75116;Paris 16e Arrondissement;2005-09-22;2024-02-22;true;2025-03-31;"Contact dans la fiche ""Mur d'entraînement"". Courts de tennis en terre-battue ouverts de la mi avril à la fin octobre";false;false;;;Handicap moteur;;21750001600019;;Non;E049I751160055;COURT DE TENNIS EN TERRE BATTUE 11;501;Court de tennis;Court de tennis;48.8637, 2.25705;false;false;true;true;false;true;true;false;false;true;false;false;true;false;true;false;false;true;false;false;false;;;1;;18.0;36.0;648.0;;0;1;2;;;;;;;;;;;;Mairie de Paris;Centre de Préparation aux Jeux (CPJ);;PA;"Réception / Accueil;Bureau(x) Club(s);Buvette;Club(s) house;Salle(s) de réunion/cours;Autre";;;Clubs sportifs,comités,ligues,fédérations;;Découvert;Terre battue;1965-1974;;;Commune;Commune;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Sanitaires,Vestiaires;Sanitaires;;2.25705;48.8637;Tennis;;;;;
I751160055;LAGARDERE PARIS RACING;11 chemin de la croix catelan;75016;75116;Paris 16e Arrondissement;2005-09-22;2024-02-22;true;2025-03-31;"Contact dans la fiche ""Mur d'entraînement"". Courts de tennis en terre-battue ouverts de la mi avril à la fin octobre";false;false;;;Handicap moteur;;21750001600019;;Non;E050I751160055;COURT DE TENNIS EN TERRE BATTUE 12;501;Court de tennis;Court de tennis;48.8637, 2.25705;false;false;true;true;false;true;true;false;false;true;false;false;true;false;true;false;false;true;false;false;false;;;1;;18.0;36.0;648.0;;0;1;2;;;;;;;;;;;;Mairie de Paris;Centre de Préparation aux Jeux (CPJ);;PA;"Réception / Accueil;Bureau(x) Club(s);Buvette;Club(s) house;Salle(s) de réunion/cours;Autre";;;Clubs sportifs,comités,ligues,fédérations;;Découvert;Terre battue;1965-1974;;;Commune;Commune;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Sanitaires,Vestiaires;Sanitaires;;2.25705;48.8637;Tennis;;;;;
I751160055;LAGARDERE PARIS RACING;11 chemin de la croix catelan;75016;75116;Paris 16e Arrondissement;2005-09-22;2024-02-22;true;2025-03-31;"Contact dans la fiche ""Mur d'entraînement"". Courts de tennis en terre-battue ouverts de la mi avril à la fin octobre";false;false;;;Handicap moteur;;21750001600019;;Non;E062I751160055;City Stade;1701;Multisports/City-stades;Multisports/City-stades;48.864559, 2.258463;false;false;true;true;false;true;true;false;true;false;true;false;true;false;true;false;false;false;false;false;false;;;;;7.0;21.0;150.0;;;;2;;;;;;;;;;;;Mairie de Paris;;;;"Réception / Accueil;Bureau(x) Club(s);Buvette;Club(s) house;Autre";;;;;Découvert;;;;;Commune;Commune;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;proximité;;Accueil,Cheminements,Sanitaires,Vestiaires;;;2.258463;48.864559;Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage;;;;;
I751010003;CENTRE D'ETUDE D'ACTION SOCIALE ET CULTURELLE;23 RUE DE LA SOURDIERE;75001;75101;Paris 1er Arrondissement;2005-09-22;2017-02-24;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus,Train;;;;E004I751010003;SALLE N°4;2105;Salle de danse;Salle ou terrain spécialisé;48.86645, 2.33246;true;false;true;true;false;true;true;false;false;false;true;false;true;false;false;false;false;true;false;false;false;;;4;2.0;;;100.0;;0;0;6;;;;;;;;;;www.ceasc.free.fr;2000;;;;"L;R;X";"Réception / Accueil;Bureau(x) Club(s);Local de rangement;Salle(s) de réunion/cours";Inadaptation aux attentes des usagers;Gaz;Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Parquet;1995-2004;;1995-2004;Association(s);;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Cheminements,Sanitaires;Sanitaires;YP9XH7Q5922V;2.33246;48.86645;Activités de forme et de santé,Autres Danses,Expression gymnique;;;;;
I751020002;L'USINE OPERA;8 rue de la Michodière;75002;75102;Paris 2e Arrondissement;2007-04-02;2018-09-17;true;2025-03-31;;false;false;;;Handicap moteur;;;;;E004I751020002;SALLE DE COURS COLLECTIFS;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;48.86931, 2.33453;true;false;true;true;false;true;true;false;false;true;false;false;true;false;true;false;false;true;false;false;false;;;5;3.0;7.0;11.0;80.0;;0;0;2;;;;;;;;;;http://www.usineopera.com/;2005;SIIS;;"Bain(s) de vapeur / hammam;Sauna;Solarium;Autre";X;"Réception / Accueil;Buvette;Local de rangement;Salle(s) de réunion/cours;Autre";;Electricité;Individuel(s),famille(s),Autre - association(s) et groupes divers;;Intérieur;Parquet;A partir de 2005;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Sanitaires,Vestiaires;Sanitaires;MG9K2P7WZ61S;2.33453;48.86931;Gymnastique volontaire;;;;;
I751140017;CENTRE DE DANSE ALESIA;119 AVENUE DU GENERAL LECLERC;75014;75114;Paris 14e Arrondissement;2005-09-22;2017-02-27;false;2025-03-31;;true;false;;;;Métro,Bus,Tramway;;;;E004I751140017;SALLE N°4 STUDIO DEGAS;2105;Salle de danse;Salle ou terrain spécialisé;48.82419, 2.32603;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;2009;5;3.0;;;100.0;;0;0;2;;;;;;;;;;www.centre-danse-alesia.com;1993;;;;R;"Réception / Accueil;Bureau(x) Club(s)";Vétusté normale,remise à niveau;Electricité;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers;;Intérieur;Parquet;1985-1994;;A partir de 2005;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;QNRQYX6RMM65;2.32603;48.82419;Activités de forme et de santé,Autres Danses,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...;;;;;
I751140035;GYMNASE HUYGHENS;10 RUE HUYGHENS;75014;75114;Paris 14e Arrondissement;2005-09-22;2017-02-24;false;2025-03-31;;true;false;;;;Métro,Bus;21750001600019;;;E004I751140035;SALLE DE GYMNASTIQUE N°2;2106;Salle de gymnastique sportive;Salle ou terrain spécialisé;48.84091, 2.32833;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;2;7.0;16.0;22.0;352.0;;700;2;4;;;;;;;;;;www.mairie14.paris.fr;;;;;X;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement;Salle(s) de réunion/cours";;Gaz;Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1945-1964;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;P7YSQ71BQS1D;2.32833;48.84091;Gymnastique Acrobatique;;;;;
I751150039;CENTRE SPORTIF EMILE ANTHOINE;9 RUE JEAN REY;75015;75115;Paris 15e Arrondissement;2005-09-22;2023-10-30;true;2025-03-31;;true;true;"[""Piscine"", ""Complexe sportif""]";Piscine,Complexe sportif;"Handicap moteur;Handicap sensoriel";Métro,Bus,Train;21750001600019;;;E004I751150039;FOOTBALL A 11 SYNTHETIQUE;2802;Terrain de football;Terrain de grands jeux;48.8564, 2.2916;true;false;true;false;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;2013;4;;55.0;105.0;5775.0;;186;1;4;;;;;;;;;;www.paris.fr;1979;;;;PA;;Vétusté normale,remise à niveau;Autre;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Découvert;Gazon synthétique;1975-1984;;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Aire de jeu;;;2.2916;48.8564;Football / Football en salle (Futsal);;;;;
I751160022;TEP JEAN PIERRE WIMILLE;56 BOULEVARD DE L'AMIRAL BRUIX;75016;75116;Paris 16e Arrondissement;2005-09-22;2019-01-21;false;2025-03-31;;true;true;"[""Complexe sportif""]";Complexe sportif;;Métro,Bus;21750001600019;;;E004I751160022;STADE D'ATHLETISME;1001;Stade d’athlétisme;Equipement d'athlétisme;48.87325, 2.27555;true;false;true;true;false;true;true;false;false;true;true;false;true;false;true;false;false;true;false;false;false;;;2;;;;;;0;2;8;;;;;;;;;235.0;www.mairie16.paris.fr;2004;;;;PA;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement;Salle(s) de réunion/cours";;;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Découvert;Synthétique (hors gazon);1995-2004;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Aire de jeu,Cheminements,Sanitaires,Vestiaires;Sanitaires;;2.27555;48.87325;Course sur piste,Lancer,Saut;;;;;
I751180014;CENTRE SPORTIF DES POISSONNIERS;2 RUE JEAN COCTEAU;75018;75118;Paris 18e Arrondissement;2005-09-22;2017-10-16;true;2025-03-31;;true;true;"[""Complexe sportif""]";Complexe sportif;Handicap moteur;Métro,Bus;21750001600019;;;E004I751180014;TERRAIN DE FOOTBALL ANNEXE;2802;Terrain de football;Terrain de grands jeux;48.90032, 2.34823;true;false;true;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;2003;2;;60.0;100.0;6000.0;;0;6;30;;;;;;;;;;http://www.paris.fr/;1975;;;;PA;"Réception / Accueil;Local de rangement";Inadaptation aux attentes des usagers;;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Découvert;Gazon synthétique;1975-1984;;1995-2004;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Aire de jeu;;;2.34823;48.90032;Football / Football en salle (Futsal);QN07509M;QN07509M;;;
