X,Y,nom,id,objectid,numero_uai,appellatio,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,localisati,nature_uai,nature_u_1,code_depar,code_acade,code_commu
659926.399999999,6881494.3045,Ecole maternelle Jean Moulin,0951205U,371,0951205U,Ecole maternelle Jean Moulin,JEAN MOULIN,Public,Rue Antoine Demusois, , ,95190,GOUSSAINVILLE,Goussainville,Numéro de rue,101,ECOLE MATERNELLE,95,25,95280
664071.200000003,6888909.6045,Ecole maternelle Frédéric Mistral,0951259C,372,0951259C,Ecole maternelle Frédéric Mistral,FREDERIC MISTRAL,Public,20 avenue Franz Liszt, , ,95470,FOSSES,Fosses,Numéro de rue,101,ECOLE MATERNELLE,95,25,95250
641885.799999997,6877383.8045,Ecole maternelle Georges Braque,0951292N,373,0951292N,Ecole maternelle Georges Braque,GEORGES BRAQUE,Public,Rue Auguste Renoir, , ,95370,MONTIGNY LES CORMEILLES,Montigny-lès-Cormeilles,Numéro de rue,101,ECOLE MATERNELLE,95,25,95424
644446.799999997,6878018.9045,Ecole maternelle Les Hauts de Saint Nicolas,0951378G,374,0951378G,Ecole maternelle Les Hauts de Saint Nicolas,LES HAUTS DE SAINT NICOLAS,Public,Rue Pasteur, , ,95130,LE PLESSIS BOUCHARD,Le Plessis-Bouchard,Numéro de rue,101,ECOLE MATERNELLE,95,25,95491
611142.000100002,6895760.9045,Ecole élémentaire Victor Schoelcher,0951719C,375,0951719C,Ecole élémentaire Victor Schoelcher,VICTOR SCHOELCHER,Public,5 boulevard des Ursulines, , ,95420,MAGNY EN VEXIN,Magny-en-Vexin,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95355
629248.500100002,6883233.5045,Ecole élémentaire Les Tilleuls,0951730P,376,0951730P,Ecole élémentaire Les Tilleuls,LES TILLEULS,Public,1 avenue DU JOUR, , ,95800,CERGY,Cergy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95127
604955.200099997,6878705.1045,Ecole élémentaire Groupe Coubertin,0780164E,377,0780164E,Ecole élémentaire Groupe Coubertin,GROUPE COUBERTIN,Public,118 rue Braunstein, , ,78200,MANTES LA JOLIE,Mantes-la-Jolie,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78361
634404.100100003,6866728.7045,Ecole maternelle Normandie-Niemen,0780166G,378,0780166G,Ecole maternelle Normandie-Niemen,NORMANDIE-NIEMEN,Public,03 BIS AVENUE DU PASTEUR M. L. KING, , ,78230,LE PECQ,Le Pecq,Numéro de rue,101,ECOLE MATERNELLE,78,25,78481
631956.100100003,6874424.4045,Ecole maternelle Pauline Kergomard,0780175S,379,0780175S,Ecole maternelle Pauline Kergomard,PAULINE KERGOMARD,Public,26 rue Hélène, , ,78260,ACHERES,Achères,Numéro de rue,101,ECOLE MATERNELLE,78,25,78005
626686.700099997,6836201.7045,Ecole élémentaire,0780271W,380,0780271W,Ecole élémentaire, ,Public,Route des Aulnettes, , ,78830,BULLION,Bullion,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78120
616183.000100002,6873274.9045,Ecole élémentaire Louis Pergaud,0780275A,381,0780275A,Ecole élémentaire Louis Pergaud,LOUIS PERGAUD,Public,1 rue Jules Ferry, , ,78410,AUBERGENVILLE,Aubergenville,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78029
628215.000100002,6835856.6045,Ecole élémentaire L'Orangerie,0780278D,382,0780278D,Ecole élémentaire L'Orangerie,L'ORANGERIE,Public,Rue Fontaine Saint Symphorien, , ,78830,BONNELLES,Bonnelles,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78087
603515.4001,6878877.7045,Ecole élémentaire Louise de Vilmorin,0780285L,383,0780285L,Ecole élémentaire Louise de Vilmorin,LOUISE DE VILMORIN,Public,03  RUE PAUL GAUGUIN, , ,78200,MANTES LA JOLIE,Mantes-la-Jolie,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78361
621968.700099997,6859223.7045,Ecole maternelle Léon Frapie,0780286M,384,0780286M,Ecole maternelle Léon Frapie,LEON FRAPIE,Public,06 RUE MANSART, , ,78370,PLAISIR,Plaisir,Numéro de rue,101,ECOLE MATERNELLE,78,25,78490
618393.200099997,6818124.5046,Ecole maternelle,0780297Z,385,0780297Z,Ecole maternelle, ,Public,01 rue des Ecoles, , ,78660,ALLAINVILLE AUX BOIS,Allainville,Numéro de rue,101,ECOLE MATERNELLE,78,25,78009
621730.500100002,6852034.8045,Ecole élémentaire Les Bessières,0780305H,386,0780305H,Ecole élémentaire Les Bessières,LES BESSIERES,Public,Rue de Noirmoutier, , ,78310,MAUREPAS,Maurepas,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78383
622036.300099999,6830919.6045,Ecole élémentaire Camescasse,0780315U,387,0780315U,Ecole élémentaire Camescasse,CAMESCASSE,Public,Rue Laguesse Charron, , ,78730,ST ARNOULT EN YVELINES,Saint-Arnoult-en-Yvelines,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78537
620823.500100002,6823780.3046,Ecole élémentaire,0780317W,388,0780317W,Ecole élémentaire, ,Public,3 place de l'Eglise, , ,78660,ST MARTIN DE BRETHENCOURT,Saint-Martin-de-Bréthencourt,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78564
602494.4001,6856889.4045,Ecole élémentaire,0780326F,389,0780326F,Ecole élémentaire, ,Public,16 avenue des Tilleuls, , ,78550,BAZAINVILLE,Bazainville,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78048
596031.200099997,6863238.8045,Ecole élémentaire,0780327G,390,0780327G,Ecole élémentaire, ,Public,02 rue DE LA BASTANIERE, , ,78910,BOISSETS,Boissets,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78076
607771.600100003,6866348.2045,Ecole élémentaire Henri Barlet,0780337T,391,0780337T,Ecole élémentaire Henri Barlet,HENRI BARLET,Public,16 grande rue, , ,78790,HARGEVILLE,Hargeville,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78300
598275.200099997,6855113.4045,Ecole élémentaire,0780341X,392,0780341X,Ecole élémentaire, ,Public,11 BIS RUE DES VIGNES, , ,78550,MAULETTE,Maulette,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78381
600279.4001,6862958.2045,Ecole élémentaire,0780345B,393,0780345B,Ecole élémentaire, ,Public,Place Georges Pompidou, , ,78910,ORVILLIERS,Orvilliers,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78474
602671.800099999,6863179.0045,Ecole élémentaire,0780347D,394,0780347D,Ecole élémentaire, ,Public,02 RUE DE LA COMMANDERIE, , ,78910,PRUNAY LE TEMPLE,Prunay-le-Temple,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78505
603130.4001,6866690.1045,Ecole élémentaire,0780351H,395,0780351H,Ecole élémentaire, ,Public,08 RUE CONTAMINE, , ,78790,SEPTEUIL,Septeuil,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78591
612755.600100003,6845965.7045,Ecole élémentaire,0780363W,396,0780363W,Ecole élémentaire, ,Public,12 route des Haras, , ,78610,LES BREVIAIRES,Les Bréviaires,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78108
606374.300099999,6832985.0045,Ecole élémentaire,0780365Y,397,0780365Y,Ecole élémentaire, ,Public,Place de la Mairie, , ,78125,EMANCE,Emancé,Ville,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78209
609807.600100003,6838092.0045,Ecole élémentaire,0780368B,398,0780368B,Ecole élémentaire, ,Public,1 rue des Ecoles, , ,78125,GAZERAN,Gazeran,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78269
615647.600100003,6844135.9045,Ecole élémentaire Les Platanes,0780375J,399,0780375J,Ecole élémentaire Les Platanes,LES PLATANES,Public,3 allée des Lauriers, , ,78610,LE PERRAY EN YVELINES,Le Perray-en-Yvelines,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78486
635398.800099999,6858393.0045,Ecole maternelle Hélène Boucher,0780427R,400,0780427R,Ecole maternelle Hélène Boucher,HELENE BOUCHER,Public,03 RUE DU HAMEAU, , ,78150,LE CHESNAY,Le Chesnay,Numéro de rue,101,ECOLE MATERNELLE,78,25,78158
622847.4001,6852895.2045,Ecole élémentaire Alain Cavallier,0780430U,401,0780430U,Ecole élémentaire Alain Cavallier,ALAIN CAVALLIER,Public,Rue des Nouveaux Horizons, , ,78990,ELANCOURT,Elancourt,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78208
624466.600100003,6852827.7045,Ecole maternelle Commanderie des Templiers,0780431V,402,0780431V,Ecole maternelle Commanderie des Templiers,COMMANDERIE DES TEMPLIERS,Public,Avenue de la Villedieu, , ,78990,ELANCOURT,Elancourt,Numéro de rue,101,ECOLE MATERNELLE,78,25,78208
622379.000100002,6858116.9045,Ecole maternelle Jules Verne,0780438C,403,0780438C,Ecole maternelle Jules Verne,JULES VERNE,Public,98 chemin des Ruelles, , ,78370,PLAISIR,Plaisir,Numéro de rue,101,ECOLE MATERNELLE,78,25,78490
627777.4001,6869483.8045,Ecole élémentaire Robert Fournier,0780439D,404,0780439D,Ecole élémentaire Robert Fournier,ROBERT FOURNIER,Public,42 rue des Migneaux, , ,78300,POISSY,Poissy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78498
630390.000100002,6850996.8045,Ecole maternelle Sente des Carrières,0780446L,405,0780446L,Ecole maternelle Sente des Carrières,SENTE DES CARRIERES,Public,01 rue Alfred de Vigny, , ,78960,VOISINS LE BRETONNEUX,Voisins-le-Bretonneux,Numéro de rue,101,ECOLE MATERNELLE,78,25,78688
625997.500100002,6853615.0045,Ecole maternelle Maurice Thorez,0780447M,406,0780447M,Ecole maternelle Maurice Thorez,GROUPE MAURICE THOREZ,Public,Square Maurice Thorez, , ,78190,TRAPPES,Trappes,Numéro de rue,101,ECOLE MATERNELLE,78,25,78621
608505.4001,6858642.6045,Ecole élémentaire,0780449P,407,0780449P,Ecole élémentaire, ,Public,Rue Saint-Maurice, , ,78890,GARANCIERES,Garancières,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78265
628561.000100002,6869415.1045,Ecole élémentaire Michel de Montaigne,0780452T,408,0780452T,Ecole élémentaire Michel de Montaigne,MICHEL DE MONTAIGNE,Public,17 rue Montaigne, , ,78300,POISSY,Poissy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78498
627362.700099997,6859794.3045,Ecole élémentaire Jacques Gillet,0780456X,409,0780456X,Ecole élémentaire Jacques Gillet,JACQUES GILLET,Public,06 RUE LOUIS PASTEUR, , ,78450,VILLEPREUX,Villepreux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78674
624932.9001,6875919.1045,Ecole élémentaire Jean Jaurès,0780460B,410,0780460B,Ecole élémentaire Jean Jaurès,JEAN JAURES,Public,03 boulevard André Malraux, , ,78480,VERNEUIL SUR SEINE,Verneuil-sur-Seine,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78642
632355.700099997,6860684.3045,Ecole maternelle Louis Pasteur,0780472P,411,0780472P,Ecole maternelle Louis Pasteur,LOUIS PASTEUR,Public,Impasse des Ecoles, , ,78870,BAILLY,Bailly,Rue,101,ECOLE MATERNELLE,78,25,78043
630930.9001,6875846.5045,Ecole élémentaire Antoine de Saint-Exupéry,0780485D,412,0780485D,Ecole élémentaire Antoine de Saint-Exupéry,ANTOINE DE ST EXUPERY,Public,28 rue des Courcieux, , ,78570,ANDRESY,Andrésy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78015
628581.000100002,6852553.4045,Ecole élémentaire du Village,0780489H,413,0780489H,Ecole élémentaire du Village,DU VILLAGE,Public,12 rue de l'Ancienne Mairie, , ,78180,MONTIGNY LE BRETONNEUX,Montigny-le-Bretonneux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78423
636249.899999999,6862830.9045,Ecole élémentaire André Chenier,0780531D,414,0780531D,Ecole élémentaire André Chenier,ANDRE CHENIER,Public,2 allée des Hauts Graviers, , ,78430,LOUVECIENNES,Louveciennes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78350
623778.700099997,6856531.0045,Ecole maternelle Henri Wallon,0780539M,415,0780539M,Ecole maternelle Henri Wallon,HENRI WALLON,Public,Rue Nicolas Poussin, , ,78370,PLAISIR,Plaisir,Numéro de rue,101,ECOLE MATERNELLE,78,25,78490
603927.300099999,6875942.5045,Ecole maternelle Les Tilleuls,0780557G,416,0780557G,Ecole maternelle Les Tilleuls,LES TILLEULS,Public,Avenue des Tilleuls, , ,78200,MAGNANVILLE,Magnanville,Numéro de rue,101,ECOLE MATERNELLE,78,25,78354
613278.200099997,6837826.5045,Ecole élémentaire d'Arbouville,0780560K,417,0780560K,Ecole élémentaire d'Arbouville,D'ARBOUVILLE,Public,79 rue d'Arbouville, , ,78120,RAMBOUILLET,Rambouillet,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78517
631485.9001,6863305.0045,Ecole élémentaire du Haut des Guerines,0780564P,418,0780564P,Ecole élémentaire du Haut des Guerines,DU HAUT DES GUERINES,Public,34 chemin Pavé, , ,78620,L ETANG LA VILLE,L'Etang-la-Ville,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78224
635118.000100002,6862726.7045,Ecole élémentaire Viollet- Le-duc,0780595Y,419,0780595Y,Ecole élémentaire Viollet- Le-duc,VIOLLET LEDUC,Public,Rue de la Croix Rouge, , ,78430,LOUVECIENNES,Louveciennes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78350
635460.800099999,6862919.2045,Ecole élémentaire Leconte de Lisle,0780597A,420,0780597A,Ecole élémentaire Leconte de Lisle,LECONTE DE LISLE,Public,01 RUE PAUL DOUMER, , ,78430,LOUVECIENNES,Louveciennes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78350
626841.500100002,6858982.6045,Ecole élémentaire Jean de la Fontaine,0780601E,421,0780601E,Ecole élémentaire Jean de la Fontaine,JEAN DE LA FONTAINE,Public,2 rue Franche Comté, , ,78450,VILLEPREUX,Villepreux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78674
631531.200099997,6860823.2045,Ecole élémentaire Le Cèdre,0780607L,422,0780607L,Ecole élémentaire Le Cèdre,LE CEDRE,Public,04 AVENUE REGNAULT, , ,78590,NOISY LE ROI,Noisy-le-Roi,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78455
622117.600100003,6870460.9045,Ecole élémentaire Suzanne Deutsch de la Meurthe,0780621B,423,0780621B,Ecole élémentaire Suzanne Deutsch de la Meurthe,SUZANNE DEUTSCH DE LA MEURTHE,Public,03 rue DE LA VALLEE MARIA, , ,78630,MORAINVILLIERS,Morainvilliers,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78431
621132.200099997,6865227.0045,Ecole élémentaire,0780641Y,424,0780641Y,Ecole élémentaire, ,Public,11 rue Saint-Martin, , ,78121,CRESPIERES,Crespières,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78189
624810.500100002,6869640.7045,Ecole élémentaire Louis Pasteur,0780648F,425,0780648F,Ecole élémentaire Louis Pasteur,LOUIS PASTEUR,Public,389 avenue du Maréchal Foch, , ,78630,ORGEVAL,Orgeval,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78466
623183.500100002,6852696.7045,Ecole maternelle Boutons d'Or,0780654M,426,0780654M,Ecole maternelle Boutons d'Or,BOUTONS D OR,Public,Allée des Pâquerettes, , ,78990,ELANCOURT,Elancourt,Rue,101,ECOLE MATERNELLE,78,25,78208
627859.800099999,6871416.8045,Ecole maternelle Frédéric Mistral,0780660U,427,0780660U,Ecole maternelle Frédéric Mistral,FREDERIC MISTRAL,Public,345 rue des Ecoles, , ,78955,CARRIERES SOUS POISSY,Carrières-sous-Poissy,Numéro de rue,101,ECOLE MATERNELLE,78,25,78123
620703.500100002,6879125.2045,Ecole élémentaire Louis Pasteur,0780678N,428,0780678N,Ecole élémentaire Louis Pasteur,LOUIS PASTEUR,Public,19 rue des Annonciades, , ,78250,MEULAN EN YVELINES,Meulan-en-Yvelines,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78401
625513.700099997,6853688.5045,Ecole maternelle Jean-Baptiste Clément,0780686X,429,0780686X,Ecole maternelle Jean-Baptiste Clément,JEAN BAPTISTE CLEMENT,Public,6 allée Eugène Pottier, , ,78190,TRAPPES,Trappes,Numéro de rue,101,ECOLE MATERNELLE,78,25,78621
625441.300099999,6853665.1045,Ecole élémentaire Jean-Baptiste Clément,0780687Y,430,0780687Y,Ecole élémentaire Jean-Baptiste Clément,JEAN BAPTISTE CLEMENT,Public,6 rue Eugène Pottier, , ,78190,TRAPPES,Trappes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78621
641173.600000001,6853738.4045,Ecole maternelle Exelmans,0780688Z,431,0780688Z,Ecole maternelle Exelmans,EXELMANS,Public,11 rue DU GENERAL EXELMANS, , ,78140,VELIZY VILLACOUBLAY,Vélizy-Villacoublay,Numéro de rue,101,ECOLE MATERNELLE,78,25,78640
604837.300099999,6860812.4045,Ecole élémentaire du pré du bourg,0780692D,432,0780692D,Ecole élémentaire du pré du bourg,DU PRE DU BOURG,Public,Rue du Frêne, , ,78910,ORGERUS,Orgerus,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78465
623751.4001,6853813.3045,Ecole élémentaire Berceau,0780767K,433,0780767K,Ecole élémentaire Berceau,BERCEAU,Public,1 SENTE DES NOYERS, , ,78990,ELANCOURT,Elancourt,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78208
619047.600100003,6856389.8045,Ecole maternelle Hélène Boucher,0780772R,434,0780772R,Ecole maternelle Hélène Boucher,HELENE BOUCHER,Public,Rue Louis Phelypeaux, , ,78760,JOUARS PONTCHARTRAIN,Jouars-Pontchartrain,Numéro de rue,101,ECOLE MATERNELLE,78,25,78321
604756.500100002,6860764.9045,Ecole maternelle Champ de La Poussinière,0780774T,435,0780774T,Ecole maternelle Champ de La Poussinière,CHAMP DE LA POUSSINIERE,Public,3 impasse des Ecoles, , ,78910,ORGERUS,Orgerus,Numéro de rue,101,ECOLE MATERNELLE,78,25,78465
620489.100100003,6850321.0045,Ecole maternelle Gabriel Bouvet,0780777W,436,0780777W,Ecole maternelle Gabriel Bouvet,GABRIEL BOUVET,Public,Rue de Neauphle, , ,78310,COIGNIERES,Coignières,Rue,101,ECOLE MATERNELLE,78,25,78168
630735.500100002,6877117.0045,Ecole maternelle Les Charvaux,0780786F,437,0780786F,Ecole maternelle Les Charvaux,LES CHARVAUX,Public,13 rue de Thymerais, , ,78570,ANDRESY,Andrésy,Numéro de rue,101,ECOLE MATERNELLE,78,25,78015
615495.800099999,6877329.1045,Ecole maternelle Le Parc,0780795R,438,0780795R,Ecole maternelle Le Parc,LE PARC,Public,Parc des Sergenteries, , ,78820,JUZIERS,Juziers,Numéro de rue,101,ECOLE MATERNELLE,78,25,78327
632305.100100003,6864945.5045,Ecole maternelle Les Violettes,0780796S,439,0780796S,Ecole maternelle Les Violettes,LES VIOLETTES,Public,Rue des Violettes, , ,78750,MAREIL MARLY,Mareil-Marly,Numéro de rue,101,ECOLE MATERNELLE,78,25,78367
630965.600100003,6871395.1045,Ecole maternelle Antoine de Saint-Exupéry,0780799V,440,0780799V,Ecole maternelle Antoine de Saint-Exupéry,ANTOINE DE ST EXUPERY,Public,100 RUE ST SEBASTIEN, , ,78300,POISSY,Poissy,Numéro de rue,101,ECOLE MATERNELLE,78,25,78498
630713.9001,6877087.4045,Ecole élémentaire Les Charvaux,0780813K,441,0780813K,Ecole élémentaire Les Charvaux,LES CHARVAUX,Public,13 rue de Thymerais, , ,78570,ANDRESY,Andrésy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78015
648021.5,6870844.8045,Ecole maternelle publique Jean Lurcat,0921637E,442,0921637E,Ecole maternelle publique Jean Lurcat,JEAN LURCAT,Public,8 rue Jean Perrin, , ,92230,GENNEVILLIERS,Gennevilliers,Numéro de rue,101,ECOLE MATERNELLE,92,25,92036
649453.700000003,6855335.7045,Ecole maternelle publique Maurice Thorez,0921638F,443,0921638F,Ecole maternelle publique Maurice Thorez,MAURICE THOREZ,Public,41 avenue Albert Petit, , ,92220,BAGNEUX,Bagneux,Numéro de rue,101,ECOLE MATERNELLE,92,25,92007
649634.600000001,6855014.8045,Ecole élémentaire publique Paul Vaillant-Couturier,0921642K,444,0921642K,Ecole élémentaire publique Paul Vaillant-Couturier,PAUL VAILLANT-COUTURIER,Public,26 avenue Paul Vaillant Couturier, , ,92220,BAGNEUX,Bagneux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92007
643265.799999997,6864660.5045,Ecole primaire publique Robert Pontillon,0921644M,445,0921644M,Ecole primaire publique Robert Pontillon,ROBERT PONTILLON,Public,36 rue Voltaire, , ,92150,SURESNES,Suresnes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92073
647075.5,6853573.5045,Ecole maternelle publique les Mouilleboeufs,0921646P,446,0921646P,Ecole maternelle publique les Mouilleboeufs,LES MOUILLEBOEUFS,Public,4 rue Gustave Robin, , ,92290,CHATENAY MALABRY,Châtenay-Malabry,Numéro de rue,101,ECOLE MATERNELLE,92,25,92019
648490.799999997,6870357.4045,Ecole élémentaire publique Gustave Caillebotte,0921647R,447,0921647R,Ecole élémentaire publique Gustave Caillebotte,GUSTAVE CAILLEBOTTE,Public,15 rue des Petites Murailles, , ,92230,GENNEVILLIERS,Gennevilliers,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92036
641095.700000003,6861710.4045,Ecole élémentaire publique Gaston Ramon,0921650U,448,0921650U,Ecole élémentaire publique Gaston Ramon,GASTON RAMON,Public,66 rue du Docteur Debat, , ,92380,GARCHES,Garches,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92033
642566.899999999,6863109.3045,Ecole élémentaire publique Les Raguidelles,0921654Y,449,0921654Y,Ecole élémentaire publique Les Raguidelles,LES RAGUIDELLES,Public,5 rue du Docteur Emile Roux, , ,92150,SURESNES,Suresnes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92073
648524.0,6867411.8045,Ecole maternelle publique Marin Fournier,0921669P,450,0921669P,Ecole maternelle publique Marin Fournier,MARIN FOURNIER,Public,11 rue Marin Fournier, , ,92110,CLICHY,Clichy,Numéro de rue,101,ECOLE MATERNELLE,92,25,92024
646446.799999997,6865112.2045,Ecole maternelle publique Roule,0921702A,451,0921702A,Ecole maternelle publique Roule,ROULE,Public,125 avenue Achille Peretti, , ,92200,NEUILLY SUR SEINE,Neuilly-sur-Seine,Numéro de rue,101,ECOLE MATERNELLE,92,25,92051
643435.700000003,6865904.9045,Ecole élémentaire publique Maxime Gorki,0921708G,452,0921708G,Ecole élémentaire publique Maxime Gorki,MAXIME GORKI,Public,14 allée de l'Arlequin, , ,92000,NANTERRE,Nanterre,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92050
644414.200000003,6859976.5045,Ecole maternelle publique Belle Feuille,0921794A,453,0921794A,Ecole maternelle publique Belle Feuille,BELLE FEUILLE,Public,26 rue de la Belle Feuille, , ,92100,BOULOGNE BILLANCOURT,Boulogne-Billancourt,Numéro de rue,101,ECOLE MATERNELLE,92,25,92012
646192.200000003,6858547.1045,Ecole maternelle publique Claude Boujon,0921797D,454,0921797D,Ecole maternelle publique Claude Boujon,CLAUDE BOUJON,Public,3 rue des Acacias, , ,92130,ISSY LES MOULINEAUX,Issy-les-Moulineaux,Numéro de rue,101,ECOLE MATERNELLE,92,25,92040
649812.799999997,6857559.0045,Ecole maternelle publique Marcellin Berthelot,0921798E,455,0921798E,Ecole maternelle publique Marcellin Berthelot,MARCELIN BERTHELOT,Public,37 rue Marcelin Berthelot, , ,92120,MONTROUGE,Montrouge,Numéro de rue,101,ECOLE MATERNELLE,92,25,92049
641554.399999999,6865836.5045,Ecole élémentaire publique Joliot-Curie,0921804L,456,0921804L,Ecole élémentaire publique Joliot-Curie,JOLIOT-CURIE,Public,15 côte des Amandiers, , ,92000,NANTERRE,Nanterre,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92050
649734.0,6867467.1045,Ecole maternelle publique Boisseau,0921817A,457,0921817A,Ecole maternelle publique Boisseau,GEORGES BOISSEAU,Public,43 rue Georges Boisseau, , ,92110,CLICHY,Clichy,Numéro de rue,101,ECOLE MATERNELLE,92,25,92024
641147.700000003,6857795.7045,Ecole maternelle publique Les Myosotis,0921836W,458,0921836W,Ecole maternelle publique Les Myosotis,LES MYOSOTIS,Public,33 rue des capucines, , ,92370,CHAVILLE,Chaville,Numéro de rue,101,ECOLE MATERNELLE,92,25,92022
645601.5,6857756.5045,Ecole élémentaire publique Les Epinettes,0921838Y,459,0921838Y,Ecole élémentaire publique Les Epinettes,LES EPINETTES,Public,38 bis rue d'Erevan, , ,92130,ISSY LES MOULINEAUX,Issy-les-Moulineaux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92040
643790.0,6859155.1045,Ecole maternelle publique Forum,0921884Y,460,0921884Y,Ecole maternelle publique Forum,FORUM,Public,72 allée du Forum, , ,92100,BOULOGNE BILLANCOURT,Boulogne-Billancourt,Numéro de rue,101,ECOLE MATERNELLE,92,25,92012
646358.100000001,6856781.3045,Ecole élémentaire publique Jules Ferry,0921943M,461,0921943M,Ecole élémentaire publique Jules Ferry,JULES FERRY,Public,6 rue Jules Ferry, , ,92140,CLAMART,Clamart,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92023
643629.100000001,6854328.8045,Ecole maternelle d'application Ravel-Prévert,0921945P,462,0921945P,Ecole maternelle d'application Ravel-Prévert,RAVEL-PREVERT,Public,1 RUE GEORGES MILLANDY, , ,92360,MEUDON,Meudon,Numéro de rue,101,ECOLE MATERNELLE,92,25,92048
649181.299999997,6866479.8045,Ecole maternelle publique Jacques Prévert,0921990N,463,0921990N,Ecole maternelle publique Jacques Prévert,JACQUES PREVERT,Public,20 rue des Cailloux, , ,92110,CLICHY,Clichy,Numéro de rue,101,ECOLE MATERNELLE,92,25,92024
644748.100000001,6865163.5045,Ecole maternelle publique Les Deux Coupoles,0922019V,464,0922019V,Ecole maternelle publique Les Deux Coupoles,LES DEUX COUPOLES,Public,21 rue Jean Jaurès, , ,92800,PUTEAUX,Puteaux,Numéro de rue,101,ECOLE MATERNELLE,92,25,92062
647063.700000003,6848607.3045,Ecole primaire publique Noyer Doré,0922027D,465,0922027D,Ecole primaire publique Noyer Doré,NOYER DORE,Public,6 boulevard des Pyrénées, , ,92160,ANTONY,Antony,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92002
