X,Y,nom,id,objectid,numero_uai,appellatio,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,localisati,nature_uai,nature_u_1,code_depar,code_acade,code_commu
667154.0,6856252.3045,Ecole primaire Anatole France B,0941250Y,2678,0941250Y,Ecole primaire Anatole France B,ANATOLE FRANCE B,Public,92 avenue Boileau, , ,94500,CHAMPIGNY SUR MARNE,Champigny-sur-Marne,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94017
667183.299999997,6856220.6045,Ecole primaire Anatole France A,0941251Z,2679,0941251Z,Ecole primaire Anatole France A,ANATOLE FRANCE A,Public,92 avenue Boileau, , ,94500,CHAMPIGNY SUR MARNE,Champigny-sur-Marne,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94017
650436.399999999,6852224.2045,Ecole primaire d'application Vallee Aux Renards,0941263M,2680,0941263M,Ecole primaire d'application Vallee Aux Renards,VALLEE AUX RENARDS,Public,Rue Roger Salengro, , ,94240,L HAY LES ROSES,L'Haÿ-les-Roses,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94038
654618.600000001,6857326.2045,Ecole maternelle Gabriel Péri,0941312R,2681,0941312R,Ecole maternelle Gabriel Péri,GABRIEL PERI,Public,47 rue Gabriel Péri, , ,94200,IVRY SUR SEINE,Ivry-sur-Seine,Numéro de rue,101,ECOLE MATERNELLE,94,24,94041
660417.0,6853107.0045,Ecole primaire Léo ORVILLE,0941318X,2682,0941318X,Ecole primaire Léo ORVILLE,LEO ORVILLE,Public,63 boulevard John Fitzgerald Kennedy, , ,94000,CRETEIL,Créteil,BATIMENT,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94028
657723.100000001,6857293.0045,Ecole primaire Paul Bert,0941323C,2683,0941323C,Ecole primaire Paul Bert,PAUL BERT,Public,37 avenue du Général Leclerc, , ,94700,MAISONS ALFORT,Maisons-Alfort,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94046
661834.0,6862054.4045,Ecole maternelle Henri Wallon 1,0941366Z,2684,0941366Z,Ecole maternelle Henri Wallon 1,HENRI WALLON I,Public,Rue Henri Wallon, , ,94120,FONTENAY SOUS BOIS,Fontenay-sous-Bois,Rue,101,ECOLE MATERNELLE,94,24,94033
668850.899999999,6848003.4045,Ecole primaire les Quarante Arpents,0941382S,2685,0941382S,Ecole primaire les Quarante Arpents,LES QUARANTE ARPENTS,Public,Voie aux Vaches, , ,94440,SANTENY,Santeny,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94070
659523.700000003,6854260.1045,Ecole primaire d'application José Maria de Heredia,0941387X,2686,0941387X,Ecole primaire d'application José Maria de Heredia,JOSE DE HEREDIA,Public,4 allée Tristan Bernard, , ,94000,CRETEIL,Créteil,Numéro de rue,153,ECOLE ELEMENTAIRE D APPLICATION,94,24,94028
655245.299999997,6855057.6045,Ecole primaire Jean Moulin,0941392C,2687,0941392C,Ecole primaire Jean Moulin,JEAN MOULIN,Public,11 rue Germain Defresne, , ,94400,VITRY SUR SEINE,Vitry-sur-Seine,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94081
658898.5,6856019.2045,Ecole maternelle Alphonse Daudet,0941398J,2688,0941398J,Ecole maternelle Alphonse Daudet,ALPHONSE DAUDET,Public,4 rue du Général Koenig, , ,94700,MAISONS ALFORT,Maisons-Alfort,Numéro de rue,101,ECOLE MATERNELLE,94,24,94046
667168.5,6855678.4045,Ecole maternelle Clément Ader,0941443H,2689,0941443H,Ecole maternelle Clément Ader,CLEMENT ADER,Public,18 rue Clément Ader, , ,94430,CHENNEVIERES SUR MARNE,Chennevières-sur-Marne,Numéro de rue,101,ECOLE MATERNELLE,94,24,94019
652089.100000001,6849939.2045,Ecole maternelle Médicis,0941484C,2690,0941484C,Ecole maternelle Médicis,ECOLE MEDICIS,Public,3 rue de l'Hôtel Dieu, , ,94150,RUNGIS,Rungis,Numéro de rue,101,ECOLE MATERNELLE,94,24,94065
666915.0,6851016.5045,Ecole maternelle les Bruyères,0941495P,2691,0941495P,Ecole maternelle les Bruyères,LES BRUYERES,Public,30 boulevard de la Liberté, , ,94370,SUCY EN BRIE,Sucy-en-Brie,Numéro de rue,101,ECOLE MATERNELLE,94,24,94071
667744.600000001,6854943.9045,Ecole primaire Pauline Kergomard,0941616W,2692,0941616W,Ecole primaire Pauline Kergomard,PAULINE KERGOMARD,Public,34 allée des Clématites, , ,94510,LA QUEUE EN BRIE,La Queue-en-Brie,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94060
657165.5,6850076.5045,Ecole primaire Paul Eluard B,0941619Z,2693,0941619Z,Ecole primaire Paul Eluard B,PAUL ELUARD B,Public,Rue Amundsen, , ,94310,ORLY,Orly,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94054
662228.200000003,6862057.2045,Ecole primaire Jean Zay,0941620A,2694,0941620A,Ecole primaire Jean Zay,JEAN ZAY,Public,15 rue Jean Zay, , ,94120,FONTENAY SOUS BOIS,Fontenay-sous-Bois,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94033
662267.0,6862140.3045,Ecole maternelle Jean Zay,0941621B,2695,0941621B,Ecole maternelle Jean Zay,JEAN ZAY,Public,80 rue la Fontaine, , ,94120,FONTENAY SOUS BOIS,Fontenay-sous-Bois,Numéro de rue,101,ECOLE MATERNELLE,94,24,94033
668696.799999997,6856936.5045,Ecole maternelle Jean Charcot,0941623D,2696,0941623D,Ecole maternelle Jean Charcot,JEAN CHARCOT,Public,15 rue Jean Charcot, , ,94420,LE PLESSIS TREVISE,Le Plessis-Trévise,Numéro de rue,101,ECOLE MATERNELLE,94,24,94059
667256.399999999,6848635.1045,Ecole maternelle les Buissons,0941627H,2697,0941627H,Ecole maternelle les Buissons,LES BUISSONS,Public,2 rue des Bruyères, , ,94440,MAROLLES EN BRIE,Marolles-en-Brie,Numéro de rue,101,ECOLE MATERNELLE,94,24,94048
659719.899999999,6860979.0045,Ecole maternelle Clément Viénot,0941628J,2698,0941628J,Ecole maternelle Clément Viénot,CLEMENT VIENOT,Public,6 rue Clément Vienot, , ,94300,VINCENNES,Vincennes,Numéro de rue,101,ECOLE MATERNELLE,94,24,94080
659356.700000003,6855492.8045,Ecole primaire Felix Eboue,0941733Y,2699,0941733Y,Ecole primaire Felix Eboue,FELIX EBOUE,Public,4 rue Thomas Edison, , ,94000,CRETEIL,Créteil,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94028
654888.299999997,6857303.2045,Ecole primaire d'application Albert Einstein,0941752U,2700,0941752U,Ecole primaire Albert Einstein,ALBERT EINSTEIN,Public,9 allée du Parc, , ,94200,IVRY SUR SEINE,Ivry-sur-Seine,Numéro de rue,153,ECOLE ELEMENTAIRE D APPLICATION,94,24,94041
659949.0,6855876.8045,Ecole maternelle Jeanine Le Cleach,0941840P,2701,0941840P,Ecole maternelle Jeanine Le Cleach,JANINE LE CLEAC'H,Public,20 place des Bouleaux, , ,94000,CRETEIL,Créteil,Numéro de rue,101,ECOLE MATERNELLE,94,24,94028
655357.600000001,6851856.7045,Ecole maternelle du Centre,0941860L,2702,0941860L,Ecole maternelle du Centre,CENTRE,Public,6 avenue de la République, , ,94320,THIAIS,Thiais,Numéro de rue,101,ECOLE MATERNELLE,94,24,94073
656328.200000003,6858249.9045,Ecole maternelle Champs des Alouettes,0941882K,2703,0941882K,Ecole maternelle Champs des Alouettes,CHAMPS DES ALOUETTES,Public,9 rue de l'Archevêché, , ,94220,CHARENTON LE PONT,Charenton-le-Pont,Numéro de rue,101,ECOLE MATERNELLE,94,24,94018
655844.600000001,6857380.3045,Ecole primaire l'Orme au Chat,0941901F,2704,0941901F,Ecole primaire l'Orme au Chat,L ORME AU CHAT,Public,3 place de l'Orme au Chat, , ,94200,IVRY SUR SEINE,Ivry-sur-Seine,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94041
653057.200000003,6852194.3045,Ecole maternelle Jacques Gilbert Collet,0941916X,2705,0941916X,Ecole maternelle Jacques Gilbert Collet,JACQUES GILBERT COLLET,Public,24 rue Edouard Branly, , ,94550,CHEVILLY LARUE,Chevilly-Larue,Rue,101,ECOLE MATERNELLE,94,24,94021
660955.100000001,6861536.6045,Ecole primaire privée Timothée,0942018H,2706,0942018H,Ecole primaire privée Timothée,TIMOTHEE,Privé,89 rue ANDRE TESSIER, , ,94120,FONTENAY SOUS BOIS,Fontenay-sous-Bois,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94033
660982.299999997,6857112.3045,Ecole primaire Parangon,0942022M,2707,0942022M,Ecole primaire Parangon,PARANGON,Public,41 boulevard Maréchal Leclerc, , ,94340,JOINVILLE LE PONT,Joinville-le-Pont,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94042
660968.5,6852316.4045,Ecole maternelle les Sarrazins,0942093P,2708,0942093P,Ecole maternelle les Sarrazins,LES SARRAZINS,Public,63 rue des Sarrazins, , ,94000,CRETEIL,Créteil,Numéro de rue,101,ECOLE MATERNELLE,94,24,94028
656593.899999999,6849916.5045,Ecole maternelle Frédéric Joliot-Curie,0942102Z,2709,0942102Z,Ecole maternelle Frédéric Joliot-Curie,FREDERIC JOLIOT CURIE,Public,16 bis rue du Docteur Calmette, , ,94310,ORLY,Orly,Numéro de rue,101,ECOLE MATERNELLE,94,24,94054
662721.5,6855658.8045,Miss Cavell,0942164S,2710,0942164S,Miss Cavell,MISS CAVELL,Public,52 avenue Miss Cavell, , ,94100,ST MAUR DES FOSSES,Saint-Maur-des-Fossés,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94068
666839.799999997,6856271.9045,Jacques Solomon 2,0942190V,2711,0942190V,Jacques Solomon 2,JACQUES SOLOMON 2,Public,Rue Jacques Solomon, , ,94500,CHAMPIGNY SUR MARNE,Champigny-sur-Marne,Rue,101,ECOLE MATERNELLE,94,24,94017
668799.100000001,6856597.2045,Marie Louise et Marcel Salmon,0942197C,2712,0942197C,Marie Louise et Marcel Salmon,MARIE LOUISE ET MARCEL SALMON,Public,Allée Maurice Clément, , ,94420,LE PLESSIS TREVISE,Le Plessis-Trévise,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94059
655931.100000001,6853248.3045,Ecole maternelle Anatole France,0942238X,2713,0942238X,Ecole maternelle Anatole France,ANATOLE FRANCE,Public,117 rue Balzac, , ,94400,VITRY SUR SEINE,Vitry-sur-Seine,Numéro de rue,101,ECOLE MATERNELLE,94,24,94081
661750.399999999,6852369.5045,Ecole maternelle Danielle casanova,0942239Y,2714,0942239Y,Ecole maternelle Danielle casanova,DANIELLE CASANOVA,Public,9 avenue Romain Rolland, , ,94380,BONNEUIL SUR MARNE,Bonneuil-sur-Marne,Numéro de rue,101,ECOLE MATERNELLE,94,24,94011
664022.600000001,6859271.0045,LES COCCINELLES MONTESSORI,0942337E,2715,0942337E,LES COCCINELLES MONTESSORI, ,Privé,68 allée Guy Môquet, , ,94170,LE PERREUX SUR MARNE,Le Perreux-sur-Marne,Numéro de rue,101,ECOLE MATERNELLE,94,24,94058
662761.299999997,6854069.5045,Ecole Nouvelle Montessori du Val de Marne,0942350U,2716,0942350U,Ecole Nouvelle Montessori du Val de Marne,ECOLE NOUVELLE MONTESSORI,Privé,80 avenue Raspail, , ,94100,ST MAUR DES FOSSES,Saint-Maur-des-Fossés,Numéro de rue,101,ECOLE MATERNELLE,94,24,94068
659770.700000003,6861630.6045,Ecole Mana Maison des Apprentissages Naturels,0942387J,2717,0942387J,Ecole Mana Maison des Apprentissages Naturels,MAISON DES APPRENTISSAGES NATURELS,Privé,19 avenue Parmentier, , ,94120,FONTENAY SOUS BOIS,Fontenay-sous-Bois,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94033
664710.399999999,6860962.5045,Ecole PRIVE HAYA MOUCHKA BRY,0942388K,2718,0942388K,Ecole PRIVE HAYA MOUCHKA BRY,HMB,Privé,94 rue de la République, , ,94360,BRY SUR MARNE,Bry-sur-Marne,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94015
656177.299999997,6850517.0045,Ecole primaire privée Ozar Hatorah,0942391N,2719,0942391N,Ecole primaire privée Ozar Hatorah,OZAR HATORAH,Privé,12 rue Marcel Dadi, , ,94320,THIAIS,Thiais,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94073
657064.200000003,6857062.2045,ECOLE MATERNELLE PUBLIQUE JULES GREVY,0942401Z,2720,0942401Z,ECOLE MATERNELLE PUBLIQUE JULES GREVY,JULES GREVY,Public,17 rue Anatole France,CRETEIL,94140,94140,ALFORTVILLE,Alfortville,Numéro de rue,101,ECOLE MATERNELLE,94,24,94002
651083.0,6856141.7045,Ecole Les (H)êtres,0942414N,2721,0942414N,Ecole Les (H)êtres, ,Privé,4 avenue FRANCOIS VINCENT RASPAIL, , ,94110,ARCUEIL,Arcueil,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94003
644050.600000001,6871263.3045,Ecole élémentaire Ambroise Thomas,0950058X,2722,0950058X,Ecole élémentaire Ambroise Thomas,AMBROISE THOMAS,Public,28 rue Ambroise Thomas, , ,95100,ARGENTEUIL,Argenteuil,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95018
644886.200000003,6871862.4045,Ecole élémentaire Paul Vaillant-Couturier 1,0950061A,2723,0950061A,Ecole élémentaire Paul Vaillant-Couturier 1,P VAILLANT COUTURIER 1,Public,21 rue de la Poste, , ,95100,ARGENTEUIL,Argenteuil,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95018
643512.0,6871927.4045,Ecole élémentaire Paul Langevin 1,0950075R,2724,0950075R,Ecole élémentaire Paul Langevin 1,PAUL LANGEVIN 1,Public,35 rue d'Ascq, , ,95100,ARGENTEUIL,Argenteuil,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95018
641352.299999997,6875354.0045,Ecole élémentaire Maurice Berteaux 1,0950087D,2725,0950087D,Ecole élémentaire Maurice Berteaux 1,MAURICE BERTEAUX 1,Public,1 AVENUE MAURICE BERTEAUX, , ,95240,CORMEILLES EN PARISIS,Cormeilles-en-Parisis,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95176
653791.299999997,6875313.9045,Ecole élémentaire Albert Camus,0950102V,2726,0950102V,Ecole élémentaire Albert Camus,ALBERT CAMUS,Public,20 rue Raymond Radiguet, , ,95200,SARCELLES,Sarcelles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95585
655488.700000003,6875758.7045,Ecole élémentaire Jean Jaurès 2,0950111E,2727,0950111E,Ecole élémentaire Jean Jaurès 2,JEAN JAURES 2,Public,6 avenue Pierre Koenig, , ,95200,SARCELLES,Sarcelles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95585
655327.0,6878468.8045,Ecole élémentaire La Cerisaie,0950141M,2728,0950141M,Ecole élémentaire La Cerisaie,LA CERISAIE,Public,6 boulevard Salvador Allende, , ,95400,VILLIERS LE BEL,Villiers-le-Bel,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95680
648280.100000001,6892262.5045,Ecole primaire Jean II de Turmeynies,0950155C,2729,0950155C,Ecole primaire Jean II de Turmeynies,JEAN II DE TURMEYNIES,Public,Avenue de Paris, , ,95590,NOINTEL,Nointel,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95452
651551.799999997,6883364.9045,Ecole primaire Robert Doisneau,0950181F,2730,0950181F,Ecole primaire Robert Doisneau,ROBERT DOISNEAU,Public,2 rue des Ecoles, , ,95570,MOISSELLES,Moisselles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95409
634922.500100002,6886699.5045,Ecole élémentaire GERARD CLAUDEL,0950190R,2731,0950190R,Ecole élémentaire,GERARD CLAUDEL,Public,Rue Charpentier d'Ennery, , ,95300,ENNERY,Ennery,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95211
640885.399999999,6888822.0045,Ecole primaire Robert Hoffmann,0950219X,2732,0950219X,Ecole primaire Robert Hoffmann,ROBERT HOFFMANN,Public,Place Daumier, , ,95760,VALMONDOIS,Valmondois,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95628
628777.000100002,6886897.7045,Ecole maternelle Charles Perrault,0950237S,2733,0950237S,Ecole maternelle Charles Perrault,CHARLES  PERRAULT,Public,Rue Veuve Quatremain, , ,95650,BOISSY L AILLERIE,Boissy-l'Aillerie,Numéro de rue,101,ECOLE MATERNELLE,95,25,95078
631502.700099997,6879743.0045,Ecole primaire Gustave Eiffel,0950254K,2734,0950254K,Ecole primaire Gustave Eiffel,GUSTAVE EIFFEL,Public,67 rue Cornudet, , ,95000,NEUVILLE SUR OISE,Neuville-sur-Oise,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95450
636317.899999999,6884817.6045,Ecole élémentaire Jean Effel,0950268A,2735,0950268A,Ecole élémentaire Jean Effel,JEAN EFFEL,Public,6 rue de la Chapelle, , ,95310,ST OUEN L AUMONE,Saint-Ouen-l'Aumône,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95572
645339.0,6876126.5045,Ecole élémentaire Louis Pasteur,0950309V,2736,0950309V,Ecole élémentaire Louis Pasteur,LOUIS PASTEUR,Public,1 rue DU GENERAL LHERILLIER, , ,95120,ERMONT,Ermont,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95219
604994.100100003,6895420.0045,Ecole élémentaire,0950338B,2737,0950338B,Ecole élémentaire, ,Public,Rue de la Mairie, , ,95710,AMBLEVILLE,Ambleville,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95011
602366.200099997,6894059.1045,Ecole primaire l'Epte,0950345J,2738,0950345J,Ecole primaire l'Epte,L'EPTE,Public,8 rue de l'Ecole, , ,95710,BRAY ET LU,Bray-et-Lû,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95101
608214.000100002,6885414.6045,Ecole élémentaire Le Parc,0950360A,2739,0950360A,Ecole élémentaire Le Parc,LE PARC,Public,6 rue du Parc, , ,95510,ST CYR EN ARTHIES,Saint-Cyr-en-Arthies,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95543
606877.9001,6888353.9045,Ecole élémentaire,0950366G,2740,0950366G,Ecole élémentaire, ,Public,3 route de Vetheuil, , ,95510,VILLERS EN ARTHIES,Villers-en-Arthies,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95676
632092.4001,6899525.1045,Ecole élémentaire,0950377U,2741,0950377U,Ecole élémentaire, ,Public,22 rue d'Heurcourt, , ,95810,BERVILLE,Berville,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95059
622495.300099999,6882407.0045,Ecole primaire,0950384B,2742,0950384B,Ecole primaire, ,Public,60 rue de la Libération, , ,95450,CONDECOURT,Condécourt,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95170
631407.700099997,6892079.1045,Ecole primaire de la Marette,0950388F,2743,0950388F,Ecole primaire de la Marette,LES BOSQUETS,Public,Chemin des Bosquets, , ,95810,EPIAIS RHUS,Epiais-Rhus,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95213
627409.700099997,6887681.7045,Ecole primaire Montgeroult/Courcelles,0950398S,2744,0950398S,Ecole primaire Montgeroult/Courcelles,MONTGEROULT/COURCELLES,Public,2 rue Neuve, , ,95650,MONTGEROULT,Montgeroult,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95422
655182.899999999,6874657.8045,Ecole élémentaire Pierre et Marie Curie,0950423U,2745,0950423U,Ecole élémentaire Pierre et Marie Curie,PIERRE ET MARIE CURIE,Public,33 rue Pierre Curie, , ,95140,GARGES LES GONESSE,Garges-lès-Gonesse,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95268
655543.399999999,6875233.7045,Ecole élémentaire Anatole France,0950429A,2746,0950429A,Ecole élémentaire Anatole France,ANATOLE FRANCE,Public,2 rue Molière, , ,95140,GARGES LES GONESSE,Garges-lès-Gonesse,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95268
658512.700000003,6891710.6045,Ecole élémentaire Val d'Ysieux,0950464N,2747,0950464N,Ecole élémentaire Val d'Ysieux,VAL D'YSIEUX,Public,3 rue du Tertre, , ,95270,CHAUMONTEL,Chaumontel,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95149
662599.799999997,6888588.8045,Ecole primaire Alexandre Dumas,0950468T,2748,0950468T,Ecole primaire Alexandre Dumas,ALEXANDRE DUMAS,Public,6 rue de la Mairie, , ,95470,FOSSES,Fosses,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95250
658482.399999999,6875050.6045,Ecole primaire,0950492U,2749,0950492U,Ecole primaire, ,Public,7 rue de Dugny, , ,95500,BONNEUIL EN FRANCE,Bonneuil-en-France,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95088
650842.5,6875079.3045,Ecole élémentaire Louis Pasteur 1,0950503F,2750,0950503F,Ecole élémentaire Louis Pasteur 1,LOUIS PASTEUR 1,Public,16 rue Georges Dessailly, , ,95170,DEUIL LA BARRE,Deuil-la-Barre,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95197
649347.5,6874481.7045,Ecole maternelle Raoul Riet,0950537T,2751,0950537T,Ecole maternelle Raoul Riet,RAOUL RIET,Public,6 villa Malleville, , ,95880,ENGHIEN LES BAINS,Enghien-les-Bains,Numéro de rue,101,ECOLE MATERNELLE,95,25,95210
673368.299999997,6824870.9046,Ecole maternelle Jacques Gondouin,0771309E,2752,0771309E,Ecole maternelle Jacques Gondouin,JACQUES GONDOUIN,Public,Avenue René Cassin, , ,77190,DAMMARIE LES LYS,Dammarie-les-Lys,Rue,101,ECOLE MATERNELLE,77,24,77152
676084.600000001,6851547.7045,Ecole élémentaire La Brèche Aux Loups,0771328A,2753,0771328A,Ecole élémentaire La Brèche Aux Loups,LA BRECHE AUX LOUPS,Public,Avenue Auguste Hudier, , ,77330,OZOIR LA FERRIERE,Ozoir-la-Ferrière,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77350
697144.5,6865043.5045,Ecole élémentaire La Prairie,0770268Y,2754,0770268Y,Ecole élémentaire La Prairie,LA PRAIRIE,Public,Rue de la Mairie, , ,77580,SANCY,Sancy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77443
668662.5,6839485.5045,Ecole maternelle l'Orée du Bois,0771716X,2755,0771716X,Ecole maternelle l'Orée du Bois,L'OREE DU BOIS,Public,90 rue du Bois l'Evêque, , ,77380,COMBS LA VILLE,Combs-la-Ville,Numéro de rue,101,ECOLE MATERNELLE,77,24,77122
684110.899999999,6822762.3046,Ecole maternelle Des Grands Bois,0771782U,2756,0771782U,Ecole maternelle Des Grands Bois,LES GRANDS BOIS,Public,Route des Grands Bois, , ,77820,LE CHATELET EN BRIE,Le Châtelet-en-Brie,Numéro de rue,101,ECOLE MATERNELLE,77,24,77100
671637.799999997,6854578.9045,Ecole primaire Aimé Césaire,0772733C,2757,0772733C,Ecole primaire Aimé Césaire,AIME CESAIRE,Public,113 rue des Prés Saint-Martin, , ,77340,PONTAULT COMBAULT,Pontault-Combault,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77373
676359.100000001,6884536.5045,Ecole élémentaire Le Petit Prince,0772799Z,2758,0772799Z,Ecole élémentaire Le Petit Prince,LE PETIT PRINCE,Public,Rue Antoine de Saint Exupéry, , ,77230,DAMMARTIN EN GOELE,Dammartin-en-Goële,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77153
600459.000100002,6842807.5045,Ecole régionale du premier degré Heriot,0783213U,2759,0783213U,Ecole régionale du premier degré Heriot,HERIOT,Public,Rue du Commandant Hériot, , ,78125,LA BOISSIERE ECOLE,La Boissière-Ecole,Rue,169,ECOLE REGIONALE DU PREMIER DEGRE,78,25,78077
644741.799999997,6875702.8045,Ecole élémentaire Léon Gambetta,0950053S,2760,0950053S,Ecole élémentaire Léon Gambetta,LEON GAMBETTA,Public,Chemin de la Sabernaude, , ,95110,SANNOIS,Sannois,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95582
648195.399999999,6893742.5045,Ecole élémentaire Louis Roussel,0950161J,2761,0950161J,Ecole élémentaire Louis Roussel,LOUIS ROUSSEL,Public,9 place Guy Môquet, , ,95260,BEAUMONT SUR OISE,Beaumont-sur-Oise,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95052
644616.899999999,6894049.1045,Ecole élémentaire Le Stade,0950197Y,2762,0950197Y,Ecole élémentaire Le Stade,LE STADE,Public,66 rue de Chambly, , ,95660,CHAMPAGNE SUR OISE,Champagne-sur-Oise,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95134
641673.799999997,6887496.9045,Ecole primaire Raoul Sales,0950239U,2763,0950239U,Ecole primaire Raoul Sales,RAOUL SALES,Public,6 rue de l'Oise, , ,95430,BUTRY SUR OISE,Butry-sur-Oise,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95120
634993.4001,6882553.5045,Ecole élémentaire Le Notre,0950270C,2764,0950270C,Ecole élémentaire Le Notre,LE NOTRE,Public,7 rue Le Notre, , ,95310,ST OUEN L AUMONE,Saint-Ouen-l'Aumône,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95572
642239.5,6879878.2045,Ecole élémentaire Verdun,0950287W,2765,0950287W,Ecole élémentaire Verdun,VERDUN,Public,5 rue Philippe Leraudat, , ,95150,TAVERNY,Taverny,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95607
650428.799999997,6876570.5045,Ecole maternelle Louis Pasteur 2,0950494W,2766,0950494W,Ecole maternelle Louis Pasteur 2,LOUIS PASTEUR 2,Public,Place Claude Lalet, , ,95160,MONTMORENCY,Montmorency,Numéro de rue,101,ECOLE MATERNELLE,95,25,95428
643835.899999999,6876200.9045,Ecole maternelle Jules Ferry,0950575J,2767,0950575J,Ecole maternelle Jules Ferry,JULES FERRY,Public,6 rue d'Ermont, , ,95130,FRANCONVILLE LA GARENNE,Franconville,Numéro de rue,101,ECOLE MATERNELLE,95,25,95252
646898.100000001,6873839.9045,Ecole maternelle Danielle Casanova,0950592C,2768,0950592C,Ecole maternelle Danielle Casanova,DANIELLE CASANOVA,Public,79 rue de Jolival, , ,95100,ARGENTEUIL,Argenteuil,Numéro de rue,101,ECOLE MATERNELLE,95,25,95018
611620.000100002,6895517.7045,Ecole maternelle Paul Eluard,0950624M,2769,0950624M,Ecole maternelle Paul Eluard,PAUL ELUARD,Public,14 boulevard Dailly, , ,95420,MAGNY EN VEXIN,Magny-en-Vexin,Numéro de rue,101,ECOLE MATERNELLE,95,25,95355
640361.899999999,6885245.1045,Ecole maternelle Le Centre,0950636A,2770,0950636A,Ecole maternelle Le Centre,LE CENTRE,Public,Place Joliot Curie, , ,95540,MERY SUR OISE,Méry-sur-Oise,Rue,101,ECOLE MATERNELLE,95,25,95394
