X,Y,nom,id,objectid,numero_uai,appellatio,denominati,patronyme_,adresse_ua,lieu_dit_u,code_posta,localite_a,libelle_co,code_depar,code_acade,code_commu
653252.899999999,6865565.6045,Section d'enseignement général et professionnel adapté du Collège Aimé Césaire,0755439E,123,0755439E,Section d'enseignement général et professionnel adapté du Collège Aimé Césaire,SEGPA,COLLEGE AIMÉ CESAIRE,2 espace NATHALIE SARRAUTE, ,75018,PARIS,Paris 18e  Arrondissement,75,01,75118
654484.399999999,6866711.4045,collège Suzanne LACORE,0755747P,124,0755747P,collège Suzanne LACORE,COLLEGE,SUZANNE LACORE,149 boulevard MACDONALD, ,75019,PARIS,Paris 19e  Arrondissement,75,01,75119
674288.600000001,6874823.3045,Collège Paul Langevin,0771331D,125,0771331D,Collège Paul Langevin,COLLEGE,PAUL LANGEVIN,Rue PAUL LANGEVIN, ,77290,MITRY MORY,Mitry-Mory,77,24,77294
674615.200000003,6859439.4045,Collège le Segrais,0772125S,126,0772125S,Collège le Segrais,COLLEGE,LE SEGRAIS,PLACE GASTON DEFFERRE, ,77185,LOGNES,Lognes,77,24,77258
662976.799999997,6872095.4045,Collège Christine de Pisan,0932310F,127,0932310F,Collège Christine de Pisan,COLLEGE,CHRISTINE DE PISAN,10 chemin DU MOULIN DE LA VILLE, ,93600,AULNAY SOUS BOIS,Aulnay-sous-Bois,93,24,93005
659274.799999997,6872321.7045,Collège Descartes,0931433C,128,0931433C,Collège Descartes,COLLEGE,DESCARTES,58 avenue LENINE, ,93150,LE BLANC MESNIL,Le Blanc-Mesnil,93,24,93007
657835.799999997,6865390.7045,Collège Marie Curie,0931439J,129,0931439J,Collège Marie Curie,COLLEGE,MARIE CURIE,10 boulevard Jean Jaurès, ,93260,LES LILAS,Les Lilas,93,24,93045
661986.200000003,6867992.5045,Collège Jean Zay,0931612X,130,0931612X,Collège Jean Zay,COLLEGE,JEAN ZAY,66 bis route D'AULNAY, ,93140,BONDY,Bondy,93,24,93010
668535.600000001,6859861.0045,Collège Jacques Prévert,0931614Z,131,0931614Z,Collège Jacques Prévert,COLLEGE,JACQUES PREVERT,22 rue DE LA BUTTE VERTE, ,93160,NOISY LE GRAND,Noisy-le-Grand,93,24,93051
661415.0,6867156.3045,Collège Jean Renoir,0931711E,132,0931711E,Collège Jean Renoir,COLLEGE,JEAN RENOIR,11 rue FREMIN, ,93141,BONDY CEDEX,Bondy,93,24,93010
660863.299999997,6866736.6045,Collège René Cassin,0931883S,133,0931883S,Collège René Cassin,COLLEGE,RENE CASSIN,19 rue DU DOCTEUR CHARCOT, ,93130,NOISY LE SEC,Noisy-le-Sec,93,24,93053
667644.200000003,6864313.9045,Collège Théodore Monod,0932311G,134,0932311G,Collège Théodore Monod,COLLEGE,THEODORE MONOD,5 vieux chemin DE MEAUX, ,93220,GAGNY,Gagny,93,24,93032
652618.399999999,6873513.2045,Collège Lucie Aubrac,0932334G,135,0932334G,Collège Lucie Aubrac,COLLEGE,LUCIE AUBRAC,1 sentier DU CLOS, ,93430,VILLETANEUSE,Villetaneuse,93,24,93079
662573.0,6869313.0045,COLLEGE SIMONE VEIL,0932578X,136,0932578X,COLLEGE SIMONE VEIL,COLLEGE,SIMONE VEIL,2 rue DU HAVRE, ,93600,AULNAY SOUS BOIS,Aulnay-sous-Bois,93,24,93005
665983.0,6860359.0045,College International,0932581A,137,0932581A,College International,COLLEGE,INTERNATIONAL,1 allée CHRISTOPHE COLOMB, ,93160,NOISY LE GRAND,Noisy-le-Grand,93,24,93051
661487.200000003,6861542.6045,Collège Frédéric et Irène Joliot-Curie,0940516A,138,0940516A,Collège Frédéric et Irène Joliot-Curie,COLLEGE,FREDERIC ET IRENE JOLIOT CURIE,2 rue LESAGE, ,94120,FONTENAY SOUS BOIS,Fontenay-sous-Bois,94,24,94033
663378.100000001,6856274.4045,Collège le Parc,0940552P,139,0940552P,Collège le Parc,COLLEGE,LE PARC,21 place des Tilleuls, ,94100,ST MAUR DES FOSSES,Saint-Maur-des-Fossés,94,24,94068
659575.5,6850373.8045,Collège Roland Garros,0940749D,140,0940749D,Collège Roland Garros,COLLEGE,ROLAND GARROS,Rue ROLAND GARROS, ,94190,VILLENEUVE ST GEORGES,Villeneuve-Saint-Georges,94,24,94078
667043.799999997,6854788.3045,Collège Antoine de Saint-Exupéry,0941017V,141,0941017V,Collège Antoine de Saint-Exupéry,COLLEGE,ANTOINE DE SAINT-EXUPERY,Rue DU CLOS, ,94490,ORMESSON SUR MARNE,Ormesson-sur-Marne,94,24,94055
639249.700000003,6862566.3045,Collège privé Madeleine Danielou,0921916H,142,0921916H,Collège privé Madeleine Danielou,COLLEGE PRIVE,MADELEINE DANIELOU,61 rue DU GAL DE MIRIBEL, ,92500,RUEIL MALMAISON,Rueil-Malmaison,92,25,92063
632535.4001,6881321.0045,Section d'enseignement général et professionnel adapté du Collège Les Touleuses,0950938D,143,0950938D,Section d'enseignement général et professionnel adapté du Collège Les Touleuses,SEGPA,CLG LES TOULEUSES,1 avenue DU BOIS, ,95000,CERGY,Cergy,95,25,95127
656406.899999999,6874462.1045,Section d'enseignement général et professionnel adapté du Collège Henri Wallon,0950982B,144,0950982B,Section d'enseignement général et professionnel adapté du Collège Henri Wallon,SEGPA,CLG HENRI WALLON,RUE PHILIBERT DELORME, ,95140,GARGES LES GONESSE,Garges-lès-Gonesse,95,25,95268
626027.600100003,6894758.7045,Section d'enseignement général et professionnel adapté du Collège des Hautiers,0951148G,145,0951148G,Section d'enseignement général et professionnel adapté du Collège des Hautiers,SEGPA,CLG DES HAUTIERS,18 RUE DES HAUTIERS, ,95640,MARINES,Marines,95,25,95370
630001.200099997,6879196.5045,Section d'enseignement général et professionnel adapté du Collège Henri Guillaumet,0951574V,146,0951574V,Section d'enseignement général et professionnel adapté du Collège Henri Guillaumet,SEGPA,CLG HENRI GUILLAUMET,Place ICARE, ,95280,JOUY LE MOUTIER,Jouy-le-Moutier,95,25,95323
628113.4001,6883540.2045,Section d'enseignement général et professionnel adapté du Collège Moulin à Vent,0951698E,147,0951698E,Section d'enseignement général et professionnel adapté du Collège Moulin à Vent,SEGPA,CLG MOULIN A VENT,24 avenue DU TERROIR, ,95000,CERGY,Cergy,95,25,95127
649315.899999999,6867239.1045,Section d'enseignement général et professionnel adapté du Collège Jean Macé,0921624R,148,0921624R,Section d'enseignement général et professionnel adapté du Collège Jean Macé,SEGPA,CLG JEAN MACE,15 rue GASTON PAYMAL, ,92110,CLICHY,Clichy,92,25,92024
652270.600000001,6850399.6045,Collège les Closeaux,0940072T,149,0940072T,Collège les Closeaux,COLLEGE,LES CLOSEAUX,6 voie PETITE VOIE DES FONTAINES, ,94150,RUNGIS,Rungis,94,24,94065
650766.0,6851463.9045,Collège Jean Charcot,0940582X,150,0940582X,Collège Jean Charcot,COLLEGE,JEAN CHARCOT,52 avenue de la Paix, ,94260,FRESNES,Fresnes,94,24,94034
650269.299999997,6854482.6045,Collège Victor Hugo,0941101L,151,0941101L,Collège Victor Hugo,COLLEGE,VICTOR HUGO,78 avenue DU PRESIDENT WILSON, ,94230,CACHAN,Cachan,94,24,94016
655158.399999999,6852159.9045,Collège Albert Camus,0941233E,152,0941233E,Collège Albert Camus,COLLEGE,ALBERT CAMUS,Allée KATIA ET MAURICE KRAFFT, ,94320,THIAIS,Thiais,94,24,94073
677048.0,6871964.0045,Collège Parc des Tourelles,0770014X,153,0770014X,Collège Parc des Tourelles,COLLEGE,PARC DES TOURELLES,Allée ANDRE BENOIST, ,77410,CLAYE SOUILLY,Claye-Souilly,77,24,77118
680308.5,6786388.7046,Collège Emile Chevallier,0770048J,154,0770048J,Collège Emile Chevallier,COLLEGE,EMILE CHEVALLIER,39 rue DE VARENNES, ,77460,SOUPPES SUR LOING,Souppes-sur-Loing,77,24,77458
646884.600000001,6837926.9045,Collège Paul Fort,0911345T,155,0911345T,Collège Paul Fort,COLLEGE,PAUL FORT,35  RUE DE LA PLAINE, ,91310,MONTLHERY,Montlhéry,91,25,91425
659291.100000001,6843707.0045,Collège Georges Pompidou,0911396Y,156,0911396Y,Collège Georges Pompidou,COLLEGE,GEORGES POMPIDOU,121 avenue Charles de Gaulle, ,91230,MONTGERON,Montgeron,91,25,91421
658460.200000003,6837630.1045,Collège Montesquieu,0911444A,157,0911444A,Collège Montesquieu,COLLEGE,MONTESQUIEU,Avenue de la Liberté, ,91024,EVRY CEDEX,Evry,91,25,91228
660054.600000001,6835137.5045,Collège Leopold Sedar Senghor,0911570M,158,0911570M,Collège Leopold Sedar Senghor,COLLEGE,LEOPOLD SEDAR SENGHOR,10 avenue du Général de Gaulle, ,91100,CORBEIL ESSONNES,Corbeil-Essonnes,91,25,91174
658123.700000003,6837289.0045,Collège Les Pyramides,0911729K,159,0911729K,Collège Les Pyramides,COLLEGE,LES PYRAMIDES,400 square Jacques Prévert, ,91007,EVRY CEDEX,Evry,91,25,91228
659084.0,6835535.7045,Collège Galilée,0912173T,160,0912173T,Collège Galilée,COLLEGE,GALILEE,10 place DES FEDERES, ,91005,EVRY CEDEX,Evry,91,25,91228
646394.600000001,6856103.1045,Collège Maison-Blanche,0920068Z,161,0920068Z,Collège Maison-Blanche,COLLEGE,MAISON-BLANCHE,14 RUE DE LA MAISON BLANCHE, ,92140,CLAMART,Clamart,92,25,92023
644543.600000001,6870065.7045,Collège Moulin Joly,0920592U,162,0920592U,Collège Moulin Joly,COLLEGE,MOULIN JOLY,34 rue Robert Schuman, ,92701,COLOMBES CEDEX,Colombes,92,25,92025
645330.700000003,6869027.4045,Collège Lakanal,0920626F,163,0920626F,Collège Lakanal,COLLEGE,LAKANAL,17 rue LAKANAL, ,92700,COLOMBES,Colombes,92,25,92025
647932.0,6855510.1045,Collège Paul Eluard,0920880G,164,0920880G,Collège Paul Eluard,COLLEGE,PAUL ELUARD,Rue DES PIERRETTES, ,92320,CHATILLON,Châtillon,92,25,92020
643411.899999999,6864148.8045,Collège Jean Macé,0920884L,165,0920884L,Collège Jean Macé,COLLEGE,JEAN MACE,78 rue Carnot, ,92150,SURESNES,Suresnes,92,25,92073
651129.200000003,6870457.8045,Collège Edouard Manet,0921159K,166,0921159K,Collège Edouard Manet,COLLEGE,EDOUARD MANET,180 boulevard GALLIENI, ,92390,VILLENEUVE LA GARENNE,Villeneuve-la-Garenne,92,25,92078
645475.899999999,6867809.7045,Collège Les Vallées,0921162N,167,0921162N,Collège Les Vallées,COLLEGE,LES VALLEES,103 avenue du Général de Gaulle, ,92250,LA GARENNE COLOMBES,La Garenne-Colombes,92,25,92035
648614.700000003,6854887.0045,Collège Romain Rolland,0921168V,168,0921168V,Collège Romain Rolland,COLLEGE,ROMAIN ROLLAND,28 rue DE LA LISETTE, ,92220,BAGNEUX,Bagneux,92,25,92007
642897.5,6863934.0045,Collège Emile Zola,0921178F,169,0921178F,Collège Emile Zola,COLLEGE,EMILE ZOLA,46 avenue FRANKLIN ROOSEVELT, ,92150,SURESNES,Suresnes,92,25,92073
647118.100000001,6856382.8045,Collège George Sand,0921354X,170,0921354X,Collège George Sand,COLLEGE,GEORGE SAND,55 rue GAY LUSSAC, ,92320,CHATILLON,Châtillon,92,25,92020
639090.899999999,6863984.9045,Collège Malmaison,0921502H,171,0921502H,Collège Malmaison,COLLEGE,MALMAISON,5 rue DU PRINCE EUGENE, ,92500,RUEIL MALMAISON,Rueil-Malmaison,92,25,92063
643028.5,6857364.8045,Collège Bel Air,0921554P,172,0921554P,Collège Bel Air,COLLEGE,BEL AIR,4 rue DU BEL AIR, ,92190,MEUDON,Meudon,92,25,92048
642402.799999997,6861227.5045,Collège Emile Verhaeren,0921591E,173,0921591E,Collège Emile Verhaeren,COLLEGE,EMILE VERHAEREN,108 boulevard de la République, ,92210,ST CLOUD,Saint-Cloud,92,25,92064
649222.5,6867629.9045,Collège Jean Jaurès,0921623P,174,0921623P,Collège Jean Jaurès,COLLEGE,JEAN JAURES,1 rue RENE VEZIEL, ,92110,CLICHY,Clichy,92,25,92024
643801.5,6868954.8045,Collège Marguerite Duras,0921675W,175,0921675W,Collège Marguerite Duras,COLLEGE,MARGUERITE DURAS,122 rue HENRI DUNANT, ,92700,COLOMBES,Colombes,92,25,92025
645447.0,6864972.6045,Collège Théophile Gautier,0921781L,176,0921781L,Collège Théophile Gautier,COLLEGE,THEOPHILE GAUTIER,39 rue DE LONGCHAMP, ,92200,NEUILLY SUR SEINE,Neuilly-sur-Seine,92,25,92051
647706.200000003,6853249.8045,Collège Marie Curie,0921785R,177,0921785R,Collège Marie Curie,COLLEGE,MARIE CURIE,1 rue CONSTANT PILATE, ,92331,SCEAUX CEDEX,Sceaux,92,25,92071
643006.5,6866214.7045,Collège Paul Eluard,0921940J,178,0921940J,Collège Paul Eluard,COLLEGE,PAUL ELUARD,16 allée LE CORBUSIER, ,92000,NANTERRE,Nanterre,92,25,92050
646407.399999999,6857880.9045,Collège La Paix,0922247T,179,0922247T,Collège La Paix,COLLEGE,LA PAIX,66 avenue de la Paix, ,92130,ISSY LES MOULINEAUX,Issy-les-Moulineaux,92,25,92040
664192.399999999,6867547.6045,Collège privé Alliance,0930966V,180,0930966V,Collège privé Alliance,COLLEGE PRIVE,ALLIANCE,35 allée ROBERT ESTIENNE, ,93320,LES PAVILLONS SOUS BOIS,Les Pavillons-sous-Bois,93,24,93057
654967.5,6868662.1045,Collège Diderot,0931186J,181,0931186J,Collège Diderot,COLLEGE,DIDEROT,5 rue DU COMMANDANT L'HERMINIER, ,93300,AUBERVILLIERS,Aubervilliers,93,24,93001
652376.100000001,6870617.8045,Collège Pierre de Geyter,0931231H,182,0931231H,Collège Pierre de Geyter,COLLEGE,PIERRE DE GEYTER,58 boulevard MARCEL SEMBAT, ,93200,ST DENIS,Saint-Denis,93,24,93066
658620.100000001,6868085.5045,Collège privé Charles Péguy,0931844Z,183,0931844Z,Collège privé Charles Péguy,COLLEGE PRIVE,CHARLES PEGUY,216 avenue Henri Barbusse, ,93000,BOBIGNY,Bobigny,93,24,93008
664559.200000003,6865115.3045,Collège privé Saint Louis,0931846B,184,0931846B,Collège privé Saint Louis,COLLEGE PRIVE,SAINT LOUIS,2 rue ALSACE LORRAINE, ,93250,VILLEMOMBLE,Villemomble,93,24,93077
662319.0,6859900.6045,Collège privé Saint-André,0940810V,185,0940810V,Collège privé Saint-André,COLLEGE PRIVE,SAINT ANDRE,5 PLACE DE L'ANCIEN MARCHE, ,94130,NOGENT SUR MARNE,Nogent-sur-Marne,94,24,94052
654744.799999997,6855054.2045,Collège privé Epin,0940874P,186,0940874P,Collège privé Epin,COLLEGE PRIVE,EPIN,19 AVENUE EUGENE PELLETAN, ,94400,VITRY SUR SEINE,Vitry-sur-Seine,94,24,94081
657126.899999999,6847368.6045,Collège privé Sacré-Coeur,0941709X,187,0941709X,Collège privé Sacré-Coeur,COLLEGE PRIVE,SACRE COEUR,1 RUE D'ESTIENNE D'ORVES, ,94480,ABLON SUR SEINE,Ablon-sur-Seine,94,24,94001
661222.200000003,6859951.2045,Collège privé Montalembert,0941713B,188,0941713B,Collège privé Montalembert,COLLEGE PRIVE,MONTALEMBERT,28 boulevard Gambetta, ,94736,NOGENT SUR MARNE CEDEX,Nogent-sur-Marne,94,24,94052
662936.0,6850635.8045,Collège Daniel Fery,0941783C,189,0941783C,Collège Daniel Fery,COLLEGE,DANIEL FERY,2 rue CHARLES BAUDELAIRE, ,94456,LIMEIL BREVANNES CEDEX,Limeil-Brévannes,94,24,94044
659048.0,6876601.8045,Collège Philippe Auguste,0950025L,190,0950025L,Collège Philippe Auguste,COLLEGE,PHILIPPE AUGUSTE,4  RUE DE L EGLANTIER, ,95500,GONESSE,Gonesse,95,25,95277
644609.600000001,6875737.8045,Collège Jean Moulin,0950722U,191,0950722U,Collège Jean Moulin,COLLEGE,JEAN MOULIN,84 rue DU POIRIER BARON, ,95110,SANNOIS,Sannois,95,25,95582
641834.700000003,6870346.9045,Collège Gabriel Péri,0950887Y,192,0950887Y,Collège Gabriel Péri,COLLEGE,GABRIEL PERI,30  RUE PIERRE ALTMEYER, ,95870,BEZONS,Bezons,95,25,95063
647548.899999999,6876284.1045,Collège Jules Ferry,0950892D,193,0950892D,Collège Jules Ferry,COLLEGE,JULES FERRY,1 IMPASSE MADELEINE, ,95600,EAUBONNE,Eaubonne,95,25,95203
638287.700000003,6877713.1045,Collège Jean Vilar,0950932X,194,0950932X,Collège Jean Vilar,COLLEGE,JEAN VILAR,74 rue DE CONFLANS, ,95220,HERBLAY,Herblay,95,25,95306
632532.200099997,6881284.4045,Collège Les Touleuses,0950937C,195,0950937C,Collège Les Touleuses,COLLEGE,LES TOULEUSES,1 AVENUE DU BOIS, ,95000,CERGY,Cergy,95,25,95127
657041.899999999,6878421.8045,Collège Léon Blum,0950939E,196,0950939E,Collège Léon Blum,COLLEGE,LEON BLUM,2 rue Léon Blum, ,95400,VILLIERS LE BEL,Villiers-le-Bel,95,25,95680
640626.200000003,6876954.8045,Collège Camille Claudel,0951154N,197,0951154N,Collège Camille Claudel,COLLEGE,CAMILLE CLAUDEL,Rue DE LA VERNEUIL, ,95370,MONTIGNY LES CORMEILLES,Montigny-lès-Cormeilles,95,25,95424
643606.0,6872064.1045,Collège Eugénie Cotton,0951230W,198,0951230W,Collège Eugénie Cotton,COLLEGE,EUGENIE COTTON,2 rue DE RETHONDES, ,95104,ARGENTEUIL CEDEX,Argenteuil,95,25,95018
630001.800099999,6879207.9045,Collège Henri Guillaumet,0951527U,199,0951527U,Collège Henri Guillaumet,COLLEGE,HENRI GUILLAUMET,PLACE ICARE, ,95280,JOUY LE MOUTIER,Jouy-le-Moutier,95,25,95323
629077.9001,6880476.0045,Collège Les Toupets,0951636M,200,0951636M,Collège Les Toupets,COLLEGE,LES TOUPETS,46 avenue LOUISE MICHEL, ,95490,VAUREAL,Vauréal,95,25,95637
634945.600100003,6880622.9045,Collège Léonard de Vinci,0951672B,201,0951672B,Collège Léonard de Vinci,COLLEGE,LEONARD DE VINCI,79 rue DE PIERRELAYE LA BUTTE, ,95610,ERAGNY SUR OISE,Eragny,95,25,95218
641750.5,6877528.1045,Collège Louis Aragon,0951800R,202,0951800R,Collège Louis Aragon,COLLEGE,LOUIS ARAGON,1 place EUGENE DELACROIX, ,95370,MONTIGNY LES CORMEILLES,Montigny-lès-Cormeilles,95,25,95424
628755.200099997,6879539.1045,Collège Les Merisiers,0951801S,203,0951801S,Collège Les Merisiers,COLLEGE,LES MERISIERS,Place HECTOR BERLIOZ, ,95280,JOUY LE MOUTIER,Jouy-le-Moutier,95,25,95323
649657.899999999,6882520.7045,Collège Léonard de Vinci,0951822P,204,0951822P,Collège Léonard de Vinci,COLLEGE,LEONARD DE VINCI,11 rue Jean-Baptiste Clément, ,95570,BOUFFEMONT,Bouffémont,95,25,95091
638594.5,6886475.6045,Collège Charles François Daubigny,0951823R,205,0951823R,Collège Charles François Daubigny,COLLEGE,CHARLES FRANCOIS DAUBIGNY,6 rue PIERRE BEREGOVOY, ,95430,AUVERS SUR OISE,Auvers-sur-Oise,95,25,95039
627743.700099997,6884146.0045,Collège Les Explorateurs,0951964U,206,0951964U,Collège Les Explorateurs,COLLEGE,LES EXPLORATEURS,Boulevard DES EXPLORATEURS,CERGY LE HAUT,95800,CERGY,Cergy,95,25,95127
645509.100000001,6873645.4045,Collège Ariane,0952114G,207,0952114G,Collège Ariane,COLLEGE,ARIANE,9 avenue DE L ESPACE,QUARTIER VOLEMBERT,95100,ARGENTEUIL,Argenteuil,95,25,95018
652481.200000003,6858941.4045,Collège Moulin des Prés,0750525N,208,0750525N,Collège Moulin des Prés,COLLEGE,MOULIN DES PRES,18 RUE DU MOULIN DES PRES, ,75013,PARIS,Paris 13e  Arrondissement,75,01,75113
656120.899999999,6861990.5045,Collège Henri Matisse,0750591K,209,0750591K,Collège Henri Matisse,COLLEGE,HENRI MATISSE,3 rue VITRUVE, ,75020,PARIS,Paris 20e  Arrondissement,75,01,75120
654433.700000003,6861498.7045,Collège Anne Frank,0750608D,210,0750608D,Collège Anne Frank,COLLEGE,ANNE FRANK,38 rue TROUSSEAU, ,75011,PARIS,Paris 11e  Arrondissement,75,01,75111
650512.100000001,6858873.2045,Collège Alphonse Daudet,0751705W,211,0751705W,Collège Alphonse Daudet,COLLEGE,ALPHONSE DAUDET,93 rue D'ALESIA, ,75014,PARIS,Paris 14e  Arrondissement,75,01,75114
666606.100000001,6870479.5045,collège Lucie Aubrac,0932454M,212,0932454M,collège Lucie Aubrac,COLLEGE,LUCIE AUBRAC,5 avenue LUCIE AUBRAC, ,93190,LIVRY GARGAN,Livry-Gargan,93,24,93046
660834.100000001,6857527.9045,Collège Jean Charcot,0940038F,213,0940038F,Collège Jean Charcot,COLLEGE,JEAN CHARCOT,Place du 8 Mai 1945, ,94344,JOINVILLE LE PONT CEDEX,Joinville-le-Pont,94,24,94042
652129.299999997,6852511.5045,Collège Liberté,0940071S,214,0940071S,Collège Liberté,COLLEGE,LIBERTE,4 rue de Verdun, ,94550,CHEVILLY LARUE,Chevilly-Larue,94,24,94021
661359.799999997,6859565.5045,Etablissement régional d'enseignement adapté Nogent sur Marne,0940319L,215,0940319L,Etablissement régional d'enseignement adapté Nogent sur Marne,ETAB.REGIONAL ENSEIGNT ADAPTE,NOGENT,3 avenue DE JOINVILLE, ,94130,NOGENT SUR MARNE,Nogent-sur-Marne,94,24,94052
666996.700000003,6856071.0045,Collège Elsa Triolet,0941092B,216,0941092B,Collège Elsa Triolet,COLLEGE,ELSA TRIOLET,2 avenue Boileau, ,94500,CHAMPIGNY SUR MARNE,Champigny-sur-Marne,94,24,94017
660048.5,6857349.9045,Collège Edmond Nocard,0941597A,217,0941597A,Collège Edmond Nocard,COLLEGE,EDMOND NOCARD,1 place DE L'ECLUSE, ,94410,ST MAURICE,Saint-Maurice,94,24,94069
666618.700000003,6845085.1045,Collège Simone Veil,0942187S,218,0942187S,Collège Simone Veil,COLLEGE,SIMONE VEIL,12 rue FRANCOIS COPPEE, ,94520,MANDRES LES ROSES,Mandres-les-Roses,94,24,94047
633091.500100002,6884730.5045,Section d'enseignement général et professionnel adapté du Collège Nicolas Flamel,0950897J,219,0950897J,Section d'enseignement général et professionnel adapté du Collège Nicolas Flamel,SEGPA,CLG NICOLAS FLAMEL,23 BOULEVARD DE L'EUROPE-PONTOISE, ,95304,CERGY PONTOISE CEDEX,Pontoise,95,25,95500
654159.200000003,6875202.0045,Section d'enseignement général et professionnel adapté du Collège Evariste Galois,0950925P,220,0950925P,Section d'enseignement général et professionnel adapté du Collège Evariste Galois,SEGPA,CLG EVARISTE GALOIS,13 rue JEAN GIRAUDOUX, ,95200,SARCELLES,Sarcelles,95,25,95585
643153.700000003,6873030.6045,Section d'enseignement général et professionnel adapté du Collège Claude Monet,0950928T,221,0950928T,Section d'enseignement général et professionnel adapté du Collège Claude Monet,SEGPA,CLG CLAUDE MONET,18 rue DE NOYON, ,95104,ARGENTEUIL CEDEX,Argenteuil,95,25,95018
643080.399999999,6890854.0045,Section d'enseignement général et professionnel adapté du Collège Pierre et Marie Curie,0951053D,222,0951053D,Section d'enseignement général et professionnel adapté du Collège Pierre et Marie Curie,SEGPA,CLG PIERRE ET MARIE CURIE,Rue JEAN DROIT, ,95290,L ISLE ADAM,L'Isle-Adam,95,25,95313
642707.700000003,6877188.5045,Section d'enseignement général et professionnel adapté du Collège Epine Guyon,0951101F,223,0951101F,Section d'enseignement général et professionnel adapté du Collège Epine Guyon,SEGPA,CLG EPINE GUYON,RUE DES 11 ARPENTS, ,95130,FRANCONVILLE LA GARENNE,Franconville,95,25,95252
635314.000100002,6881929.5045,Section d'enseignement général et professionnel adapté du Collège Marcel Pagnol,0951234A,224,0951234A,Section d'enseignement général et professionnel adapté du Collège Marcel Pagnol,SEGPA,CLG MARCEL PAGNOL,2 rue LOUISE WEISS, ,95310,ST OUEN L AUMONE,Saint-Ouen-l'Aumône,95,25,95572
665696.5,6869091.2045,Collège Edouard Herriot,0930619T,225,0930619T,Collège Edouard Herriot,COLLEGE,EDOUARD HERRIOT,55 rue EDOUARD HERRIOT, ,93190,LIVRY GARGAN,Livry-Gargan,93,24,93046
660690.100000001,6854838.3045,Collège Victor Hugo,0940031Y,226,0940031Y,Collège Victor Hugo,COLLEGE,VICTOR HUGO,2 rue des Ecoles, ,94000,CRETEIL,Créteil,94,24,94028
