X,Y,nom,id,objectid,numero_uai,appellatio,denominati,patronyme_,adresse_ua,lieu_dit_u,code_posta,localite_a,libelle_co,code_depar,code_acade,code_commu
664951.299999997,6858486.1045,Collège Willy Ronis,0941015T,776,0941015T,Collège Willy Ronis,COLLEGE,WILLY RONIS,Rue A TRAIT, ,94500,CHAMPIGNY SUR MARNE,Champigny-sur-Marne,94,24,94017
661926.200000003,6861929.4045,Collège Jean Macé,0941296Y,777,0941296Y,Collège Jean Macé,COLLEGE,JEAN MACE,1 rue PAUL ELUARD, ,94120,FONTENAY SOUS BOIS,Fontenay-sous-Bois,94,24,94033
659598.200000003,6855412.2045,Collège privé Ozar Hatorah Garçons,0941942A,778,0941942A,Collège privé Ozar Hatorah Garçons,COLLEGE PRIVE,OZAR HATORAH GARCONS,2 VOIE FELIX EBOUE, ,94000,CRETEIL,Créteil,94,24,94028
677575.100000001,6850920.0045,Collège privé Campus Sainte Thérèse,0771217E,779,0771217E,Collège privé Campus Sainte Thérèse,COLLEGE PRIVE,CAMPUS SAINTE THERESE,Avenue ERASME - ROND PT DE L'EUROPE, ,77330,OZOIR LA FERRIERE,Ozoir-la-Ferrière,77,24,77350
718377.799999997,6822000.5046,Ecole secondaire privée Ecole de la Neuville,0772150U,780,0772150U,Ecole secondaire privée Ecole de la Neuville,COLLEGE PRIVE,ECOLE DE LA NEUVILLE,1 rue DU CHATEAU TACHY, ,77650,CHALMAISON,Chalmaison,77,24,77076
663834.200000003,6856384.2045,Collège privé Padre-Pio,0942192X,781,0942192X,Collège privé Padre-Pio,COLLEGE PRIVE,PADRE-PIO,36 rue GRANDE CEINTURE, ,94100,ST MAUR DES FOSSES,Saint-Maur-des-Fossés,94,24,94068
663489.700000003,6852612.0045,Collège privé Sports études de Paris (Tee Break),0942264A,782,0942264A,Collège privé Sports études de Paris (Tee Break),COLLEGE PRIVE,SPORTS ETUDES TEE BREAK,20 rue MAGELLAN, ,94370,SUCY EN BRIE,Sucy-en-Brie,94,24,94071
,,Collège privé Ecole Enfance et Vie - Ohr Menahem,0942428D,783,0942428D,Collège privé Ecole Enfance et Vie - Ohr Menahem,ECOLE ENFANCE ET VIE,OHR MENAHEM,3 rue de la Fraternité, ,94350,VILLIERS SUR MARNE,Villiers-sur-Marne,94,24,94079
681959.299999997,6815525.0046,Collège Colonel Arnaud BELTRAME,0772867Y,784,0772867Y,Collège Colonel Arnaud BELTRAME,COLLEGE,COLONEL ARNAUD BELTRAME,72 route d'Héricy, ,77870,VULAINES SUR SEINE,Vulaines-sur-Seine,77,24,77533
652031.399999999,6841864.3045,Collège privé du Sacré-Coeur,0910836P,785,0910836P,Collège privé du Sacré-Coeur,COLLEGE PRIVE,SACRE COEUR,29 rue CHAMBERLIN, ,91600,SAVIGNY SUR ORGE,Savigny-sur-Orge,91,25,91589
648660.200000003,6855021.9045,Collège privé Saint Gabriel,0921903U,786,0921903U,Collège privé Saint Gabriel,COLLEGE PRIVE,SAINT GABRIEL,21 RUE DE LA LISETTE, ,92220,BAGNEUX,Bagneux,92,25,92007
639766.200000003,6862335.4045,Collège privé La Salle Passy Buzenval,0921915G,787,0921915G,Collège privé La Salle Passy Buzenval,COLLEGE PRIVE,LA SALLE PASSY BUZENVAL,50 avenue OTIS MYGATT, ,92500,RUEIL MALMAISON,Rueil-Malmaison,92,25,92063
644678.799999997,6856467.1045,Collège privé Saint Philippe,0922340U,788,0922340U,Collège privé Saint Philippe,COLLEGE PRIVE,SAINT PHILIPPE,1 RUE DU PERE BROTTIER, ,92190,MEUDON,Meudon,92,25,92048
653672.100000001,6853516.0045,Collège Adolphe Chérioux,0940042K,789,0940042K,Collège Adolphe Chérioux,COLLEGE,ADOLPHE CHERIOUX,247 rue EDOUARD TREMBLAY, ,94408,VITRY SUR SEINE CEDEX,Vitry-sur-Seine,94,24,94081
657530.5,6852592.4045,Collège Jules Vallès,0941229A,790,0941229A,Collège Jules Vallès,COLLEGE,JULES VALLES,41 avenue DE LA FOLIE, ,94600,CHOISY LE ROI,Choisy-le-Roi,94,24,94022
640812.100000001,6863160.7045,Collège Henri Dunant,0920852B,791,0920852B,Collège Henri Dunant,COLLEGE,HENRI DUNANT,29 rue HENRI DUNANT, ,92500,RUEIL MALMAISON,Rueil-Malmaison,92,25,92063
647224.899999999,6858823.2045,Collège Henri Matisse,0920877D,792,0920877D,Collège Henri Matisse,COLLEGE,HENRI MATISSE,27 rue ERNEST RENAN, ,92130,ISSY LES MOULINEAUX,Issy-les-Moulineaux,92,25,92040
641632.200000003,6862781.4045,Collège Henri Sellier,0920885M,793,0920885M,Collège Henri Sellier,COLLEGE,HENRI SELLIER,7 boulevard Aristide Briand, ,92150,SURESNES,Suresnes,92,25,92073
649316.600000001,6867256.6045,Collège Jean Macé,0921228K,794,0921228K,Collège Jean Macé,COLLEGE,JEAN MACE,15 RUE GASTON PAYMAL, ,92110,CLICHY,Clichy,92,25,92024
640905.200000003,6864104.2045,Collège Les Bons Raisins,0921234S,795,0921234S,Collège Les Bons Raisins,COLLEGE,LES BONS RAISINS,Rue VICTOR DURUY, ,92500,RUEIL MALMAISON,Rueil-Malmaison,92,25,92063
644496.100000001,6858700.4045,Collège Jean Renoir,0921239X,796,0921239X,Collège Jean Renoir,COLLEGE,JEAN RENOIR,29 rue YVES KERMEN, ,92100,BOULOGNE BILLANCOURT,Boulogne-Billancourt,92,25,92012
645808.899999999,6865686.4045,Collège André Maurois,0921498D,797,0921498D,Collège André Maurois,COLLEGE,ANDRE MAUROIS,43 boulevard D ARGENSON, ,92200,NEUILLY SUR SEINE,Neuilly-sur-Seine,92,25,92051
650452.899999999,6856876.8045,Collège Maurice Genevoix,0921504K,798,0921504K,Collège Maurice Genevoix,COLLEGE,MAURICE GENEVOIX,11 rue D ARCUEIL, ,92120,MONTROUGE,Montrouge,92,25,92049
647059.899999999,6869847.5045,Collège André Malraux,0921545E,799,0921545E,Collège André Malraux,COLLEGE,ANDRE MALRAUX,8 rue SCHEURER KESTNER, ,92600,ASNIERES SUR SEINE,Asnières-sur-Seine,92,25,92004
647489.700000003,6869440.7045,Collège Auguste Renoir,0921622N,800,0921622N,Collège Auguste Renoir,COLLEGE,AUGUSTE RENOIR,1 villa ROUVEYROL, ,92600,ASNIERES SUR SEINE,Asnières-sur-Seine,92,25,92004
649887.200000003,6855369.4045,Collège Henri Barbusse,0921631Y,801,0921631Y,Collège Henri Barbusse,COLLEGE,HENRI BARBUSSE,69 ter avenue ALBERT PETIT, ,92220,BAGNEUX,Bagneux,92,25,92007
647571.5,6858605.9045,Collège Michelet,0921783N,802,0921783N,Collège Michelet,COLLEGE,MICHELET,5 RUE JULLIEN, ,92174,VANVES CEDEX,Vanves,92,25,92075
649052.299999997,6853264.5045,Collège Lakanal,0921784P,803,0921784P,Collège Lakanal,COLLEGE,LAKANAL,3 avenue PDT FRANKLIN ROOSEVELT, ,92330,SCEAUX,Sceaux,92,25,92071
649669.299999997,6850131.6045,Collège Descartes,0921786S,804,0921786S,Collège Descartes,COLLEGE,DESCARTES,22 RUE PIERRE GILLES DE GENNES, ,92160,ANTONY,Antony,92,25,92002
649090.600000001,6849000.3045,Collège Henri Georges Adam,0921868F,805,0921868F,Collège Henri Georges Adam,COLLEGE,HENRI GEORGES ADAM,173 rue DES RABATS, ,92160,ANTONY,Antony,92,25,92002
644956.299999997,6865948.1045,Collège Les Renardières,0922020W,806,0922020W,Collège Les Renardières,COLLEGE,LES RENARDIERES,13 avenue d'Alsace, ,92400,COURBEVOIE,Courbevoie,92,25,92026
646403.100000001,6867069.3045,Collège les Bruyères,0922523T,807,0922523T,Collège les Bruyères,COLLEGE,LES BRUYERES,6  RUE VOLTA, ,92400,COURBEVOIE,Courbevoie,92,25,92026
645884.100000001,6858817.9045,Collège Georges Mandel,0922610M,808,0922610M,Collège Georges Mandel,COLLEGE,GEORGES MANDEL,12 RUE DU BATEAU-LAVOIR, ,92130,ISSY LES MOULINEAUX,Issy-les-Moulineaux,92,25,92040
647785.600000001,6866920.9045,Collège Louis Blériot,0922630J,809,0922630J,Collège Louis Blériot,COLLEGE,LOUIS BLÉRIOT,162  AVENUE JULES GUESDE, ,92300,LEVALLOIS PERRET,Levallois-Perret,92,25,92044
662613.100000001,6867148.1045,Collège privé Assomption,0930906E,810,0930906E,Collège privé Assomption,COLLEGE PRIVE,ASSOMPTION,12 avenue de Verdun, ,93140,BONDY,Bondy,93,24,93010
654880.899999999,6873097.1045,Collège privé Sainte Marie,0930920V,811,0930920V,Collège privé Sainte Marie,COLLEGE PRIVE,SAINTE MARIE,7  RUE JEAN CHARDAVOINE, ,93240,STAINS,Stains,93,24,93072
668417.399999999,6870197.1045,Collège privé Fénelon,0930921W,812,0930921W,Collège privé Fénelon,COLLEGE PRIVE,FENELON,1 RUE DE MONTAUBAN, ,93410,VAUJOURS,Vaujours,93,24,93074
657310.5,6863579.2045,Collège privé Saint Benoist de l'Europe,0931022F,813,0931022F,Collège privé Saint Benoist de l'Europe,COLLEGE PRIVE,SAINT BENOIST DE L'EUROPE,82 avenue Gambetta, ,93172,BAGNOLET CEDEX,Bagnolet,93,24,93006
666887.5,6860720.8045,Collège privé Françoise Cabrini,0931705Y,814,0931705Y,Collège privé Françoise Cabrini,COLLEGE PRIVE,FRANCOISE CABRINI,20 RUE DU DOCTEUR SUREAU, ,93167,NOISY LE GRAND CEDEX,Noisy-le-Grand,93,24,93051
657286.299999997,6865862.7045,Collège privé Ohr Sarah,0931764M,815,0931764M,Collège privé Ohr Sarah,COLLEGE PRIVE,OHR SARAH,6 rue SAINT LOUIS, ,93500,PANTIN,Pantin,93,24,93055
655037.100000001,6868120.3045,Collège privé Chne Ohr,0932043R,816,0932043R,Collège privé Chne Ohr,COLLEGE PRIVE,CHNE OR,150  RUE ANDRÉ KARMAN, ,93300,AUBERVILLIERS,Aubervilliers,93,24,93001
654151.399999999,6868502.2045,Collège Rosa Luxemburg,0932272P,817,0932272P,Collège Rosa Luxemburg,COLLEGE,ROSA LUXEMBURG,2 mail BENOIT FRACHON, ,93300,AUBERVILLIERS,Aubervilliers,93,24,93001
664944.399999999,6860012.9045,Collège privé Saint Thomas de Villeneuve,0940887D,818,0940887D,Collège privé Saint Thomas de Villeneuve,COLLEGE PRIVE,SAINT THOMAS DE VILLENEUVE,1 BOULEVARD GALLIENI, ,94360,BRY SUR MARNE,Bry-sur-Marne,94,24,94015
663907.399999999,6849920.9045,Collège Blaise Cendrars,0941478W,819,0941478W,Collège Blaise Cendrars,COLLEGE,BLAISE CENDRARS,Avenue du Général de Gaulle, ,94470,BOISSY ST LEGER,Boissy-Saint-Léger,94,24,94004
651710.899999999,6881798.7045,Collège Aristide Briand,0950014Z,820,0950014Z,Collège Aristide Briand,COLLEGE,ARISTIDE BRIAND,Rue DU BARON DUCHAUSSOY, ,95331,DOMONT CEDEX,Domont,95,25,95199
643960.0,6876520.5045,Collège Bel Air,0950022H,821,0950022H,Collège Bel Air,COLLEGE,BEL AIR,Ruelle DU MOULIN, ,95130,FRANCONVILLE LA GARENNE,Franconville,95,25,95252
647270.799999997,6874037.9045,Collège Jean Zay,0950037Z,822,0950037Z,Collège Jean Zay,COLLEGE,JEAN ZAY,6  RUE PIERRE CURIE, ,95210,ST GRATIEN,Saint-Gratien,95,25,95555
635015.200099997,6882649.3045,Collège Le Parc,0950039B,823,0950039B,Collège Le Parc,COLLEGE,LE PARC,9  RUE DU PARC, ,95310,ST OUEN L AUMONE,Saint-Ouen-l'Aumône,95,25,95572
655957.0,6875389.6045,Collège Paul Eluard,0950711G,824,0950711G,Collège Paul Eluard,COLLEGE,PAUL ELUARD,11 rue CLAUDE MONET, ,95140,GARGES LES GONESSE,Garges-lès-Gonesse,95,25,95268
656463.0,6878042.9045,Collège Saint-Exupéry,0950749Y,825,0950749Y,Collège Saint-Exupéry,COLLEGE,SAINT EXUPERY,42 avenue PIERRE SEMARD, ,95400,VILLIERS LE BEL,Villiers-le-Bel,95,25,95680
647374.700000003,6873282.7045,Collège Irène Joliot-Curie,0950885W,826,0950885W,Collège Irène Joliot-Curie,COLLEGE,IRENE JOLIOT-CURIE,12 RUE DE MAULLY, ,95106,ARGENTEUIL CEDEX,Argenteuil,95,25,95018
633066.700099997,6883074.7045,Collège Simone Veil,0950895G,827,0950895G,Collège Simone Veil,COLLEGE,SIMONE VEIL,3 rue Pierre de Coubertin, ,95000,PONTOISE,Pontoise,95,25,95500
643075.399999999,6890872.0045,Collège Pierre et Marie Curie,0950898K,828,0950898K,Collège Pierre et Marie Curie,COLLEGE,PIERRE ET MARIE CURIE,RUE JEAN DROIT, ,95290,L ISLE ADAM,L'Isle-Adam,95,25,95313
655152.600000001,6875911.1045,Collège Anatole France,0950900M,829,0950900M,Collège Anatole France,COLLEGE,ANATOLE FRANCE,34 bis avenue PIERRE KOENIG, ,95200,SARCELLES,Sarcelles,95,25,95585
649054.100000001,6874034.7045,Collège Georges Pompidou,0950930V,830,0950930V,Collège Georges Pompidou,COLLEGE,GEORGES POMPIDOU,20  RUE DE LA COUSSAYE, ,95880,ENGHIEN LES BAINS,Enghien-les-Bains,95,25,95210
652552.799999997,6877421.2045,Collège L'Ardillière de Nezant,0950931W,831,0950931W,Collège L'Ardillière de Nezant,COLLEGE,L'ARDILLIERE DE NEZANT,Avenue de la Division Leclerc, ,95350,ST BRICE SOUS FORET,Saint-Brice-sous-Forêt,95,25,95539
653914.799999997,6881113.2045,Collège Jean Bullant,0950941G,832,0950941G,Collège Jean Bullant,COLLEGE,JEAN BULLANT,16 avenue FOCH, ,95440,ECOUEN,Ecouen,95,25,95205
654282.5,6876206.1045,Collège Chantereine,0950943J,833,0950943J,Collège Chantereine,COLLEGE,CHANTEREINE,Avenue CHANTEREINE, ,95200,SARCELLES,Sarcelles,95,25,95585
650624.399999999,6885577.2045,Collège Marcel Pagnol,0951051B,834,0951051B,Collège Marcel Pagnol,COLLEGE,MARCEL PAGNOL,Rue EMILE COMBRES, ,95560,MONTSOULT,Montsoult,95,25,95430
644808.799999997,6871796.8045,Collège Paul Vaillant Couturier,0951094Y,835,0951094Y,Collège Paul Vaillant Couturier,COLLEGE,PAUL VAILLANT COUTURIER,22 rue DE CALAIS, ,95100,ARGENTEUIL,Argenteuil,95,25,95018
641732.5,6875101.7045,Collège Jacques Daguerre,0951099D,836,0951099D,Collège Jacques Daguerre,COLLEGE,JACQUES DAGUERRE,15 rue DES CARRIERES, ,95240,CORMEILLES EN PARISIS,Cormeilles-en-Parisis,95,25,95176
642640.0,6877023.3045,Collège Epine Guyon,0951100E,837,0951100E,Collège Epine Guyon,COLLEGE,EPINE GUYON,46 rue DES ONZE ARPENTS, ,95130,FRANCONVILLE LA GARENNE,Franconville,95,25,95252
642466.899999999,6879846.0045,Collège Georges Brassens,0951197K,838,0951197K,Collège Georges Brassens,COLLEGE,GEORGES BRASSENS,10 rue JEANNE PLANCHE, ,95153,TAVERNY CEDEX,Taverny,95,25,95607
644696.399999999,6877861.4045,Collège Marcel Pagnol,0951232Y,839,0951232Y,Collège Marcel Pagnol,COLLEGE,MARCEL PAGNOL,1 rue ANDRE GUILLAUMIE, ,95130,LE PLESSIS BOUCHARD,Le Plessis-Bouchard,95,25,95491
630256.500100002,6884831.2045,Collège La Bruyère,0951403J,840,0951403J,Collège La Bruyère,COLLEGE,LA BRUYERE,118  CHAUSSÉE JULES CESAR, ,95520,OSNY,Osny,95,25,95476
626984.9001,6883063.2045,Collège Sainte Apolline,0951724H,841,0951724H,Collège Sainte Apolline,COLLEGE,STE APOLLINE,BOULEVARD DES CHASSEURS, ,95800,COURDIMANCHE,Courdimanche,95,25,95183
645792.5,6875271.5045,Collège Voltaire,0951754R,842,0951754R,Collège Voltaire,COLLEGE,VOLTAIRE,21 rue Voltaire, ,95110,SANNOIS,Sannois,95,25,95582
650428.5,6876644.9045,Collège Charles Le Brun,0951799P,843,0951799P,Collège Charles Le Brun,COLLEGE,CHARLES LE BRUN,3 rue LE LABOUREUR, ,95160,MONTMORENCY,Montmorency,95,25,95428
646595.399999999,6878998.6045,Collège Louis Augustin Bosc,0951992Z,844,0951992Z,Collège Louis Augustin Bosc,COLLEGE,LOUIS AUGUSTIN BOSC,Place AUGUSTIN BOSC, ,95390,ST PRIX,Saint-Prix,95,25,95574
602377.700099997,6894307.8045,Collège Rosa Bonheur,0952079U,845,0952079U,Collège Rosa Bonheur,COLLEGE,ROSA BONHEUR,1 rue DE LA SABLONNIERE, ,95710,BRAY ET LU,Bray-et-Lû,95,25,95101
649906.200000003,6895597.2045,Collège Pierre Perret,0952087C,846,0952087C,Collège Pierre Perret,COLLEGE,PIERRE PERRET,202 grande rue, ,95340,BERNES SUR OISE,Bernes-sur-Oise,95,25,95058
655573.700000003,6854766.7045,Collège Danielle Casanova,0941032L,847,0941032L,Collège Danielle Casanova,COLLEGE,DANIELLE CASANOVA,72 avenue DANIELLE CASANOVA, ,94400,VITRY SUR SEINE,Vitry-sur-Seine,94,24,94081
665357.100000001,6871955.0045,Collège privé La Fraternité,0932646W,848,0932646W,Collège privé La Fraternité,COLLEGE PRIVE,LA FRATERNITE,2 rue JOLIOT CURIE, ,93270,SEVRAN,Sevran,93,24,93071
662510.0,6859552.3045,Cours Nogentais Mixte,0940875R,849,0940875R,Cours Nogentais Mixte,COLLEGE PRIVE,COURS NOGENTAIS MIXTE,7 rue AUGUSTE PECHINEZ, ,94130,NOGENT SUR MARNE,Nogent-sur-Marne,94,24,94052
659750.5,6857622.4045,Collège privé ISE - Institut de Soutien de l'Enseignement (garçons),0942185P,850,0942185P,Collège privé ISE - Institut de Soutien de l'Enseignement (garçons),COLLEGE PRIVE,ISE,182 rue DU MARECHAL LECLERC, ,94410,ST MAURICE,Saint-Maurice,94,24,94069
669687.0,6851986.0045,Collège privé Sports études de Paris (Tee Break),0942366L,851,0942366L,Collège privé Sports études de Paris (Tee Break),COLLEGE PRIVE,DE SPORTS ETUDES DE PARIS,Chemin DES MARMOUSETS, ,94510,LA QUEUE EN BRIE,La Queue-en-Brie,94,24,94060
672424.899999999,6871327.6045,Collège Gérard Philipe,0771333F,852,0771333F,Collège Gérard Philipe,COLLEGE,GERARD PHILIPE,2 CHEMIN DES PETITS MARAIS, ,77270,VILLEPARISIS,Villeparisis,77,24,77514
678281.0,6812342.5046,Collège Lucien Cezard,0771424E,853,0771424E,Collège Lucien Cezard,COLLEGE,LUCIEN CEZARD,7 rue FELIX HERBET, ,77300,FONTAINEBLEAU,Fontainebleau,77,24,77186
667785.0,6840275.0045,Collège les Aulnes,0771475K,854,0771475K,Collège les Aulnes,COLLEGE,LES AULNES,Avenue DU PALOISEL, ,77380,COMBS LA VILLE,Combs-la-Ville,77,24,77122
670591.5,6843187.7045,Collège Arthur Chaussy,0771363N,855,0771363N,Collège Arthur Chaussy,COLLEGE,ARTHUR CHAUSSY,5 rue DU GYMNASE, ,77252,BRIE COMTE ROBERT CEDEX,Brie-Comte-Robert,77,24,77053
693568.299999997,6872032.4045,Collège Beaumarchais,0771420A,856,0771420A,Collège Beaumarchais,COLLEGE,BEAUMARCHAIS,23 rue BEAUMARCHAIS, ,77100,MEAUX,Meaux,77,24,77284
672260.100000001,6849724.0045,Collège les Hyverneaux,0771421B,857,0771421B,Collège les Hyverneaux,COLLEGE,LES HYVERNEAUX,Avenue DE LEINGARTEN, ,77150,LESIGNY,Lésigny,77,24,77249
678837.600000001,6865623.3045,Collège le Moulin à Vent,0771472G,858,0771472G,Collège le Moulin à Vent,COLLEGE,LE MOULIN A VENT,12 rue DU MOULIN A VENT, ,77400,THORIGNY SUR MARNE,Thorigny-sur-Marne,77,24,77464
721166.0,6829100.1045,Collège Lelorgne de Savigny,0771515D,859,0771515D,Collège Lelorgne de Savigny,COLLEGE,LELORGNE DE SAVIGNY,1 rue DE SAVIGNY, ,77160,PROVINS,Provins,77,24,77379
697673.0,6811153.0046,Collège Paul Eluard,0771567K,860,0771567K,Collège Paul Eluard,COLLEGE,PAUL ELUARD,4 rue Henri Barbusse,VIGNES ST JEAN - RUE H.B,77130,MONTEREAU FAULT YONNE,Montereau-Fault-Yonne,77,24,77305
672155.299999997,6865320.2045,Collège Beau Soleil,0771766B,861,0771766B,Collège Beau Soleil,COLLEGE,BEAU SOLEIL,15 avenue EMILE GUERRY, ,77508,CHELLES CEDEX,Chelles,77,24,77108
669282.899999999,6860820.8045,Collège Jean Wiener,0772090D,862,0772090D,Collège Jean Wiener,COLLEGE,JEAN WIENER,9 avenue JEAN WIENER, ,77420,CHAMPS SUR MARNE,Champs-sur-Marne,77,24,77083
695958.399999999,6872363.6045,Collège le Bois de l'Enclume,0772091E,863,0772091E,Collège le Bois de l'Enclume,COLLEGE,LE BOIS DE L'ENCLUME,Rue HECTOR BERLIOZ, ,77470,TRILPORT,Trilport,77,24,77475
676817.0,6884937.2045,Collège de l'Europe,0772190M,864,0772190M,Collège de l'Europe,COLLEGE,DE L'EUROPE,Avenue de l'Europe, ,77230,DAMMARTIN EN GOELE,Dammartin-en-Goële,77,24,77153
678262.399999999,6860310.3045,Collège Jacques-Yves Cousteau,0772226B,865,0772226B,Collège Jacques-Yves Cousteau,COLLEGE,JACQUES-YVES COUSTEAU,3 place DU CLOS ST GEORGES, ,77600,BUSSY ST GEORGES,Bussy-Saint-Georges,77,24,77058
669175.299999997,6831724.5045,Collège la Grange du Bois,0772274D,866,0772274D,Collège la Grange du Bois,COLLEGE,LA GRANGE DU BOIS,2 avenue VICTOR SCHOELCHER, ,77176,SAVIGNY LE TEMPLE,Savigny-le-Temple,77,24,77445
670884.200000003,6853152.4045,Collège Monthety,0772331R,867,0772331R,Collège Monthety,COLLEGE,MONTHETY,29 RUE MONTHETY, ,77340,PONTAULT COMBAULT,Pontault-Combault,77,24,77373
679472.200000003,6860096.3045,Collège Anne Frank,0772413E,868,0772413E,Collège Anne Frank,COLLEGE,ANNE FRANK,14 boulevard DES GENETS, ,77600,BUSSY ST GEORGES,Bussy-Saint-Georges,77,24,77058
680804.899999999,6860606.4045,Collège Claude Monet,0772588V,869,0772588V,Collège Claude Monet,COLLEGE,CLAUDE MONET,3 boulevard DES CENTS ARPENTS, ,77600,BUSSY ST GEORGES,Bussy-Saint-Georges,77,24,77058
664613.299999997,6860566.9045,Collège Pilote Arborescences,0942433J,870,0942433J,Collège Pilote Arborescences,ECOLE SECONDAIRE PRIVEE,PILOTE ARBORESCENCES AUTREMENT,39 bis rue Aristide Briand, ,94360,BRY SUR MARNE,Bry-sur-Marne,94,24,94015
629817.500100002,6874630.2045,Collège Saint-Exupéry,0780002D,871,0780002D,Collège Saint-Exupéry,COLLEGE,ST EXUPERY,7 rue des Cardinettes, ,78570,ANDRESY,Andrésy,78,25,78015
640959.399999999,6868436.1045,Collège Les Amandiers,0780033M,872,0780033M,Collège Les Amandiers,COLLEGE,LES AMANDIERS,1 allée du Collège, ,78420,CARRIERES SUR SEINE,Carrières-sur-Seine,78,25,78124
621137.100100003,6876043.3045,Collège Jules Verne,0780180X,873,0780180X,Collège Jules Verne,COLLEGE,JULES VERNE,Rue Albert Thomas, ,78130,LES MUREAUX,Les Mureaux,78,25,78440
632938.100100003,6877954.0045,Collège Montaigne,0780183A,874,0780183A,Collège Montaigne,COLLEGE,MONTAIGNE,77 rue de Pierrefitte, ,78700,CONFLANS STE HONORINE,Conflans-Sainte-Honorine,78,25,78172
630520.000100002,6857229.4045,Collège Descartes,0780185C,875,0780185C,Collège Descartes,COLLEGE,DESCARTES,2 rue Descartes, ,78330,FONTENAY LE FLEURY,Fontenay-le-Fleury,78,25,78242
608393.300099999,6878274.9045,Collège Albert Thierry,0780255D,876,0780255D,Collège Albert Thierry,COLLEGE,ALBERT THIERRY,Rue Albert Thierry, ,78520,LIMAY,Limay,78,25,78335
613433.500100002,6837898.0045,Collège Le Racinay,0780256E,877,0780256E,Collège Le Racinay,COLLEGE,LE RACINAY,87 route d'Arbouville, ,78120,RAMBOUILLET,Rambouillet,78,25,78517
638616.200000003,6870040.8045,Collège Colette,0780258G,878,0780258G,Collège Colette,COLLEGE,COLETTE,105 avenue de Tobrouk, ,78500,SARTROUVILLE,Sartrouville,78,25,78586
628663.600100003,6869237.9045,Collège Les Grands Champs,0780264N,879,0780264N,Collège Les Grands Champs,COLLEGE,LES GRANDS CHAMPS,137 avenue Blanche de Castille, ,78300,POISSY,Poissy,78,25,78498
638430.5,6867334.5045,Collège Auguste Renoir,0780507C,880,0780507C,Collège Auguste Renoir,COLLEGE,AUGUSTE RENOIR,71 rue Auguste Renoir, ,78400,CHATOU,Chatou,78,25,78146
620696.700099997,6878025.4045,Collège Paul Verlaine,0780572Y,881,0780572Y,Collège Paul Verlaine,COLLEGE,PAUL VERLAINE,Route de Verneuil, ,78130,LES MUREAUX,Les Mureaux,78,25,78440
613897.9001,6873405.0045,Collège Benjamin Franklin,0780656P,882,0780656P,Collège Benjamin Franklin,COLLEGE,BENJAMIN FRANKLIN,13 route de la Falaise, ,78680,EPONE,Epône,78,25,78217
636416.899999999,6855556.8045,Collège Raymond Poincaré,0780718G,883,0780718G,Collège Raymond Poincaré,COLLEGE,RAYMOND POINCARE,2 place Poincaré, ,78000,VERSAILLES,Versailles,78,25,78646
622329.200099997,6858224.3045,Collège Guillaume Apollinaire,0780761D,884,0780761D,Collège Guillaume Apollinaire,COLLEGE,GUILLAUME APOLLINAIRE,163 rue René Bazin, ,78375,PLAISIR CEDEX,Plaisir,78,25,78490
624712.800099999,6874986.9045,Collège Emile Zola,0780845V,885,0780845V,Collège Emile Zola,COLLEGE,EMILE ZOLA,61 route de Chapet, ,78540,VERNOUILLET,Vernouillet,78,25,78643
637076.299999997,6856030.6045,Collège Jean Philippe Rameau,0781107E,886,0781107E,Collège Jean Philippe Rameau,COLLEGE,JEAN PHILIPPE RAMEAU,1 rond-point des Condaminés, ,78000,VERSAILLES,Versailles,78,25,78646
633188.700099997,6847150.3045,Collège Albert Einstein,0781171Z,887,0781171Z,Collège Albert Einstein,COLLEGE,ALBERT EINSTEIN,10 rue André Hodebourg, ,78114,MAGNY LES HAMEAUX,Magny-les-Hameaux,78,25,78356
633920.500100002,6865977.8045,Collège Claude Debussy,0781205L,888,0781205L,Collège Claude Debussy,COLLEGE,CLAUDE DEBUSSY,31 rue Alexandre Dumas, ,78100,ST GERMAIN EN LAYE,Saint-Germain-en-Laye,78,25,78551
629342.500100002,6872422.0045,Collège Claude Monet,0781817B,889,0781817B,Collège Claude Monet,COLLEGE,CLAUDE MONET,1 place Claude Monet, ,78955,CARRIERES SOUS POISSY,Carrières-sous-Poissy,78,25,78123
628123.800099999,6835419.7045,Collège Les Trois Moulins,0781846H,890,0781846H,Collège Les Trois Moulins,COLLEGE,LES TROIS MOULINS,54 rue de la Division Leclerc, ,78830,BONNELLES,Bonnelles,78,25,78087
625215.200099997,6863523.6045,Collège Jean Monnet,0781863B,891,0781863B,Collège Jean Monnet,COLLEGE,JEAN MONNET,Place de l'Europe, ,78810,FEUCHEROLLES,Feucherolles,78,25,78233
631885.9001,6873262.2045,Collège Jean Lurcat,0783248G,892,0783248G,Collège Jean Lurcat,COLLEGE,JEAN LURCAT,19 rue GEORGES BOURGOIN, ,78260,ACHERES,Achères,78,25,78005
603651.800099999,6878357.7045,Collège André Chenier,0783254N,893,0783254N,Collège André Chenier,COLLEGE,ANDRE CHENIER,2 rue DIDEROT, ,78205,MANTES LA JOLIE CEDEX,Mantes-la-Jolie,78,25,78361
632400.9001,6875003.7045,Collège Camille du Gast,0783636D,894,0783636D,Collège Camille du Gast,COLLEGE,CAMILLE DU GAST,188 avenue du Général de Gaulle, ,78260,ACHERES,Achères,78,25,78005
