objectid,numero_uai,appellatio,denominati,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,appariemen,localisati,nature_uai,etat_eta_1,code_depar,code_acade,code_commu,libelle_de,libelle_ac,contrat,id,nom,x,y
219,0752180M,Cours Beauséjour (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,BEAUSEJOUR,Privé,23 BOULEVARD BEAUSEJOUR, , ,75016,PARIS,Paris 16e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75116,Paris,Paris,Privé hors contrat,0752180M,Cours Beauséjour (Ecole secondaire privée),646462.900042,6862182.70453
220,0770918E,Lycée polyvalent Uruguay France - Lycée des métiers du social et de la santé,LPO LYCEE DES METIERS,URUGUAY FRANCE,Public,1 avenue DES MARRONNIERS, ,73,77211,AVON CEDEX,Avon,Correcte,Numéro de rue,306,OUVERT,77,24,77014,Seine-et-Marne,Créteil,Public,0770918E,Lycée polyvalent Uruguay France - Lycée des métiers du social et de la santé,680495.200015,6812193.30456
221,0770927P,Lycée général international François 1er,LYCEE GENERAL,INTERNATIONAL FRANCOIS 1ER,Public,11 rue Victor Hugo, , ,77300,FONTAINEBLEAU,Fontainebleau,Parfaite,Numéro de rue,302,OUVERT,77,24,77186,Seine-et-Marne,Créteil,Public,0770927P,Lycée général international François 1er,677438.700018,6812177.30456
222,0771940R,Lycée polyvalent Gérard de Nerval,LYCEE POLYVALENT,GERARD DE NERVAL,Public,89 cours DES ROCHES-NOISIEL, ,225,77186,NOISIEL,Noisiel,Parfaite,Numéro de rue,306,OUVERT,77,24,77337,Seine-et-Marne,Créteil,Public,0771940R,Lycée polyvalent Gérard de Nerval,671783.300022,6860332.20453
223,0772127U,Lycée général et technologique Galilée,LYCEE GENERAL ET TECHNOLOGIQUE,GALILEE,Public,Avenue André Malraux, ,114,77385,COMBS LA VILLE CEDEX,Combs-la-Ville,Correcte,Rue,300,OUVERT,77,24,77122,Seine-et-Marne,Créteil,Public,0772127U,Lycée général et technologique Galilée,667786.500025,6839330.70454
224,0772188K,Lycée général et technologique Pierre Mendès France,LYCEE GENERAL ET TECHNOLOGIQUE,PIERRE MENDES-FRANCE,Public,11 avenue de l'Europe, , ,77176,SAVIGNY LE TEMPLE,Savigny-le-Temple,Parfaite,Numéro de rue,300,OUVERT,77,24,77445,Seine-et-Marne,Créteil,Public,0772188K,Lycée général et technologique Pierre Mendès France,668769.600024,6833007.70455
225,0772243V,Lycée général et technologique Camille Claudel,LYCEE GENERAL ET TECHNOLOGIQUE,CAMILLE CLAUDEL,Public,Place ANYAMA, , ,77347,PONTAULT COMBAULT CEDEX,Pontault-Combault,Parfaite,Numéro de rue,300,OUVERT,77,24,77373,Seine-et-Marne,Créteil,Public,0772243V,Lycée général et technologique Camille Claudel,671778.400022,6854513.90454
226,0772342C,Lycée polyvalent Clément Ader,LYCEE POLYVALENT,CLEMENT ADER,Public,74  RUE GEORGES CLEMENCEAU, , ,77220,TOURNAN EN BRIE,Tournan-en-Brie,Parfaite,Numéro de rue,306,OUVERT,77,24,77470,Seine-et-Marne,Créteil,Public,0772342C,Lycée polyvalent Clément Ader,681584.300014,6849218.80454
227,0781905X,Section d'enseignement professionnel du lycée polyvalent Emilie de Breteuil,SECTION ENSEIGNT PROFESSIONNEL,LPO EMILIE DE BRETEUIL,Public,Rue du Canal, ,276,78053,ST QUENTIN EN YVELINES CEDEX,Montigny-le-Bretonneux,Correcte,Rue,334,OUVERT,78,25,78423,Yvelines,Versailles, ,0781905X,Section d'enseignement professionnel du lycée polyvalent Emilie de Breteuil,629592.500055,6853896.50454
228,0930117X,Lycée général et Technologique Le Corbusier,LYCEE GENERAL ET TECHNOLOGIQUE,LE CORBUSIER,Public,44 rue LEOPOLD RECHOSSIERE, , ,93533,AUBERVILLIERS CEDEX,Aubervilliers,Parfaite,Numéro de rue,300,OUVERT,93,24,93001,Seine-Saint-Denis,Créteil,Public,0930117X,Lycée général et Technologique Le Corbusier,655314.000035,6868383.20453
229,0930123D,Lycée général et technologique Olympe de Gouges,LYCEE GENERAL ET TECHNOLOGIQUE,OLYMPE DE GOUGES,Public,3 rue de Montreuil à Claye, , ,93130,NOISY LE SEC,Noisy-le-Sec,Parfaite,Rue,300,OUVERT,93,24,93053,Seine-Saint-Denis,Créteil,Public,0930123D,Lycée général et technologique Olympe de Gouges,661196.70003,6865430.20453
230,0753217P,Lycée polyvalent privé Sainte Thérèse,LYCEE POLYVALENT PRIVE,SAINTE-THERESE,Privé,40 RUE LA FONTAINE, , ,75016,PARIS,Paris 16e  Arrondissement,Correcte,Rue,306,OUVERT,75,01,75116,Paris,Paris,Privé sous contrat,0753217P,Lycée polyvalent privé Sainte Thérèse,646798.400042,6861656.10453
231,0753647G,Ecole Alsacienne (Lycée général privé),LYCEE GENERAL PRIVE,ECOLE ALSACIENNE,Privé,109 RUE NOTRE DAME DES CHAMPS, , ,75006,PARIS,Paris  6e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75106,Paris,Paris,Privé sous contrat,0753647G,Ecole Alsacienne (Lycée général privé),651105.800038,6860312.40453
232,0753825A,Lycée privé pour handicapés Morvan,LYCEE PRIVE POUR HANDICAPES,MORVAN,Privé,68  RUE DE LA CHAUSSEE D'ANTIN, , ,75009,PARIS,Paris  9e  Arrondissement,Parfaite,Numéro de rue,312,OUVERT,75,01,75109,Paris,Paris,Privé sous contrat,0753825A,Lycée privé pour handicapés Morvan,651010.700038,6864202.40453
233,0753874D,Ecole Active Jeannine Manuel (Lycée général privé),LYCEE GENERAL PRIVE,ECOLE ACTIVE JEANNINE MANUEL,Privé,70 rue DU THEATRE, , ,75015,PARIS,Paris 15e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75115,Paris,Paris,Privé sous contrat,0753874D,Ecole Active Jeannine Manuel (Lycée général privé),647962.100041,6861090.00453
234,0753878H,Cours Paul Verlaine (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,VERLAINE,Privé,37  RUE DES MARTYRS, , ,75009,PARIS,Paris  9e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75109,Paris,Paris,Privé hors contrat,0753878H,Cours Paul Verlaine (Ecole secondaire privée),651583.600038,6864563.70453
235,0753883N,Lycée général privé Edgar Poe,LYCEE GENERAL PRIVE,EDGAR POE,Privé,2 RUE DU FAUBOURG POISSONNIERE, , ,75010,PARIS,Paris 10e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75110,Paris,Paris,Privé sous contrat,0753883N,Lycée général privé Edgar Poe,652173.100037,6863629.80453
236,0753887T,Lycée privé Bossuet-Notre-Dame,LYCEE GENERAL PRIVE,BOSSUET-NOTRE-DAME,Privé,17 RUE YVES TOUDIC, , ,75010,PARIS,Paris 10e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75110,Paris,Paris,Privé sous contrat,0753887T,Lycée privé Bossuet-Notre-Dame,653290.600037,6863566.60453
237,0753911U,L'Ecole (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,L'ECOLE,Privé,24 rue INGENIEUR ROBERT KELLER, , ,75015,PARIS,Paris 15e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75115,Paris,Paris,Privé hors contrat,0753911U,L'Ecole (Ecole secondaire privée),647442.200041,6861035.30453
238,0753941B,Lycée privé Gerson,LYCEE GENERAL PRIVE,GERSON,Privé,31  RUE DE LA POMPE, , ,75016,PARIS,Paris 16e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75116,Paris,Paris,Privé sous contrat,0753941B,Lycée privé Gerson,646813.000042,6862542.00453
239,0753946G,Etablissement privé Notre-Dame des Oiseaux (Ecole secondaire privée),LYCEE GENERAL PRIVE,NOTRE-DAME DES OISEAUX,Privé,12 RUE MICHEL ANGE, , ,75016,PARIS,Paris 16e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75116,Paris,Paris,Privé sous contrat,0753946G,Etablissement privé Notre-Dame des Oiseaux (Ecole secondaire privée),645911.800042,6860995.10453
240,0754042L,Lycée polyvalent privé Le Rebours - Lycée des métiers du management et des services,LYC POLYVAL PRIVE DES METIERS,LE REBOURS,Privé,44  BOULEVARD AUGUSTE BLANQUI, , ,75013,PARIS,Paris 13e  Arrondissement,Parfaite,Numéro de rue,306,OUVERT,75,01,75113,Paris,Paris,Privé sous contrat,0754042L,Lycée polyvalent privé Le Rebours - Lycée des métiers du management et des services,652315.100037,6859094.40453
241,0754083F,Cours Carnot (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,COURS CARNOT,Privé,98 RUE PIERRE DEMOURS, , ,75017,PARIS,Paris 17e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75117,Paris,Paris,Privé hors contrat,0754083F,Cours Carnot (Ecole secondaire privée),648643.20004,6865070.30453
242,0754086J,Lycée général et technologique privé Charles de Foucauld,LYC GEN TECH PRIVE,CHARLES DE FOUCAULD,Privé,5 RUE DE LA MADONE, , ,75018,PARIS,Paris 18e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75118,Paris,Paris,Privé sous contrat,0754086J,Lycée général et technologique privé Charles de Foucauld,653161.000037,6866033.10453
243,0754129F,"Ecole privée Ferrandi, l'Ecole Française de Gastromie - Ecole de la CCI de la Région Paris-Ile de France",ECOLE 2D DEGRE PROF.PRIVEE,ECOLES PRIVEE FERRANDI,Privé,28 rue DE L'ABBE GREGOIRE, , ,75006,PARIS,Paris  6e  Arrondissement,Parfaite,Numéro de rue,320,OUVERT,75,01,75106,Paris,Paris,Privé hors contrat,0754129F,"Ecole privée Ferrandi, l'Ecole Française de Gastromie - Ecole de la CCI de la Région Paris-Ile de France",650489.100039,6861050.20453
244,0754169Z,Ecole active de Coiffure (Ecole secondaire professionnelle privée),ECOLE 2D DEGRE PROF.PRIVEE,ECOLE ACTIVE DE COIFFURE,Privé,203 RUE LAFAYETTE, , ,75010,PARIS,Paris 10e  Arrondissement,Correcte,Numéro de rue,320,OUVERT,75,01,75110,Paris,Paris,Privé hors contrat,0754169Z,Ecole active de Coiffure (Ecole secondaire professionnelle privée),653307.700037,6864749.10453
245,0754916L,Section d'enseignement professionnel du Lycée polyvalent privé Carcado Saisseval,SECTION ENSEIGT PROFES.PRIVEE,LPO PRIVE CARCADO SAISSEVAL,Privé,121 boulevard Raspail, , ,75006,PARIS,Paris  6e  Arrondissement,Parfaite,Numéro de rue,334,OUVERT,75,01,75106,Paris,Paris, ,0754916L,Section d'enseignement professionnel du Lycée polyvalent privé Carcado Saisseval,650743.500039,6860800.40453
246,0754924V,Lycée Polyvalent Privé Notre-Dame - Saint Vincent de Paul - Lycée des Métiers de la Santé et du social,LYC POLYVAL PRIVE DES METIERS,NOTRE-DAME -ST VINCENT DE PAUL,Privé,49 rue BOBILLOT, , ,75013,PARIS,Paris 13e  Arrondissement,Parfaite,Numéro de rue,306,OUVERT,75,01,75113,Paris,Paris,Privé sous contrat,0754924V,Lycée Polyvalent Privé Notre-Dame - Saint Vincent de Paul - Lycée des Métiers de la Santé et du social,652494.900037,6858884.40453
247,0755537L,Lycée Privé RACHI,LYCEE GEN. ET TECHNOL.PRIVE,RACHI,Privé,2-6 RUE EMILE BOREL, , ,75017,PARIS,Paris 17e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75117,Paris,Paris,Privé sous contrat,0755537L,Lycée Privé RACHI,650317.000039,6866753.90453
248,0755843U,Section d'enseignement professionnel privé Saint-Jean de Montmartre,SEP DU LYCEE POLYVALENT PRIVE,SAINT JEAN DE MONTMARTRE,Privé,31 rue CAULAINCOURT, , ,75018,PARIS,Paris 18e  Arrondissement,Parfaite,Numéro de rue,334,OUVERT,75,01,75118,Paris,Paris, ,0755843U,Section d'enseignement professionnel privé Saint-Jean de Montmartre,651146.300038,6865561.00453
249,0755883M,Lycée Sup Santé,LYCEE,SUP SANTE,Privé,46 rue DE LA TOUR, , ,75016,PARIS,Paris 16e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75116,Paris,Paris, ,0755883M,Lycée Sup Santé,647322.600041,6862437.60453
250,0770932V,Lycée professionnel Pierre de Coubertin,LYCEE PROFESSIONNEL,PIERRE DE COUBERTIN,Public,Chaussée de Paris, , ,77100,MEAUX,Meaux,Parfaite,Numéro de rue,320,OUVERT,77,24,77284,Seine-et-Marne,Créteil, ,0770932V,Lycée professionnel Pierre de Coubertin,690114.000008,6873015.70453
251,0771065P,Section d'enseignement professionnel du Lycée André Malraux,SECTION ENSEIGNT PROFESSIONNEL,DU LYCEE ANDRE MALRAUX,Public,Avenue du Lycée, , ,77130,MONTEREAU FAULT YONNE,Montereau-Fault-Yonne,Parfaite,Numéro de rue,334,OUVERT,77,24,77305,Seine-et-Marne,Créteil, ,0771065P,Section d'enseignement professionnel du Lycée André Malraux,697045.100002,6810468.80456
252,0771204R,Lycée professionnel privé Pigier Melun,LYCEE PROFESSIONNEL PRIVE,PIGIER MELUN,Privé,824 avenue du Lys, , ,77190,DAMMARIE LES LYS,Dammarie-les-Lys,Parfaite,Numéro de rue,320,OUVERT,77,24,77152,Seine-et-Marne,Créteil,Privé hors contrat,0771204R,Lycée professionnel privé Pigier Melun,672447.100022,6824110.10455
253,0772334U,Section d'enseignement professionnel du Lycée Lafayette,SECTION ENSEIGNT PROFESSIONNEL,LYCEE LAFAYETTE,Public,PLACE DES CELESTINS, ,7,77430,CHAMPAGNE SUR SEINE,Champagne-sur-Seine,Parfaite,Numéro de rue,334,OUVERT,77,24,77079,Seine-et-Marne,Créteil, ,0772334U,Section d'enseignement professionnel du Lycée Lafayette,685006.200012,6811441.90456
254,0772337X,Section d'enseignement professionnel du Lycée de la Mare Carrée,SECTION ENSEIGNT PROFESSIONNEL,LYCEE LA MARE CARREE,Public,Rue du Lycée, , ,77552,MOISSY CRAMAYEL CEDEX,Moissy-Cramayel,Parfaite,Numéro de rue,334,OUVERT,77,24,77296,Seine-et-Marne,Créteil, ,0772337X,Section d'enseignement professionnel du Lycée de la Mare Carrée,668829.000024,6836465.10455
255,0772665D,SECTION D ENSEIGNEMENT PROFESSIONNEL GERARD DE NERVAL,SECTION ENSEIGNT PROFESSIONNEL,LYCEE GERARD DE NERVAL,Public,89 COURS DES ROCHES, ,225,77186,NOISIEL,Noisiel,Parfaite,Numéro de rue,334,OUVERT,77,24,77337,Seine-et-Marne,Créteil, ,0772665D,SECTION D ENSEIGNEMENT PROFESSIONNEL GERARD DE NERVAL,671772.800022,6860293.30453
256,0772747T,Lycée Professionnel Cours Privé Le Fort,LYCEE PROFESSIONNEL PRIVE,COURS PRIVE LE FORT,Privé,50 rue BECQUEREL, , ,77500,CHELLES,Chelles,Parfaite,Numéro de rue,320,OUVERT,77,24,77108,Seine-et-Marne,Créteil,Privé hors contrat,0772747T,Lycée Professionnel Cours Privé Le Fort,670435.300023,6865898.50453
257,0772840U,Lycée privé la Salle - Saint Marie,LYCEE GENERAL PRIVE,LA SALLE - SAINTE MARIE,Privé,3 bis chemin DE LA MESSE, , ,77140,ST PIERRE LES NEMOURS,Saint-Pierre-lès-Nemours,Parfaite,Numéro de rue,302,OUVERT,77,24,77431,Seine-et-Marne,Créteil,Privé sous contrat,0772840U,Lycée privé la Salle - Saint Marie,676759.400018,6795967.60457
258,0771995A,Lycée professionnel le Champ de Claye - Lycée des métiers de l'énergie,LP LYCEE DES METIERS,LE CHAMP DE CLAYE,Public,71 rue Pasteur, ,83,77410,CLAYE SOUILLY,Claye-Souilly,Parfaite,Numéro de rue,320,OUVERT,77,24,77118,Seine-et-Marne,Créteil,Public,0771995A,Lycée professionnel le Champ de Claye - Lycée des métiers de l'énergie,676337.500019,6870937.20453
259,0772223Y,Lycée polyvalent René Descartes,LYCEE POLYVALENT,RENE DESCARTES,Public,4 boulevard COPERNIC, , ,77420,CHAMPS SUR MARNE,Champs-sur-Marne,Parfaite,Numéro de rue,306,OUVERT,77,24,77083,Seine-et-Marne,Créteil,Public,0772223Y,Lycée polyvalent René Descartes,669566.000024,6860561.40453
260,0772225A,Lycée professionnel Lino Ventura - Lycée des métiers de la santé et de l'aide à la personne,LP LYCEE DES METIERS,LINO VENTURA,Public,Avenue MARCEL PAGNOL, ,108,77831,OZOIR LA FERRIERE CEDEX,Ozoir-la-Ferrière,MANUEL,BATIMENT,320,OUVERT,77,24,77350,Seine-et-Marne,Créteil,Public,0772225A,Lycée professionnel Lino Ventura - Lycée des métiers de la santé et de l'aide à la personne,677303.000018,6851056.00454
261,0772295B,Lycée polyvalent la Tour des Dames,LYCEE POLYVALENT,LA TOUR DES DAMES,Public,Rue DE VILPRES, , ,77540,ROZAY EN BRIE,Rozay-en-Brie,Parfaite,Numéro de rue,306,OUVERT,77,24,77393,Seine-et-Marne,Créteil,Public,0772295B,Lycée polyvalent la Tour des Dames,697750.400002,6842022.50454
262,0753231E,Lycée général privé Sinaï,LYCEE GENERAL PRIVE,SINAI,Privé,2 RUE TRISTAN TZARA, , ,75018,PARIS,Paris 18e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75118,Paris,Paris,Privé sous contrat,0753231E,Lycée général privé Sinaï,653515.500036,6866240.70453
263,0753809H,Lycée général privé Paul Claudel,LYCEE GENERAL PRIVE,PAUL CLAUDEL,Privé,118 rue DE GRENELLE, , ,75007,PARIS,Paris  7e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75107,Paris,Paris,Privé sous contrat,0753809H,Lycée général privé Paul Claudel,650082.200039,6862097.90453
264,0753815P,Lycée général et technologique privé Les Petits Champs,LYCEE GEN.ET TECHNOL.PRIVE,LES PETITS CHAMPS,Privé,28 RUE DU PLATEAU, , ,75019,PARIS,Paris 19e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75119,Paris,Paris,Privé sous contrat,0753815P,Lycée général et technologique privé Les Petits Champs,654798.900035,6864421.00453
265,0753842U,Lycée général et technologique privé Notre-Dame de Sion,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE-DAME DE SION,Privé,61 rue NOTRE DAME DES CHAMPS, , ,75006,PARIS,Paris  6e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75106,Paris,Paris,Privé sous contrat,0753842U,Lycée général et technologique privé Notre-Dame de Sion,650895.300038,6860626.20453
266,0753873C,Lycée privé Fénelon Sainte-Marie La Plaine Monceau,LYCEE GENERAL PRIVE,FENELON SAINTE-MARIE,Privé,47 rue de Naples, , ,75008,PARIS,Paris  8e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75108,Paris,Paris,Privé sous contrat,0753873C,Lycée privé Fénelon Sainte-Marie La Plaine Monceau,649973.000039,6864491.40453
267,0753902J,Lycée général privé Notre-Dame de France,LYCEE GENERAL PRIVE,NOTRE-DAME DE FRANCE,Privé,63  RUE DE LA SANTE, , ,75013,PARIS,Paris 13e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75113,Paris,Paris,Privé sous contrat,0753902J,Lycée général privé Notre-Dame de France,651651.900038,6859424.00453
268,0753919C,Lycée privé Pascal,LYCEE GENERAL PRIVE,PASCAL,Privé,33  BOULEVARD LANNES, , ,75016,PARIS,Paris 16e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75116,Paris,Paris,Privé sous contrat,0753919C,Lycée privé Pascal,646611.400042,6863248.20453
269,0753943D,Institut La Tour (Ecole secondaire privée),LYCEE GENERAL PRIVE,LA TOUR,Privé,86  RUE DE LA TOUR, , ,75016,PARIS,Paris 16e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75116,Paris,Paris,Privé sous contrat,0753943D,Institut La Tour (Ecole secondaire privée),647091.000041,6862634.20453
270,0754037F,Lycée technologique privé La Plaine Monceau,LYCEE TECHNOLOGIQUE PRIVE,LA PLAINE MONCEAU,Privé,9  BOULEVARD DE COURCELLES, , ,75008,PARIS,Paris  8e  Arrondissement,Parfaite,Numéro de rue,301,OUVERT,75,01,75108,Paris,Paris,Privé sous contrat,0754037F,Lycée technologique privé La Plaine Monceau,649832.100039,6864780.10453
271,0754163T,Institut européen de Coiffure,ECOLE 2D DEGRE PROF.PRIVEE,INSTITUT EUROPEEN DE COIFFURE,Privé,28 rue DE TREVISE, , ,75009,PARIS,Paris  9e  Arrondissement,Parfaite,Numéro de rue,320,OUVERT,75,01,75109,Paris,Paris,Privé hors contrat,0754163T,Institut européen de Coiffure,651993.000038,6864047.60453
272,0754242D,Ecole privée Marbeuf Esthétique Elysées,ECOLE 2D DEGRE PROF.PRIVEE,MARBEUF ESTHETIQUE ELYSEES,Privé,64  RUE DE LA BOÉTIE, , ,75008,PARIS,Paris  8e  Arrondissement,Parfaite,Numéro de rue,320,OUVERT,75,01,75108,Paris,Paris,Privé hors contrat,0754242D,Ecole privée Marbeuf Esthétique Elysées,649533.100039,6863918.50453
273,0754465W,Ecole professionnelle privée Coiffure Formul'ABC-Paris,ECOLE 2D DEGRE PROF.PRIVEE,FORMUL ABC,Privé,105 boulevard DE MAGENTA, , ,75010,PARIS,Paris 10e  Arrondissement,Parfaite,Numéro de rue,320,OUVERT,75,01,75110,Paris,Paris,Privé hors contrat,0754465W,Ecole professionnelle privée Coiffure Formul'ABC-Paris,652579.600037,6864517.90453
274,0754860A,Cours Thérèse Chappuis (Ecole secondaire privée),LYCEE GENERAL PRIVE,THERESE CHAPPUIS,Privé,52  RUE VANEAU, , ,75007,PARIS,Paris  7e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75107,Paris,Paris,Privé sous contrat,0754860A,Cours Thérèse Chappuis (Ecole secondaire privée),650043.400039,6861436.40453
275,0754919P,Section d'enseignement professionnel du Lycée polyvalent privé Le Rebours,SECTION ENSEIGT PROFES.PRIVEE,LPO PRIVE LE REBOURS,Privé,44  BOULEVARD AUGUSTE BLANQUI, , ,75013,PARIS,Paris 13e  Arrondissement,Parfaite,Numéro de rue,334,OUVERT,75,01,75113,Paris,Paris, ,0754919P,Section d'enseignement professionnel du Lycée polyvalent privé Le Rebours,652315.100037,6859094.40453
276,0772120L,Lycée général et technologique Jean Moulin,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MOULIN,Public,6 AVENUE JEAN MOULIN - TORCY, ,116,77200,TORCY,Torcy,Correcte,Numéro de rue,300,OUVERT,77,24,77468,Seine-et-Marne,Créteil,Public,0772120L,Lycée général et technologique Jean Moulin,674870.20002,6859613.00453
