objectid,numero_uai,appellatio,denominati,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,appariemen,localisati,nature_uai,etat_eta_1,code_depar,code_acade,code_commu,libelle_de,libelle_ac,contrat,id,nom,x,y
490,0911927A,Lycée général et technologique Maurice Eliot,LYCEE GENERAL ET TECHNOLOGIQUE,MAURICE ELIOT,Public,Rue DE PROVENCE, , ,91860,EPINAY SOUS SENART,Epinay-sous-Sénart,Parfaite,Numéro de rue,300,OUVERT,91,25,91215,Essonne,Versailles,Public,0911927A,Lycée général et technologique Maurice Eliot,664961.500027,6844460.80454
491,0911961M,Lycée général et technologique Edmond Michelet,LYCEE GENERAL ET TECHNOLOGIQUE,EDMOND MICHELET,Public,2 BOULEVARD ABEL CORNATON, , ,91290,ARPAJON,Arpajon,Parfaite,Numéro de rue,300,OUVERT,91,25,91021,Essonne,Versailles,Public,0911961M,Lycée général et technologique Edmond Michelet,644521.700043,6832145.00455
492,0911962N,Lycée polyvalent Marie Laurencin,LYCEE POLYVALENT,MARIE LAURENCIN,Public,51  RUE PAUL CEZANNE, , ,91542,MENNECY CEDEX,Mennecy,Correcte,Numéro de rue,306,OUVERT,91,25,91386,Essonne,Versailles,Public,0911962N,Lycée polyvalent Marie Laurencin,658605.300032,6829415.90455
493,0912163G,Lycée polyvalent Paul Langevin,LYCEE POLYVALENT,PAUL LANGEVIN,Public,Rue PAUL LANGEVIN, ,82,91700,STE GENEVIEVE DES BOIS,Sainte-Geneviève-des-Bois,Parfaite,Numéro de rue,306,OUVERT,91,25,91549,Essonne,Versailles,Public,0912163G,Lycée polyvalent Paul Langevin,650801.500038,6836587.30455
494,0912251C,"Lycée polyvalent Henri Poincare, lycée des métiers de l'aide à la personne",LPO LYCEE DES METIERS,HENRI POINCARE,Public,36 rue LEON BOURGEOIS, ,59,91122,PALAISEAU CEDEX,Palaiseau,Parfaite,Numéro de rue,306,OUVERT,91,25,91477,Essonne,Versailles,Public,0912251C,"Lycée polyvalent Henri Poincare, lycée des métiers de l'aide à la personne",643727.200044,6845069.10454
495,0783635C,Ecole  2D degré général  privée Saint Bernard,ECOLE 2D DEGRE GENERAL PRIVEE,SAINT BERNARD,Privé,5 rue CHAPONVAL, , ,78870,BAILLY,Bailly,Parfaite,Numéro de rue,302,OUVERT,78,25,78043,Yvelines,Versailles,Privé hors contrat,0783635C,Ecole  2D degré général  privée Saint Bernard,631799.000053,6859941.80453
496,0940580V,Lycée Polyvalent de Cachan,LYCEE POLYVALENT,LYCEE POLYVALENT DE CACHAN,Public,61 avenue DU PRESIDENT WILSON, , ,94230,CACHAN,Cachan,Parfaite,Numéro de rue,306,OUVERT,94,24,94016,Val-de-Marne,Créteil,Public,0940580V,Lycée Polyvalent de Cachan,650317.400039,6854396.90454
497,0770926N,Lycée général et technologique François Couperin,LYCEE GENERAL ET TECHNOLOGIQUE,FRANCOIS COUPERIN,Public,Route HURTAULT, , ,77305,FONTAINEBLEAU CEDEX,Fontainebleau,Parfaite,Numéro de rue,300,OUVERT,77,24,77186,Seine-et-Marne,Créteil,Public,0770926N,Lycée général et technologique François Couperin,676748.200018,6811112.70456
498,0770930T,Lycée général et technologique Henri Moissan,LYCEE GENERAL ET TECHNOLOGIQUE,HENRI MOISSAN,Public,20 cours de Verdun, , ,77100,MEAUX,Meaux,Parfaite,Numéro de rue,300,OUVERT,77,24,77284,Seine-et-Marne,Créteil,Public,0770930T,Lycée général et technologique Henri Moissan,690848.200007,6873262.70453
499,0770940D,Lycée polyvalent Etienne Bezout,LYCEE POLYVALENT,ETIENNE BEZOUT,Public,31 avenue ETIENNE DAILLY, , ,77791,NEMOURS CEDEX,Nemours,Parfaite,Numéro de rue,306,OUVERT,77,24,77333,Seine-et-Marne,Créteil,Public,0770940D,Lycée polyvalent Etienne Bezout,678704.300017,6795800.10457
500,0770944H,Lycée professionnel Auguste Perdonnet,LYCEE PROFESSIONNEL,AUGUSTE PERDONNET,Public,1 allée du Château, , ,77400,THORIGNY SUR MARNE,Thorigny-sur-Marne,Parfaite,Numéro de rue,320,OUVERT,77,24,77464,Seine-et-Marne,Créteil,Public,0770944H,Lycée professionnel Auguste Perdonnet,680091.800016,6865423.80453
501,0912092E,Section d'enseignement professionnel du lycée polyvalent Clément Ader,SECTION ENSEIGNT PROFESSIONNEL,LPO CLEMENT ADER,Public,37 bis rue Robert Schuman, , ,91200,ATHIS MONS,Athis-Mons,Parfaite,Numéro de rue,334,OUVERT,91,25,91027,Essonne,Versailles, ,0912092E,Section d'enseignement professionnel du lycée polyvalent Clément Ader,655204.900035,6845857.60454
502,0912113C,Section d'enseignement professionnel du lycée polyvalent Robert Doisneau,SECTION ENSEIGNT PROFESSIONNEL,LPO ROBERT DOISNEAU,Public,95 boulevard Jean Jaurès, , ,91107,CORBEIL ESSONNES CEDEX,Corbeil-Essonnes,Parfaite,Numéro de rue,334,OUVERT,91,25,91174,Essonne,Versailles, ,0912113C,Section d'enseignement professionnel du lycée polyvalent Robert Doisneau,660032.200031,6834886.10455
503,0920160Z,Section d'Enseignement Professionnel du lycée polyvalent Galilée,SECTION ENSEIGNT PROFESSIONNEL,LPO GALILEE,Public,79  AVENUE CHANDON, , ,92230,GENNEVILLIERS,Gennevilliers,Parfaite,Numéro de rue,334,OUVERT,92,25,92036,Hauts-de-Seine,Versailles, ,0920160Z,Section d'Enseignement Professionnel du lycée polyvalent Galilée,649035.70004,6869280.10453
504,0920907L,Lycée général et technologique privé Sophie Barat,LYCEE GEN.ET TECHNOL.PRIVE,SOPHIE BARAT,Privé,50 rue DES GRILLONS, , ,92290,CHATENAY MALABRY,Châtenay-Malabry,Parfaite,Numéro de rue,300,OUVERT,92,25,92019,Hauts-de-Seine,Versailles,Privé sous contrat,0920907L,Lycée général et technologique privé Sophie Barat,646481.000042,6851180.90454
505,0920921B,Lycée général et technologique privé Saint Dominique,LYCEE GEN.ET TECHNOL.PRIVE,SAINT DOMINIQUE,Privé,23 QUATER BOULEVARD D ARGENSON, , ,92203,NEUILLY SUR SEINE CEDEX,Neuilly-sur-Seine,Parfaite,Numéro de rue,300,OUVERT,92,25,92051,Hauts-de-Seine,Versailles,Privé sous contrat,0920921B,Lycée général et technologique privé Saint Dominique,646137.300042,6865492.90453
506,0920930L,Ecole 2D degré général privée Saint Pie X,ECOLE 2D DEGRE GENERAL PRIVEE,SAINT PIE X,Privé,19 rue des Ecoles, , ,92210,ST CLOUD,Saint-Cloud,Parfaite,Numéro de rue,302,OUVERT,92,25,92064,Hauts-de-Seine,Versailles,Privé hors contrat,0920930L,Ecole 2D degré général privée Saint Pie X,642624.700045,6860462.30453
507,0920985W,Lycée polyvalent privé Georges Guerin,LYCEE POLYVALENT PRIVE,GEORGES GUERIN,Privé,5 rue DEVES, , ,92200,NEUILLY SUR SEINE,Neuilly-sur-Seine,Parfaite,Numéro de rue,306,OUVERT,92,25,92051,Hauts-de-Seine,Versailles,Privé sous contrat,0920985W,Lycée polyvalent privé Georges Guerin,646497.500042,6865040.30453
508,0920158X,"Lycée professionnel La Tournelle, lycée des métiers du numérique, de l'électricité, de l'accueil, du commerce et de la gestion",LP LYCEE DES METIERS,LA TOURNELLE,Public,87 boulevard NATIONAL, , ,92250,LA GARENNE COLOMBES,La Garenne-Colombes,Parfaite,Numéro de rue,320,OUVERT,92,25,92035,Hauts-de-Seine,Versailles,Public,0920158X,"Lycée professionnel La Tournelle, lycée des métiers du numérique, de l'électricité, de l'accueil, du commerce et de la gestion",644125.300044,6867705.30453
509,0921230M,"Lycée polyvalent Léonard de Vinci, lycée des métiers de la micro-technologie, de l'optique et des services aux entreprises",LPO LYCEE DES METIERS,LEONARD DE VINCI,Public,4 avenue Georges Pompidou, , ,92304,LEVALLOIS PERRET CEDEX,Levallois-Perret,Parfaite,Numéro de rue,306,OUVERT,92,25,92044,Hauts-de-Seine,Versailles,Public,0921230M,"Lycée polyvalent Léonard de Vinci, lycée des métiers de la micro-technologie, de l'optique et des services aux entreprises",647128.300041,6866583.10453
510,0942393R,Lycée privé Éducation et Savoir,LYCÉE GÉNÉRAL PRIVÉ,EDUCATION ET SAVOIR,Privé,144 rue Léon Geffroy, , ,94400,VITRY SUR SEINE,Vitry-sur-Seine,Parfaite,Numéro de rue,302,OUVERT,94,24,94081,Val-de-Marne,Créteil, ,0942393R,Lycée privé Éducation et Savoir,656548.400034,6853929.90454
511,0932649Z,LGT privé Paris Football Club Academy,LYCEE GENERAL ET TECHNO. PRIVE,PARIS FOOTBALL CLUB ACADEMY,Privé,259 rue de Paris, , ,93100,MONTREUIL,Montreuil,Parfaite,Numéro de rue,300,OUVERT,93,24,93048,Seine-Saint-Denis,Créteil,Privé hors contrat,0932649Z,LGT privé Paris Football Club Academy,657235.500033,6861754.50453
512,0932691V,Lycée général privé IQRA,LYCEE GENERAL PRIVE,IQRA,Privé,150 avenue Jean Jaures, , ,93000,BOBIGNY,Bobigny,Parfaite,Numéro de rue,302,OUVERT,93,24,93008,Seine-Saint-Denis,Créteil, ,0932691V,Lycée général privé IQRA,658852.200032,6867612.10453
513,0942266C,Lycée professionnel privé Sports Etudes (Tee Break),LYCEE PROFESSIONNEL PRIVE,SPORTS ETUDES TEE BREAK,Privé,20 rue MAGELLAN, , ,94370,SUCY EN BRIE,Sucy-en-Brie,Parfaite,Numéro de rue,320,OUVERT,94,24,94071,Val-de-Marne,Créteil, ,0942266C,Lycée professionnel privé Sports Etudes (Tee Break),663490.100029,6852624.40454
514,0942382D,Lycée privé ISE - Institut de Soutien de l'Enseignement (filles),LYCEE GENERAL PRIVE,GROUPE SCOLAIRE ISE,Privé,Impasse JULES ROUSSEAU, , ,94340,JOINVILLE LE PONT,Joinville-le-Pont,Parfaite,Rue,302,OUVERT,94,24,94042,Val-de-Marne,Créteil,Privé hors contrat,0942382D,Lycée privé ISE - Institut de Soutien de l'Enseignement (filles),660968.400031,6857312.00454
515,0912342B,Lycée géréral et technologique privé la Salle Igny,LYCEE GEN.ET TECHNOL.PRIVE,LA SALLE IGNY,Privé,10 avenue de la Division Leclerc, , ,91430,IGNY,Igny,Parfaite,Numéro de rue,300,OUVERT,91,25,91312,Essonne,Versailles,Privé sous contrat,0912342B,Lycée géréral et technologique privé la Salle Igny,643267.700044,6849314.70454
516,0921365J,Lycée général et technologique privé Madeleine Danielou,LYCEE GEN.ET TECHNOL.PRIVE,MADELEINE DANIELOU,Privé,61 rue DU GENERAL MIRIBEL, , ,92500,RUEIL MALMAISON,Rueil-Malmaison,Parfaite,Numéro de rue,300,OUVERT,92,25,92063,Hauts-de-Seine,Versailles,Privé sous contrat,0921365J,Lycée général et technologique privé Madeleine Danielou,639249.700048,6862566.30453
517,0920136Y,Lycée polyvalent Newton-Enrea,LYCEE POLYVALENT,NEWTON-ENREA,Public,1 PLACE JULES VERNE, , ,92110,CLICHY,Clichy,Parfaite,Numéro de rue,306,OUVERT,92,25,92024,Hauts-de-Seine,Versailles,Public,0920136Y,Lycée polyvalent Newton-Enrea,649112.20004,6867956.60453
518,0921595J,Lycée professionnel Daniel Balavoine,LYCEE PROFESSIONNEL,DANIEL BALAVOINE,Public,7 rue MARCEAU DELORME, , ,92270,BOIS COLOMBES,Bois-Colombes,Parfaite,Numéro de rue,320,OUVERT,92,25,92009,Hauts-de-Seine,Versailles,Public,0921595J,Lycée professionnel Daniel Balavoine,646619.700042,6869153.00453
519,0931464L,Lycée général privé Merkaz Hatorah Garçons,LYCEE GENERAL PRIVE,MERKAZ HATORAH GARCONS,Privé,92 CHEMIN DES BOURDONS, , ,93220,GAGNY,Gagny,Parfaite,Numéro de rue,302,OUVERT,93,24,93032,Seine-Saint-Denis,Créteil,Privé sous contrat,0931464L,Lycée général privé Merkaz Hatorah Garçons,665018.800027,6865737.50453
520,0932036H,Lycée général et technologique privé Françoise Cabrini,LYCEE GENERAL ET TECHNOLOGIQUE PRIVE,FRANCOISE CABRINI,Privé,20 rue DU DOCTEUR SUREAU, , ,93167,NOISY LE GRAND CEDEX,Noisy-le-Grand,Parfaite,Numéro de rue,300,OUVERT,93,24,93051,Seine-Saint-Denis,Créteil,Privé sous contrat,0932036H,Lycée général et technologique privé Françoise Cabrini,666835.100026,6860785.70453
521,0940877T,Lycée général privé Notre Dame de la Providence,LYCEE GENERAL PRIVE,NOTRE DAME DE LA PROVIDENCE,Privé,Avenue Gabriel Péri, , ,94307,VINCENNES CEDEX,Vincennes,Correcte,Rue,302,OUVERT,94,24,94080,Val-de-Marne,Créteil,Privé sous contrat,0940877T,Lycée général privé Notre Dame de la Providence,659150.900032,6860924.10453
522,0940881X,Lycée général privé Montalembert,LYCEE GENERAL PRIVE,MONTALEMBERT,Privé,28 boulevard Gambetta, , ,94736,NOGENT SUR MARNE CEDEX,Nogent-sur-Marne,Parfaite,Numéro de rue,302,OUVERT,94,24,94052,Val-de-Marne,Créteil,Privé sous contrat,0940881X,Lycée général privé Montalembert,661238.20003,6859972.00453
523,0940891H,Lycée général privé Petit Val,LYCEE GENERAL PRIVE,PETIT VAL,Privé,12 AVENUE ALBERT PLEUVRY, , ,94370,SUCY EN BRIE,Sucy-en-Brie,Parfaite,Numéro de rue,302,OUVERT,94,24,94071,Val-de-Marne,Créteil,Privé sous contrat,0940891H,Lycée général privé Petit Val,664329.300028,6852192.80454
524,0941407U,Lycée professionnel privé CE 3P,LYCEE PROFESSIONNEL PRIVE,CE 3P,Privé,5  RUE RENE ROBIN, , ,94200,IVRY SUR SEINE,Ivry-sur-Seine,Parfaite,Numéro de rue,320,OUVERT,94,24,94041,Val-de-Marne,Créteil,Privé sous contrat,0941407U,Lycée professionnel privé CE 3P,654327.800036,6857269.90454
525,0950640E,Lycée général et technologique Julie-Victoire Daubié,LYCEE GENERAL ET TECHNOLOGIQUE,JULIE-VICTOIRE DAUBIE,Public,9 rue LOUIS MASSIGNON, , ,95100,ARGENTEUIL,Argenteuil,Parfaite,Numéro de rue,300,OUVERT,95,25,95018,Val-d'Oise,Versailles,Public,0950640E,Lycée général et technologique Julie-Victoire Daubié,643849.400044,6872741.40453
526,0950650R,Lycée polyvalent Jean-Jacques Rousseau,LYCEE POLYVALENT,JEAN-JACQUES ROUSSEAU,Public,2 rue J J ROUSSEAU, , ,95200,SARCELLES,Sarcelles,Parfaite,Numéro de rue,306,OUVERT,95,25,95585,Val-d'Oise,Versailles,Public,0950650R,Lycée polyvalent Jean-Jacques Rousseau,655000.000035,6877280.20452
527,0950658Z,"Lycée professionnel Château d' Epluches, lycée des métiers de l'automobile et du transport",LP LYCEE DES METIERS,CHATEAU D EPLUCHES,Public,45 avenue du Château, , ,95310,ST OUEN L AUMONE,Saint-Ouen-l'Aumône,Parfaite,Numéro de rue,320,OUVERT,95,25,95572,Val-d'Oise,Versailles,Public,0950658Z,"Lycée professionnel Château d' Epluches, lycée des métiers de l'automobile et du transport",636527.40005,6884336.40452
528,0950949R,"Lycée professionnel Jean Mermoz Lycée des métiers de l'électrotechnique, des services commerciaux et administratifs",LP LYCEE DES METIERS,JEAN MERMOZ,Public,21 RUE EMILE COMBRES, , ,95560,MONTSOULT,Montsoult,Parfaite,Numéro de rue,320,OUVERT,95,25,95430,Val-d'Oise,Versailles,Public,0950949R,"Lycée professionnel Jean Mermoz Lycée des métiers de l'électrotechnique, des services commerciaux et administratifs",650502.400039,6885538.10452
529,0951090U,"Lycée professionnel Pierre Mendès France, lycée des métiers de l'éco-construction et du bâtiment",LP LYCEE DES METIERS,PIERRE MENDES-FRANCE,Public,1 rue DE GOUSSAINVILLE, ,68,95400,VILLIERS LE BEL,Villiers-le-Bel,Parfaite,Numéro de rue,320,OUVERT,95,25,95680,Val-d'Oise,Versailles,Public,0951090U,"Lycée professionnel Pierre Mendès France, lycée des métiers de l'éco-construction et du bâtiment",657243.400033,6878544.00452
530,0951618T,"Lycée professionnel Auguste Escoffier, lycée des métiers de la gastronomie et des techniques du froid",LP LYCEE DES METIERS,AUGUSTE ESCOFFIER,Public,77 rue DE PIERRELAYE, , ,95610,ERAGNY SUR OISE,Eragny,Parfaite,Numéro de rue,320,OUVERT,95,25,95218,Val-d'Oise,Versailles,Public,0951618T,"Lycée professionnel Auguste Escoffier, lycée des métiers de la gastronomie et des techniques du froid",634761.900051,6880604.40452
531,0951756T,Lycée polyvalent Jules Verne,LYCEE POLYVALENT,JULES VERNE,Public,1 rue MICHEL STROGOFF, , ,95800,CERGY,Cergy,Parfaite,Numéro de rue,306,OUVERT,95,25,95127,Val-d'Oise,Versailles,Public,0951756T,Lycée polyvalent Jules Verne,627688.500057,6884056.60452
532,0951974E,Lycée polyvalent Louis Armand,LYCEE POLYVALENT,LOUIS ARMAND,Public,32  RUE STEPHANE PROUST, , ,95600,EAUBONNE,Eaubonne,Parfaite,Numéro de rue,306,OUVERT,95,25,95203,Val-d'Oise,Versailles,Public,0951974E,Lycée polyvalent Louis Armand,648009.000041,6877650.30452
533,0930965U,Lycée général privé Henri Matisse,LYCEE GENERAL PRIVE,HENRI MATISSE,Privé,88 bis rue JULES GUESDE, , ,93100,MONTREUIL,Montreuil,Parfaite,Numéro de rue,302,OUVERT,93,24,93048,Seine-Saint-Denis,Créteil,Privé sous contrat,0930965U,Lycée général privé Henri Matisse,661764.00003,6862631.60453
534,0941943B,Lycée général privé Ozar Hatorah Garçons,LYCEE GENERAL PRIVE,OZAR HATORAH GARCONS,Privé,2 VOIE FELIX EBOUE, , ,94000,CRETEIL,Créteil,Parfaite,Numéro de rue,302,OUVERT,94,24,94028,Val-de-Marne,Créteil,Privé sous contrat,0941943B,Lycée général privé Ozar Hatorah Garçons,659593.400032,6855386.70454
535,0771190A,Lycée professionnel privé Lineane Coiffure et Esthétique,LYCEE PROFESSIONNEL PRIVE,LINEANE COIFFURE ET ESTHETIQUE,Privé,6 rue Jean Jaurès, , ,77670,ST MAMMES,Saint-Mammès,Parfaite,Numéro de rue,320,OUVERT,77,24,77419,Seine-et-Marne,Créteil,Privé hors contrat,0771190A,Lycée professionnel privé Lineane Coiffure et Esthétique,686280.000011,6809569.70456
536,0942407F,Lycée professionnel privé CFI,LYCEE PROFESSIONNEL PRIVE,"CFI, L'ÉCOLE CONNECTÉE AU FUTUR DE L'INDUSTRIE",Privé,5 place de la gare des Saules, , ,94310,ORLY,Orly,Parfaite,Numéro de rue,320,OUVERT,94,24,94054,Val-de-Marne,Créteil, ,0942407F,Lycée professionnel privé CFI,657106.500034,6849642.60454
537,0770945J,Lycée professionnel Gustave Eiffel - Lycée des métiers des structures métalliques et de la chaudronerie - Lycée des métiers de l'électrotechnique,LP LYCEE DES METIERS,GUSTAVE EIFFEL,Public,4 avenue D'ORMES, ,4,77130,VARENNES SUR SEINE,Varennes-sur-Seine,Parfaite,Numéro de rue,320,OUVERT,77,24,77482,Seine-et-Marne,Créteil,Public,0770945J,Lycée professionnel Gustave Eiffel - Lycée des métiers des structures métalliques et de la chaudronerie - Lycée des métiers de l'électrotechniq,694606.200004,6808080.90456
538,0771171E,Lycée professionnel Louis Lumière - Lycée des métiers de l'électricité - Lycée des métiers du commerce,LP LYCEE DES METIERS,LOUIS LUMIERE,Public,4 rue LOUIS LUMIERE, ,80,77501,CHELLES CEDEX,Chelles,Correcte,Numéro de rue,320,OUVERT,77,24,77108,Seine-et-Marne,Créteil,Public,0771171E,Lycée professionnel Louis Lumière - Lycée des métiers de l'électricité - Lycée des métiers du commerce,671564.300022,6864469.40453
539,0772276F,Lycée polyvalent Jehan de Chelles - Lycée des métiers de la santé et du social,LPO LYCEE DES METIERS,JEHAN DE CHELLES,Public,47 rue DES CITES, ,122,77500,CHELLES,Chelles,Parfaite,Numéro de rue,306,OUVERT,77,24,77108,Seine-et-Marne,Créteil,Public,0772276F,Lycée polyvalent Jehan de Chelles - Lycée des métiers de la santé et du social,671597.800022,6865526.80453
540,0772294A,Lycée général et technologique Emily Brontë,LYCEE GENERAL ET TECHNOLOGIQUE,EMILY BRONTE,Public,10 BIS MAIL LE CORBUSIER, , ,77185,LOGNES,Lognes,Parfaite,Numéro de rue,300,OUVERT,77,24,77258,Seine-et-Marne,Créteil,Public,0772294A,Lycée général et technologique Emily Brontë,673549.200021,6859933.30453
541,0772310T,Lycée polyvalent Simone Signoret,LYCEE POLYVALENT,SIMONE SIGNORET,Public,Place DU 14 JUILLET, ,534,77000,VAUX LE PENIL,Vaux-le-Pénil,Parfaite,Numéro de rue,306,OUVERT,77,24,77487,Seine-et-Marne,Créteil,Public,0772310T,Lycée polyvalent Simone Signoret,675771.100019,6825672.30455
542,0930134R,Section d'enseignement professionnel du Lycée Lucie Aubrac,SECTION ENSEIGNT PROFESSIONNEL,LYCEE LUCIE AUBRAC,Public,51 rue Victor Hugo, , ,93500,PANTIN,Pantin,Parfaite,Numéro de rue,334,OUVERT,93,24,93055,Seine-Saint-Denis,Créteil, ,0930134R,Section d'enseignement professionnel du Lycée Lucie Aubrac,656611.300034,6866176.00453
543,0770923K,Section d'enseignement professionnel du Lycée du Gué à Tresmes,SECTION ENSEIGNT PROFESSIONNEL,DU LYCEE DU GUE A TRESMES,Public,DOMAINE DU GUE A TRESMES, ,03,77440,CONGIS SUR THEROUANNE,Congis-sur-Thérouanne,MANUEL,BATIMENT,334,OUVERT,77,24,77126,Seine-et-Marne,Créteil, ,0770923K,Section d'enseignement professionnel du Lycée du Gué à Tresmes,697495.000002,6880066.00452
544,0781983G,"Lycée professionnel Adrienne Bolland, lycée des métiers des arts du bois, des services et de la mode",LP LYCEE DES METIERS,ADRIENNE BOLLAND,Public,62 boulevard Devaux, ,2375,78300,POISSY,Poissy,Parfaite,Numéro de rue,320,OUVERT,78,25,78498,Yvelines,Versailles,Public,0781983G,"Lycée professionnel Adrienne Bolland, lycée des métiers des arts du bois, des services et de la mode",630485.500054,6870782.10453
545,0782568T,Lycée général et technologique Alain,LYCEE GENERAL ET TECHNOLOGIQUE,ALAIN,Public,25 ROUTE DE LA CASCADE, , ,78110,LE VESINET,Le Vésinet,Parfaite,Numéro de rue,300,OUVERT,78,25,78650,Yvelines,Versailles,Public,0782568T,Lycée général et technologique Alain,635613.50005,6865999.20453
546,0782603F,Lycée professionnel Jacques Prévert,LYCEE PROFESSIONNEL,JACQUES PREVERT,Public,88 avenue DES ETATS UNIS, , ,78000,VERSAILLES,Versailles,Parfaite,Numéro de rue,320,OUVERT,78,25,78646,Yvelines,Versailles,Public,0782603F,Lycée professionnel Jacques Prévert,637563.300049,6856960.80454
547,0782924E,Lycée général et technologique Evariste Galois,LYCEE GENERAL ET TECHNOLOGIQUE,EVARISTE GALOIS,Public,8 rue EVARISTE GALOIS, , ,78500,SARTROUVILLE,Sartrouville,Parfaite,Rue,300,OUVERT,78,25,78586,Yvelines,Versailles,Public,0782924E,Lycée général et technologique Evariste Galois,638707.200048,6870200.40453
548,0783140P,Lycée général et technologique Mansart,LYCEE GENERAL ET TECHNOLOGIQUE,MANSART,Public,26 rue VICTORIEN SARDOU, , ,78210,ST CYR L ECOLE,Saint-Cyr-l'Ecole,Parfaite,Numéro de rue,300,OUVERT,78,25,78545,Yvelines,Versailles,Public,0783140P,Lycée général et technologique Mansart,631310.100054,6856450.20454
549,0783431F,"Lycée polyvalent Jules Verne, lycée des métiers de l'artisanat d'art dans les professions du spectacle",LPO LYCEE DES METIERS,JULES VERNE,Public,2 rue DE LA CONSTITUANTE, , ,78500,SARTROUVILLE,Sartrouville,Parfaite,Numéro de rue,306,OUVERT,78,25,78586,Yvelines,Versailles,Public,0783431F,"Lycée polyvalent Jules Verne, lycée des métiers de l'artisanat d'art dans les professions du spectacle",638430.400048,6871791.10453
550,0910625K,Lycée général et technologique Rosa Parks,LYCEE GENERAL ET TECHNOLOGIQUE,ROSA PARKS,Public,2 place DE L EUROPE, , ,91230,MONTGERON,Montgeron,Parfaite,Numéro de rue,300,OUVERT,91,25,91421,Essonne,Versailles,Public,0910625K,Lycée général et technologique Rosa Parks,659542.100032,6845256.80454
551,0910628N,Lycée professionnel Paul Belmondo,LYCEE PROFESSIONNEL,PAUL BELMONDO,Public,23 avenue de la Division Leclerc, , ,91290,ARPAJON,Arpajon,Parfaite,Numéro de rue,320,OUVERT,91,25,91021,Essonne,Versailles,Public,0910628N,Lycée professionnel Paul Belmondo,644416.200043,6833200.60455
552,0910676R,Lycée polyvalent Clément Ader,LYCEE POLYVALENT,CLEMENT ADER,Public,37 bis rue G.ANTHONIOZ DE GAULL, , ,91200,ATHIS MONS,Athis-Mons,Parfaite,Numéro de rue,306,OUVERT,91,25,91027,Essonne,Versailles,Public,0910676R,Lycée polyvalent Clément Ader,655243.700035,6845902.00454
553,0911401D,Lycée professionnel Nelson-Mandela,LYCEE PROFESSIONNEL,NELSON-MANDELA,Public,8 rue JULIEN PRANVILLE, ,168,91150,ETAMPES,Etampes,Parfaite,Numéro de rue,320,OUVERT,91,25,91223,Essonne,Versailles,Public,0911401D,Lycée professionnel Nelson-Mandela,636290.30005,6815278.40456
554,0911828T,"Lycée polyvalent Georges Brassens, lycée des métiers du numérique et des arts appliqués",LPO LYCEE DES METIERS,GEORGES BRASSENS,Public,8 rue GEORGES BRASSENS, , ,91080,COURCOURONNES,Courcouronnes,Parfaite,Numéro de rue,306,OUVERT,91,25,91182,Essonne,Versailles,Public,0911828T,"Lycée polyvalent Georges Brassens, lycée des métiers du numérique et des arts appliqués",657277.600033,6836402.50455
555,0920135X,Lycée général et technologique Emmanuel Mounier,LYCEE GENERAL ET TECHNOLOGIQUE,EMMANUEL MOUNIER,Public,35 RUE DES PRES HAUTS, , ,92290,CHATENAY MALABRY,Châtenay-Malabry,Parfaite,Numéro de rue,300,OUVERT,92,25,92019,Hauts-de-Seine,Versailles,Public,0920135X,Lycée général et technologique Emmanuel Mounier,646931.000041,6852291.70454
556,0920141D,Lycée polyvalent Joliot-Curie,LYCEE POLYVALENT,JOLIOT-CURIE,Public,92 avenue JOLIOT CURIE, ,1402,92014,NANTERRE CEDEX,Nanterre,Parfaite,Numéro de rue,306,OUVERT,92,25,92050,Hauts-de-Seine,Versailles,Public,0920141D,Lycée polyvalent Joliot-Curie,641880.300045,6865889.10453
557,0920144G,Lycée général et technologique L'Agora,LYCEE GENERAL ET TECHNOLOGIQUE,L'AGORA,Public,120 rue de Verdun, , ,92816,PUTEAUX CEDEX,Puteaux,Parfaite,Numéro de rue,300,OUVERT,92,25,92062,Hauts-de-Seine,Versailles,Public,0920144G,Lycée général et technologique L'Agora,643913.400044,6864466.70453
558,0921156G,"Lycée polyvalent Galilée, lycée des métiers de la chimie,  de la plasturgie et des biotechnologies",LPO LYCEE DES METIERS,GALILEE,Public,79 avenue Chandon, , ,92230,GENNEVILLIERS,Gennevilliers,Parfaite,Numéro de rue,306,OUVERT,92,25,92036,Hauts-de-Seine,Versailles,Public,0921156G,"Lycée polyvalent Galilée, lycée des métiers de la chimie,  de la plasturgie et des biotechnologies",648993.70004,6869250.50453
559,0922149L,"Lycée polyvalent  Auffray, lycée des métiers de l'hôtellerie-tourisme, de la santé et du social",LPO LYCEE DES METIERS,RENE AUFFRAY,Public,23 rue FERNAND PELLOUTIER, , ,92582,CLICHY CEDEX,Clichy,Parfaite,Numéro de rue,306,OUVERT,92,25,92024,Hauts-de-Seine,Versailles,Public,0922149L,"Lycée polyvalent  Auffray, lycée des métiers de l'hôtellerie-tourisme, de la santé et du social",648644.30004,6867215.90453
