commune_name,postal_code,adresse,latitude,longitude,coordinates,accessibilite_de_l_installation_en_faveur_des_personnes_en_situation_de_handicap,accessibilite_de_l_installation_en_transport_en_commun_des_differents_mode,activites,departement_code,nom_de_l_equipement_sportif,nom_de_l_installation_sportive,types_d_amenagements_de_confort
Paris 16e Arrondissement,75016,10 Rue Molitor,48.8452,2.26393,"48.8452, 2.26393",True,,"Activités de forme et de santé,Basket-Ball,Tennis de table,Trampoline / Double mini-tramp,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,INSPE,
Paris 20e Arrondissement,75020,40 RUE DES PYRENEES,48.8574,2.40642,"48.8574, 2.40642",False,,"Gymnastique Artistique,Tennis de table",75,PREAU,COLLEGE LUCIE FAURE (SITE PYRENEES),
Paris 19e Arrondissement,75019,39 ROUTE DES PETITS PONTS,48.894419,2.39547,"48.894419, 2.39547",True,"Métro,Bus,Tramway",Tennis,75,Court de tennis couvert n°2,CENTRE SPORTIF JULES LADOUMEGUE,
Paris 9e Arrondissement,75009,12 Rue de Milan,48.87897,2.328251,"48.87897, 2.328251",True,"Bus,Métro",Boxe Anglaise,75,Club de boxe,Temple | Noble Art,Sauna
Paris 17e Arrondissement,75017,2 Place de la Porte Maillot,48.879767,2.284315,"48.879767, 2.284315",True,"Bus,Métro,Tramway",Boxe Anglaise,75,Club de boxe,Temple | Noble Art,Sauna
Paris 14e Arrondissement,75014,17 boulevard jourdan,48.81726,2.34192,"48.81726, 2.34192",True,,Football / Football en salle (Futsal),75,STADE EST DALMASSO-TERRAIN DE FOOTBALL,CITE INTERNATIONALE UNIVERSITAIRE DE PARIS,
Paris 14e Arrondissement,75014,7 avenue paul appell,48.82143,2.32741,"48.82143, 2.32741",False,"Métro,Bus","Activités de forme et de santé,Baignade loisirs",75,BASSIN D'INITIATION,CENTRE SPORTIF ELISABETH,
Paris 6e Arrondissement,75006,12 RUE LOBINEAU,48.8521016568,2.33603579705,"48.8521016568, 2.33603579705",True,"Métro,Bus","Badminton,Jeu de volant,Basket-Ball,Football / Football en salle (Futsal),Gymnastique Artistique,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE C,CENTRE SPORTIF SAINT GERMAIN,
Paris 9e Arrondissement,75009,24 RUE BUFFAULT,48.8760268807,2.3423359439,"48.8760268807, 2.3423359439",True,"Métro,Bus",Escrime (Epée / Fleuret / Sabre ),75,SALLE D'ESCRIME N°1,CENTRE SPORTIF BUFFAULT,
Paris 13e Arrondissement,75013,66 AVENUE D'IVRY,48.82477,2.36407,"48.82477, 2.36407",True,"Métro,Bus,Tramway","Aikido / Aikibudo / Budo,Expression gymnique,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tai chi chuan / Chi gong",75,DOJO,LE STADIUM,
Paris 19e Arrondissement,75019,76 Rue Curial,48.8943658318,2.37418764161,"48.8943658318, 2.37418764161",False,,Activités de forme et de santé,75,BASIC FIT,BASIC FIT,
Paris 4e Arrondissement,75004,RUE DE L'HOTEL DE VILLE,48.85363,2.3576,"48.85363, 2.3576",False,"Métro,Bus",Pétanque et jeu provencal,75,TERRAIN DE PETANQUE,JARDIN DU BATAILLON DE L'ONU,
Paris 6e Arrondissement,75006,16 RUE DE LA GRANDE CHAUMIERE,48.84227,2.33049,"48.84227, 2.33049",False,"Métro,Bus",Activités de forme et de santé,75,SALLE DE COURS COLLECTIFS,STUDIO RITUEL,
Paris 7e Arrondissement,75007,PONT SOLFERINO,48.863084,2.309102,"48.863084, 2.309102",False,"Métro,Bus",Activités de forme et de santé,75,PARCOURS DE SANTE,PARCOURS DE SANTE,
Paris 9e Arrondissement,75009,5 RUE BERGERE,48.87207,2.34711,"48.87207, 2.34711",True,"Métro,Bus",Gymnastique Rythmique,75,SALLE BERGERE,LA GYM SUEDOISE PARIS 9,
Paris 10e Arrondissement,75010,46 RUE DU CHÂTEAU LANDON PARIS,48.883188,2.363989,"48.883188, 2.363989",False,"Métro,Bus","Autres Danses,Basket-Ball,Boxe française savate,Escrime (Epée / Fleuret / Sabre ),Gymnastique Artistique,Tennis de table",75,GYMNASE DE TYPE A,GYMNASE CHÂTEAU LANDON,
Paris 10e Arrondissement,75010,116 QUAI DE JEMMAPES PARIS,48.874842,2.363867,"48.874842, 2.363867",False,Bus,"Badminton,Jeu de volant,Basket-Ball,Handball / Mini hand / Handball de plage,Tennis,Tennis de table,Tir à l'arc,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE C,GYMNASE JEMMAPES,
Paris 11e Arrondissement,75011,4-6 PASSAGE LOUIS PHILIPPE,48.85395,2.37327,"48.85395, 2.37327",False,"Métro,Bus",Culturisme,75,PLATEAU DE MUSCULATION,NEONESS BASTILLE,
Paris 12e Arrondissement,75012,PLACE DU CARDINAL LAVIGNERIE,48.83343,2.40328,"48.83343, 2.40328",True,"Métro,Bus",Football / Football en salle (Futsal),75,TERRAIN DE FOOT A 7,CENTRE SPORTIF CARDINAL LAVIGNERIE,
Paris 12e Arrondissement,75012,RUE DU SAHEL,48.84075,2.40418,"48.84075, 2.40418",True,"Métro,Bus,Tramway",Pétanque et jeu provencal,75,TERRAIN DE PETANQUE,COULEE VERTE RENE DUMONT,
Paris 12e Arrondissement,75012,56 RUE DE PICPUS PARIS,48.842187,2.394892,"48.842187, 2.394892",False,"Métro,Bus","Badminton,Jeu de volant,Basket-Ball,Handball / Mini hand / Handball de plage,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE B,CENTRE SPORTIF PICPUS,
Paris 12e Arrondissement,75012,16 BOULEVARD DE REUILLY PARIS,48.83886,2.39157,"48.83886, 2.39157",False,"Métro,Bus","Activités de forme et de santé,Aikido / Aikibudo / Budo,Badminton,Jeu de volant,Tennis",75,GYMNASE,US METRO,
Paris 12e Arrondissement,75012,ROUTE SAINT Louis BOIS DE VINCENNES (ROUTE AIMABLE) PARIS,48.82587,2.42647,"48.82587, 2.42647",True,Bus,Tir à l'arc,75,PAS DE TIR,ARC CLUB PARIS 12,
Paris 14e Arrondissement,75014,29 AVENUE DE LA PORTE DE VANVES,48.82478,2.30442,"48.82478, 2.30442",True,"Métro,Bus,Tramway","Basket-Ball,Football / Football en salle (Futsal)",75,CITY STADE,JARDIN ANNA MARLY,
Paris 14e Arrondissement,75014,PLACE GILBERT PERROY,48.83219,2.32546,"48.83219, 2.32546",True,"Métro,Bus",Pétanque et jeu provencal,75,TERRAIN DE PETANQUE,TERRAIN DE PETANQUE PLACE GILBERT PERROY,
Paris 14e Arrondissement,75014,21-25 AVENUE DE LA PORTE DE CHATILLON,48.82261,2.31623,"48.82261, 2.31623",True,"Métro,Bus,Tramway","Aikido / Aikibudo / Budo,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,L'INSTITUT DU JUDO,FEDERATION FRANCAISE DE JUDO,
Paris 15e Arrondissement,75015,11 RUE DE LA MONTAGNE D'AULAS,48.8404,2.2791,"48.8404, 2.2791",False,"Métro,Bus","Badminton,Jeu de volant,Basket-Ball,Gymnastique Artistique,Handball / Mini hand / Handball de plage,Hockey en salle / Hockey sur gazon,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE C,GYMNASE CEVENNES,
Paris 16e Arrondissement,75016,30 BOULEVARD LANNES,48.8674453141,2.27160787563,"48.8674453141, 2.27160787563",True,"Bus,Métro,Tramway","Basket-Ball,Gymnastique Artistique,Handball / Mini hand / Handball de plage,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE C,CENTRE SPORTIF HENRY DE MONTHERLANT,
Paris 14e Arrondissement,75014,10 RUE PATURLE / RUE RAYMOND LOSSERAND,48.82882,2.30656,"48.82882, 2.30656",True,"Métro,Bus,Tramway",Basket-Ball,75,TERRAIN BASKET-BALL,SQUARE PATURLE,
Paris 16e Arrondissement,75016,12 QUAI SAINT EXUPERY,48.8375395686,2.26458767655,"48.8375395686, 2.26458767655",True,"Bus,Métro",Tennis,75,COURT DE TENNIS N°1,TENNIS NIOX,
Paris 16e Arrondissement,75016,1 PLACE DU MARECHAL DE LATTRE DE TASSIGNY,48.8719271243,2.27228561643,"48.8719271243, 2.27228561643",True,"Métro,Bus,Train",Equitation,75,MANEGE,L'ETRIER PARIS DAUPHINE,
Paris 18e Arrondissement,75018,7 BIS RUE GIRARDON,48.88814,2.33744,"48.88814, 2.33744",True,"Métro,Bus",Pétanque et jeu provencal,75,TERRAIN DE PETANQUE,SQUARE SUZANNE BUISSON,
Paris 18e Arrondissement,75018,26 AVENUE DE LA PORTE MONTMARTRE,48.90016,2.33603,"48.90016, 2.33603",True,"Métro,Bus","Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Kick boxing / Cardio KB / Kick boxing light / KB Défense",75,DOJO,CENTRE PARIS ANIM' BINET,
Paris 18e Arrondissement,75018,56 Boulevard Ney,48.8996172909,2.36080527306,"48.8996172909, 2.36080527306",True,"Métro,Bus,Tramway","Badminton,Jeu de volant,Basket-Ball,Gymnastique Rythmique,Handball / Mini hand / Handball de plage,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GRAND SALLE,ADIDAS ARENA,Bain(s) bouillonnant(s);Autre
Paris 20e Arrondissement,75020,46 RUE RIGOLES,48.8729,2.39189,"48.8729, 2.39189",True,"Métro,Bus",Autres Danses,75,SALLE DE DANSE,ECOLE DE DANSE KIM KAN STUDIO DES RIGOLES,
Paris 13e Arrondissement,75013,11 RUE PIRANDELLO,48.836306,2.356439,"48.836306, 2.356439",False,,"Badminton,Jeu de volant,Basket-Ball,Gymnastique Artistique,Handball / Mini hand / Handball de plage,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,LYCEE PIERRE-GILLES DE GENNES,
Paris 6e Arrondissement,75006,68 RUE D'ASSAS,48.84506,2.33077,"48.84506, 2.33077",True,"Bus,Métro","Activités de forme et de santé,Gymnastique Artistique,Tennis de table",75,GYMNASE,COLLEGE - LYCEE SAINT-SULPICE,
Paris 12e Arrondissement,75012,4 PLACE DE LA NATION,48.84767,2.3935,"48.84767, 2.3935",False,,"Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,LYCEE ARAGO,
Paris 16e Arrondissement,75016,31 RUE DE LA POMPE,48.859802,2.269964,"48.859802, 2.269964",True,,"Aikido / Aikibudo / Budo,Autres Danses,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE DE SPORTS,ETABLISSEMENT GERSON,
Paris 18e Arrondissement,75018,16 RUE COYSEVOX,48.8915,2.32969,"48.8915, 2.32969",False,,"Autres Danses,Gymnastique Artistique,Gymnastique Rythmique,Saut",75,SALLE DE SPORT,COLLEGE ANTOINE COYSEVOX,
Paris 12e Arrondissement,75012,103 RUE DE REUILLY,48.84383,2.39357,"48.84383, 2.39357",True,"Bus,Métro",Basket-Ball,75,TERRAIN DE BASKET-BALL 2,COLLEGE SAINTE CLOTILDE,
Paris 20e Arrondissement,75020,4 RUE GALLERON,48.859407,2.404954,"48.859407, 2.404954",True,,"Boxe thaïlandaise Muay Thaï,Gymnastique Artistique",75,GYMNASE,COLLEGE FLORA TRISTAN,
Paris 17e Arrondissement,75017,24 RUE CHAZELLES,48.8807,2.30589,"48.8807, 2.30589",False,"Métro,Bus","Activités de forme et de santé,Musculation",75,2 MEZZANINES,CMG SPORT CLUB ONE MONCEAU,Sauna
Paris 17e Arrondissement,75017,28 RUE ANDRE BRECHET,48.8997,2.32613,"48.8997, 2.32613",True,"Métro,Bus",Basket-Ball,75,TERRAIN DE BASKET-BALL,CENTRE SPORTIF MAX ROUSIE,
Paris 18e Arrondissement,75018,127 RUE DU MONT CENIS,48.89652,2.34644,"48.89652, 2.34644",True,"Métro,Bus","Activités de forme et de santé,Autres Danses,Gymnastique Rythmique",75,SALLE DE COURS COLLECTIFS,LES CERCLES DE LA FORME ORNANO,Bain(s) de vapeur / hammam;Sauna
Paris 4e Arrondissement,75004,9 RUE DE JOUY,48.85492,2.35722,"48.85492, 2.35722",False,"Métro,Bus","Basket-Ball,Handball / Mini hand / Handball de plage,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,PLATEAU MULTISPORTS,LYCEE SOPHIE GERMAIN,
Paris 14e Arrondissement,75014,28 AVENUE DU GENERAL LECLERC,48.83193,2.32995,"48.83193, 2.32995",True,"Métro,Bus,Tramway,Train",Musculation,75,SALLE DE MUSCULATION SQUAT,CMG SPORT CLUB DENFERT,Sauna
Paris 8e Arrondissement,75008,7 ALLEE LOUIS DE FUNES,48.87638,2.30583,"48.87638, 2.30583",True,"Métro,Bus",Escalade,75,MUR D'ESCALADE DE 13 M,CENTRE SPORTIF JACQUELINE AURIOL,
Paris 11e Arrondissement,75011,172 BOULEVARD VOLTAIRE,48.855259,2.384045,"48.855259, 2.384045",True,"Métro,Bus",Musculation,75,SALLE DE MUSCULATION GUIDEE,ON AIR VOLTAIRE,Sauna
Paris 13e Arrondissement,75013,11 QUAI FRANCOIS-MAURIAC - TOUR 4160,48.83407,2.3761,"48.83407, 2.3761",True,"Métro,Bus,Train",Musculation,75,SALLE DE MUSCULATION,BIBLIOTHEQUE FRANCOIS MITTERAND,
Paris 16e Arrondissement,75016,100 AVENUE DU PRESIDENT KENNEDY,48.8532,2.28123,"48.8532, 2.28123",False,"Métro,Bus","Activités de forme et de santé,Musculation",75,SALLE CARDIOTRAINING,KEN CLUB,Bain(s) de vapeur / hammam;Bain(s) bouillonnant(s);Sauna
Paris 12e Arrondissement,75012,224-228 RUE DU FAUBOURG SAINT-ANTOINE,48.84945,2.38805,"48.84945, 2.38805",True,"Métro,Bus","Activités de forme et de santé,Haltérophilie / Force athlétique",75,SALLE DE RENFORCEMENT TRX,LES CERCLES DE LA FORME NATION,Sauna
Paris 13e Arrondissement,75013,10-12 RUE CHARCOT,48.8313,2.37197,"48.8313, 2.37197",True,"Métro,Bus,Tramway","Activités de forme et de santé,Gymnastique Rythmique",75,ESPACE FITNESS,PLATINIUM HYBRID TRAINING CENTER,
Paris 13e Arrondissement,75013,63 AVENUE DE CHOSIY,48.82327,2.36199,"48.82327, 2.36199",True,"Métro,Bus,Tramway","Autres Danses,Expression gymnique",75,SALLE DE COURS COLLECTIFS,BASIC FIT PARIS 13,
Paris 14e Arrondissement,75014,20 AVENUE MARC SANGNIER,48.82524,2.31024,"48.82524, 2.31024",True,"Métro,Bus,Tramway","Autres Danses,Expression gymnique",75,SALLE DE DANSE DU 1ER ETAGE,CENTRE PARIS ANIM' MARC SANGNIER,
Paris 9e Arrondissement,75009,24 RUE BUFFAULT,48.8760261565,2.34240336125,"48.8760261565, 2.34240336125",True,"Métro,Bus","Boxe Anglaise,Boxe française savate,Boxe thaïlandaise Muay Thaï,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE DE BOXE 2 RINGS,CENTRE SPORTIF BUFFAULT,
Paris 14e Arrondissement,75014,7 Rue Huyghens,48.84057,2.32888,"48.84057, 2.32888",False,"Métro,Bus,Train",Course sur piste,75,PISTE CIRCULAIRE,LYCEE PAUL BERT,
Paris 13e Arrondissement,75013,1 RUE DU DOCTEUR MAGNAN,48.82665,2.36245,"48.82665, 2.36245",True,,"Autres Danses,Badminton,Jeu de volant,Basket-Ball,Boxe Anglaise,Boxe française savate,Gymnastique Artistique,Gymnastique Rythmique,Hockey en salle / Hockey sur gazon,Lancer,Lutte traditionnelle / olympique libre / olympique gréco-romaine / bretonne / féminine,Musculation,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE B,COLLEGE - LYCEE CLAUDE MONET,
Paris 16e Arrondissement,75016,106 RUE DE LA POMPE,48.8655,2.27945,"48.8655, 2.27945",False,,"Badminton,Jeu de volant,Basket-Ball,Handball / Mini hand / Handball de plage,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE 1,CITE SCOLAIRE JANSON DE SAILLY,
Paris 5e Arrondissement,75005,QUAI SAINT BERNARD,48.84831,2.35828,"48.84831, 2.35828",True,"Métro,Bus","Activités de forme et de santé,Expression gymnique,Musculation",75,SALLE DE MUSCULATION,Université PARIS VI - CENTRE SPORTIF JEAN TALBOT,
Paris 16e Arrondissement,75016,12 RUE BENJAMIN FRANKLIN,48.859383,2.285911,"48.859383, 2.285911",False,,Tennis de table,75,SALLE DE TENNIS DE TABLE,ETABLISSEMENT SAINT-LOUIS DE GONZAGUE,
Paris 16e Arrondissement,75016,86 RUE DE LA TOUR,48.8615,2.27876,"48.8615, 2.27876",False,,"Activités de forme et de santé,Autres Danses,Gymnastique Artistique,Tennis de table",75,SALLE DE GYMNASTIQUE,COLLEGE - LYCEE LA TOUR,
Paris 7e Arrondissement,75007,5 rue eblé,48.8489387959,2.31416238254,"48.8489387959, 2.31416238254",False,"Bus,Train,Métro",Tennis,75,COURT DE TENNIS N°2,RACING CLUB DE FRANCE,Sauna
Paris 20e Arrondissement,75020,9-11 RUE DES FRERES FLAVIEN,48.8742126525,2.4126733839,"48.8742126525, 2.4126733839",True,"Bus,Tramway",Tennis,75,COURT DE TENNIS SEMI ENTERRE N°1,CENTRE DE LIGUE - PARIS EST LES LILAS,
Paris 4e Arrondissement,75004,41 RUE DU TEMPLE,48.85972,2.35354,"48.85972, 2.35354",False,"Métro,Bus,Train",Autres Danses,75,SALLE OFFENBACH,CENTRE DE DANSE DU MARAIS,
Paris 6e Arrondissement,75006,149 RUE DE RENNES,48.84551,2.32574,"48.84551, 2.32574",False,"Métro,Bus","Activités de forme et de santé,Autres Danses",75,STUDIO 2,CMG SPORTS CLUB ONE MONTPARNASSE,Sauna
Paris 12e Arrondissement,75012,164 BOULEVARD DIDEROT,48.847745,2.392354,"48.847745, 2.392354",True,"Métro,Bus",Cyclisme en salle,75,STUDIO RPM,LES CERCLES DE LA FORME DIDEROT,Bain(s) de vapeur / hammam;Sauna
Paris 17e Arrondissement,75017,131 RUE CARDINET,48.8865,2.31269,"48.8865, 2.31269",True,"Métro,Bus",Musculation,75,SALLE CARDIOTRAINING,FORME EXPRESS,
Paris 18e Arrondissement,75018,237 RUE DE MARCADET,48.89239,2.3301,"48.89239, 2.3301",True,"Métro,Bus","Activités de forme et de santé,Autres Danses,Expression gymnique,Musculation",75,"7 STUDIOS : N°1, 2, 3, 4, 5, 6 ET 7",KEEP COOL PARIS 18,Sauna
Paris 14e Arrondissement,75014,2 RUE DU MOULIN DES LAPINS,48.8339,2.32103,"48.8339, 2.32103",True,"Métro,Bus","Aikido / Aikibudo / Budo,Gymnastique Artistique,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE POLYVALENTE 2,ESPACE SPORTIF ROSA PARKS,
Paris 16e Arrondissement,75016,ROUTE DE LA MUETTE,48.87841,2.26027,"48.87841, 2.26027",True,"Métro,Bus",Equitation,75,MANEGE,CENTRE EQUESTRE DU JARDIN D'ACCLIMATATION,
Paris 17e Arrondissement,75017,147 RUE CARDINET,48.890948,2.314871,"48.890948, 2.314871",True,"Métro,Bus,Train",Basket-Ball,75,TERRAIN DE BASKET-BALL,PARC CLICHY BATIGNOLLES - MARTIN LUTHER KING,
Paris 6e Arrondissement,75006,17 RUE AUGUSTE COMTE,48.84439,2.33494,"48.84439, 2.33494",True,"Métro,Bus,Train","Boxe Anglaise,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tennis de table",75,"SALLE ""SPORT DE COMBAT""",COLLEGE - LYCEE MONTAIGNE,
Paris 12e Arrondissement,75012,20 AVENUE ARMAND ROUSSEAU,48.836607,2.409569,"48.836607, 2.409569",True,"Bus,Métro,Tramway","Autres Danses,Tennis de table",75,PETIT GYMNASE,LYCEE ELISA LEMONNIER,
Paris 13e Arrondissement,75013,17 AVENUE EDISON,48.82764,2.364,"48.82764, 2.364",True,"Métro,Bus,Tramway","Autres Danses,Gymnastique Artistique",75,SALLE DE DANSE,CENTRE SPORTIF CHARLES MOUREU,
Paris 16e Arrondissement,75016,50 route de l'etoile,48.87202,2.25901,"48.87202, 2.25901",True,"Métro,Bus",Tennis,75,MUR D'ENTRAINEMENT N°1,Association du Cercle du Bois de Boulogne,Bain(s) de vapeur / hammam;Sauna
Paris 17e Arrondissement,75017,32-34 BOULEVARD DE REIMS,48.889284,2.296143,"48.889284, 2.296143",True,"Métro,Bus",Tennis,75,COURT DE TENNIS N°4,CENTRE SPORTIF REIMS,
Paris 16e Arrondissement,75016,11 chemin de la croix catelan,48.8632,2.25747,"48.8632, 2.25747",True,,Tennis,75,COURT DE TENNIS EN TERRE BATTUE SYNTHETIQUE 2,LAGARDERE PARIS RACING,
Paris 10e Arrondissement,75010,5 Rue Leon Schwarzenberg,48.875656,2.352866,"48.875656, 2.352866",True,"Métro,Bus",Escalade sur PAH,75,MUR D'ESCALADE,CENTRE SPORTIF MARIE PARADIS,
Paris 10e Arrondissement,75010,10 RUE DE L'ECHIQUIER PARIS,48.871236,2.35236,"48.871236, 2.35236",True,"Métro,Bus","Activités de forme et de santé,Tai chi chuan / Chi gong",75,SALLE BAMBOU,LES TEMPS DU CORPS,
Paris 11e Arrondissement,75011,5 PASSAGE DES TAILLANDIERS PARIS,48.85386,2.37468,"48.85386, 2.37468",False,,Autres Danses,75,STUDIO B,STUDIO HARMONIC,
Paris 11e Arrondissement,75011,13 RUE DAVAL,48.85503,2.37062,"48.85503, 2.37062",False,,"Activités de forme et de santé,Musculation",75,ESPACE MUSCULATION,L'APPART FITNESS PARIS BASTILLE 11E,
Paris 16e Arrondissement,75016,24 AVENUE GORDON BENNET,48.846587,2.25043,"48.846587, 2.25043",True,,Tennis,75,COURT DE TENNIS 1,ROLAND GARROS,Bain(s) de vapeur / hammam;Bain(s) bouillonnant(s);Sauna
Paris 17e Arrondissement,75017,28 RUE ANDRE BRECHET,48.89945,2.32519,"48.89945, 2.32519",True,"Métro,Bus","Autres Danses,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE D'ARTS MARTIAUX,CENTRE SPORTIF MAX ROUSIE,
Paris 12e Arrondissement,75012,64 BOULEVARD DE BERCY,48.8386,2.38825,"48.8386, 2.38825",True,"Métro,Bus,Train","Activités de forme et de santé,Musculation",75,SALLE DE MUSUCLATION ET CARDIOTRAINING,LIBERTY GYM,Autre
Paris 7e Arrondissement,75007,33 BOULEVARD DES INVALIDES,48.8525,2.315,"48.8525, 2.315",False,,Tennis de table,75,SALLE DE TENNIS DE TABLE,COLLEGE - LYCEE VICTOR DURUY,
Paris 12e Arrondissement,75012,48 Avenue du Docteur Arnold Netter,48.844,2.40588,"48.844, 2.40588",False,,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,75,TERRAIN DE VOLLEY BALL,COLLEGE GEORGES COURTELINE,
Paris 17e Arrondissement,75017,88 RUE DE LA JONCQUIERE,48.89473,2.31913,"48.89473, 2.31913",True,"Métro,Bus","Activités de forme et de santé,Autres Danses,Expression gymnique,Tai chi chuan / Chi gong",75,SALLE YOGA,CENTRE PARIS ANIM' LA JONQUIERE,
Paris 19e Arrondissement,75019,32 RUE EDOUARD PAILLERON,48.8808,2.37767,"48.8808, 2.37767",True,"Bus,Métro","Aquagym,Baignade loisirs",75,BASSIN SPORTIF,ESPACE SPORTIF EDOUARD PAILLERON,Sauna
Paris 20e Arrondissement,75020,25 RUE BOYER,48.8686698676,2.39194840193,"48.8686698676, 2.39194840193",False,"Métro,Bus",Autres Danses,75,STUDIO N°2,CENTRE MOMBOYE,
Paris 19e Arrondissement,75019,144 BOULEVARD DE LA VILLETTE,48.87941,2.37056,"48.87941, 2.37056",False,,"Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tai chi chuan / Chi gong",75,SALLE ROUGE,CENTRE TAO PARIS,
Paris 14e Arrondissement,75014,7 Rue Huyghens,48.84087,2.32889,"48.84087, 2.32889",False,"Métro,Bus,Train","Activités de forme et de santé,Autres Danses,Gymnastique Artistique,Tennis de table",75,GYMNASE TYPE A,LYCEE PAUL BERT,
Paris 20e Arrondissement,75020,51 RUE DES PANOYAUX,48.8695,2.38798,"48.8695, 2.38798",True,,"Basket-Ball,Hockey en salle / Hockey sur gazon",75,TERRAIN MULTISPORTS,COLLEGE ROBERT DOISNEAU,
Paris 4e Arrondissement,75004,2 BIS QUAI DES CELESTINS,48.85162,2.36214,"48.85162, 2.36214",False,,"Gymnastique Artistique,Lutte traditionnelle / olympique libre / olympique gréco-romaine / bretonne / féminine",75,SALLE DE GYM,ECOLE MASSILLON (PRIMAIRE - COLLEGE - LYCEE),
Paris 7e Arrondissement,75007,8 RUE MAURICE DE LA SIZERANNE,48.84722,2.31505,"48.84722, 2.31505",False,,"Basket-Ball,Gymnastique Artistique,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,COLLEGE - LYCEE SAINTE JEANNE-ELISABETH,
Paris 9e Arrondissement,75009,12 AVENUE TRUDAINE,48.88182,2.34264,"48.88182, 2.34264",False,,"Boxe Anglaise,Gymnastique Artistique,Lutte traditionnelle / olympique libre / olympique gréco-romaine / bretonne / féminine,Musculation",75,SALLE EPS/ PETIT GYMNASE,CITE SCOLAIRE JACQUES DECOUR,
Paris 14e Arrondissement,75014,29 RUE GASSENDI,48.833707,2.326806,"48.833707, 2.326806",False,"Métro,Bus",Escalade,75,MUR D'ESCALADE,ENSEMBLE SCOLAIRE SAINTE CATHERINE LABOURE,
Paris 14e Arrondissement,75014,66-70 RUE DE L'ABBE CARTON,48.828566,2.318416,"48.828566, 2.318416",True,,"Autres Danses,Badminton,Jeu de volant,Basket-Ball,Gymnastique Artistique,Hockey en salle / Hockey sur gazon,Tennis,Tennis de table",75,GYMNASE,COLLEGE LA BRUYERE SAINTE ISABELLE,
Paris 15e Arrondissement,75015,5 AVENUE DE LA PORTE DE BRANCION,48.826462,2.30143,"48.826462, 2.30143",True,"Métro,Bus,Tramway","Badminton,Jeu de volant,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Hockey en salle / Hockey sur gazon",75,TERRAIN DE HANDBALL,ECOLE BRANCION,
Paris 12e Arrondissement,75012,43 allée VIVALDI,48.84156,2.39128,"48.84156, 2.39128",True,"Métro,Bus",Autres Danses,75,SALLE DE DANSE,GYMNASE REUILLY,
Paris 12e Arrondissement,75012,8 BOULEVARD DE BERCY,48.8391,2.37949,"48.8391, 2.37949",True,"Bus,Métro",Patinage de vitesse,75,PATINOIRE SONJA HENIE,ACCORHOTELS ARENA,
