postal_code,latitude,longitude,coordinates,compvoie,lieuditbp,numvoie,rs,typvoie,voie
75020,48.8692072,2.3919063,"48.8692072,2.3919063",,,134.0,PHARM DU HAUT MESNIL,RUE,DE MENILMONTANT
75020,48.8674561,2.4091998,"48.8674561,2.4091998",,,48.0,PHARMACIE MANDJEE MAZIDE,BOULEVARD,MORTIER
75005,48.8493431,2.3534498,"48.8493431,2.3534498",,,17.0,PHARM DES DEUX RIVES,BOULEVARD,SAINT GERMAIN
75007,48.8579072,2.3006755,"48.8579072,2.3006755",,,124.0,PHARM DU CHAMP DE MARS,RUE,SAINT DOMINIQUE
75011,48.85083139,2.3780863000000005,"48.85083139,2.3780863000000005",,,137.0,SELARL PHARMACIE DE LA SEMEUSE,RUE,DU FBG ST ANTOINE
75019,48.8832859,2.3876277,"48.8832859,2.3876277",,,105.0,PHARMACIE BENAMRAM,RUE,MANIN
75007,48.8517847,2.3257915,"48.8517847,2.3257915",,,6.0,SELARL PHARMACIE DE BABYLONE,RUE,DE BABYLONE
75010,48.8773864,2.3706062,"48.8773864,2.3706062",,,83.0,PHARMACIE DU METRO,BOULEVARD,DE LA VILLETTE
75014,48.8286433,2.3165619,"48.8286433,2.3165619",,,95.0,SARL PEN AR C'HRA,RUE,DIDOT
75014,48.8415816,2.3272382,"48.8415816,2.3272382",,54 BD EDGAR QUINET,43.0,SELARL PHARMACIE EDGAR QUINET,RUE,DELAMBRE
75016,48.8637349,2.272673,"48.8637349,2.272673",,,141.0,PHARM SEGUIN,RUE,DE LA TOUR
75017,48.8782971,2.2945156,"48.8782971,2.2945156",,,24.0,PHARMACIE 24,AVENUE,MAC MAHON
75017,48.876731,2.2947821,"48.876731,2.2947821",,,14.0,SELARL MAC MAHON,AVENUE,MAC MAHON
75018,48.8906973,2.3333276,"48.8906973,2.3333276",,,79.0,PHARM CARETTE,RUE,LAMARCK
75018,48.8861887,2.3342353,"48.8861887,2.3342353",,,30.0,PHARM DE LA BUTTE MONTMARTRE,RUE,LEPIC
75018,48.8841054,2.3524169,"48.8841054,2.3524169",,1 RUE D AUBERVILLIERS,4.0,SNC PHARMACIE DES 3 ARRONDISSEMENTS,BOULEVARD,DE LA CHAPELLE
75019,48.8842247,2.3760131,"48.8842247,2.3760131",,,94.0,SELAS PHARMACIE DES BUTTES CHAUMONT,AVENUE,JEAN JAURES
75001,48.859959710000005,2.3440066000000006,"48.859959710000005,2.3440066000000006",,,12.0,PHARMACIE DU PONT NEUF,RUE,DU PONT NEUF
75004,48.8596824,2.3540861,"48.8596824,2.3540861",,,43.0,PHARMACIE DU TEMPLE,RUE,DU TEMPLE
75008,48.8727993,2.297003,"48.8727993,2.297003",,,133.0,PHARM DU DRUGSTORE DES CHAMPS ELYSEES,AVENUE,DES CHAMPS ELYSEES
75010,48.8769771,2.3518932,"48.8769771,2.3518932",,,55.0,PHARMACIE CHABROL,RUE,DE CHABROL
75016,48.86751003999999,2.29743205,"48.86751003999999,2.29743205",,ANGLE R DE CHAILLOT,18.0,PHARM SAINT PIERRE,RUE,GEORGES BIZET
75017,48.8785341,2.2895868,"48.8785341,2.2895868",,,9.0,PHARM TOLEDANO,RUE,SAINT FERDINAND
75020,48.8726007,2.3908658,"48.8726007,2.3908658",,,361.0,PHARMACIE CH GACHA THOUVENIN,RUE,DES PYRENEES
75020,48.8514871,2.4062808,"48.8514871,2.4062808",,,66.0,SELAS PHARMACIE MARAICHERS,RUE,DES PYRENEES
75002,48.8687628,2.3297223,"48.8687628,2.3297223",,,8.0,PHARMACIE DES CAPUCINES,RUE,DES CAPUCINES
75003,48.8609002,2.354614,"48.8609002,2.354614",,,20.0,PHARMACIE RASPAIL,RUE,RAMBUTEAU
75007,48.8541283,2.3084409,"48.8541283,2.3084409",,,26.0,PHARMACIE ECOLE MILITAIRE,AVENUE,DE TOURVILLE
75009,48.8789636,2.3369894,"48.8789636,2.3369894",,,38.0,PHARMACIE SAINT GEORGES,RUE,NOTRE DAME DE LORETTE
75009,48.8807769,2.3384256,"48.8807769,2.3384256",,,1.0,GRANDE PHARMACIE MASSE,RUE,VICTOR MASSE
75017,48.8817165,2.3153279,"48.8817165,2.3153279",,,8.0,PHARMACIE DE VILLIERS,AVENUE,DE VILLIERS
75018,48.8934597,2.34285690935121,"48.8934597,2.34285690935121",,,3.0,PHARMACIE DU MARCHE DU POTEAU,PL,CHARLES BERNARD
75002,48.865239,2.3468478,"48.865239,2.3468478",,,51.0,PHARMACIE DU MARCHE,RUE,MONTORGUEIL
75009,48.8737927,2.3355997,"48.8737927,2.3355997",,,11.0,PHARMACIE LA FAYETTE,RUE,LA FAYETTE
75009,48.87263189,2.34313453,"48.87263189,2.34313453",,,17.0,PHARMACIE ACTUELLE,RUE,DU FBG MONTMARTRE
75010,48.88379354,2.36698021,"48.88379354,2.36698021",,,84.0,SELAS PHIE PRINCIPALE DE STALINGRAD,RUE,DE L AQUEDUC
75011,48.85686903999999,2.3682442299999997,"48.85686903999999,2.3682442299999997",,,46.0,PHARMACIE HAROLD BELDA,BOULEVARD,BEAUMARCHAIS
75011,48.8540017,2.3823379,"48.8540017,2.3823379",,,136.0,SARL PHARMACIE MASMOUDI,RUE,DE CHARONNE
75017,48.88726204,2.29513134,"48.88726204,2.29513134",,,214.0,PHARMACIE SULTAN,RUE,DE COURCELLES
75017,48.8793021,2.2976052,"48.8793021,2.2976052",,,22.0,PHARMACIE DU MARCHE PONCELET,RUE,PONCELET
75017,48.8961511,2.3184356,"48.8961511,2.3184356",,,36.0,PHARMACIE BESSIERES,BOULEVARD,BESSIERES
75018,48.8849464,2.3374867,"48.8849464,2.3374867",,,18.0,PHARM DU BATEAU LAVOIR,RUE,RAVIGNAN
75019,48.875406,2.3822821,"48.875406,2.3822821",,,38.0,PHARMACIE CONSEIL BOLIVAR,AVENUE,SIMON BOLIVAR
75001,48.8671939,2.3347785,"48.8671939,2.3347785",,,55.0,PHARMACIE TACAPES,RUE,DES PETITS CHAMPS
75007,48.8554742,2.3076275,"48.8554742,2.3076275",,,23.0,PHARM CATHERINE BONNEL,AVENUE,DE LA MOTTE PICQUET
75009,48.8732253,2.3277946,"48.8732253,2.3277946",,,19.0,GRANDE PHARMACIE DE PARIS,RUE,AUBER
75010,48.87663531,2.3560239999999997,"48.87663531,2.3560239999999997",,,125.0,PHARMACIE DU SEPTENTRION,RUE,DU FBG SAINT DENIS
75012,48.8403314,2.3952135,"48.8403314,2.3952135",,,127.0,PHARMACIE VERTE DE REUILLY,RUE,DE REUILLY
75012,48.8379873,2.3993496,"48.8379873,2.3993496",,,206.0,PHARM LE GUERN ET GLUCKMAN,AVENUE,DAUMESNIL
75012,48.8369326,2.4022189,"48.8369326,2.4022189",,,252.0,PHARMACIE DU METRO MICHEL BIZOT,AVENUE,DAUMESNIL
75015,48.8337645,2.286261,"48.8337645,2.286261",,,47.0,PHARM SVOBODA,BOULEVARD,VICTOR
75017,48.8811572,2.3089316,"48.8811572,2.3089316",,2 R DE LOGELBACH,1.0,M PHILIPPE SAADA,RUE,DE PHALSBOURG
75018,48.8897591,2.3493613,"48.8897591,2.3493613",,18 RUE FLOCON,43.0,PHARMACIE DU SQUARE CLIGNANCOURT,RUE,SIMART
75020,48.8692072,2.3919063,"48.8692072,2.3919063",,,85.0,PHARMACIE ATTUIL,RUE,DE MENILMONTANT
75020,48.8759718,2.4024224,"48.8759718,2.4024224",,,82.0,PHARMACIE DU 82,RUE,DE BELLEVILLE
75020,48.85217213,2.40319281,"48.85217213,2.40319281",,,56.0,PHARMACIE CENTRALE D AVRON,RUE,D AVRON
75004,48.854051,2.3686163,"48.854051,2.3686163",,,3.0,PHARMACIE CENTRALE DE LA BASTILLE,BOULEVARD,BEAUMARCHAIS
75005,48.8388965,2.3404172,"48.8388965,2.3404172",,,80.0,PHARMACIE BENKHOUCHA GHOUADNIC,BOULEVARD,DE PORT ROYAL
75005,48.8452055,2.3490752,"48.8452055,2.3490752",,,50.0,PHARM DUCELLIER,RUE,DESCARTES
75008,48.87271017,2.31006324,"48.87271017,2.31006324",,,71.0,SELARL PHARMACIE TOUBOUL,AVENUE,FRANKLIN D ROOSEVELT
75013,48.8270993,2.3671009,"48.8270993,2.3671009",,,53.0,PHARMACIE LELONG,RUE,DE TOLBIAC
75014,48.8225613,2.3276812,"48.8225613,2.3276812",,,109.0,PHARMACIE JOURDAN,BOULEVARD,JOURDAN
75015,48.8362814,2.2945756,"48.8362814,2.2945756",B,,373.0,PHARMACIE SCHAFLER,RUE,DE VAUGIRARD
75018,48.8939071,2.3343602,"48.8939071,2.3343602",,,130.0,PHARMACIE DE SEYNES GRANDCHAMP,RUE,ORDENER
75018,48.8873962,2.3499568,"48.8873962,2.3499568",,,48.0,SELAS PHARMACIE CHATEAU ROUGE,BOULEVARD,BARBES
75007,48.8563382,2.325354,"48.8563382,2.325354",,,9.0,GRANDE PHARMACIE RASPAIL,BOULEVARD,RASPAIL
75014,48.82439004,2.3195795899999996,"48.82439004,2.3195795899999996",,,3.0,SELAS PHARMACIE JEAN MOULIN,PL,LA PORTE DE CHATILLON
75014,48.8276607,2.3270505,"48.8276607,2.3270505",,,79.0,LA GRANDE PHARMACIE D ALESIA,AVENUE,DU GENERAL LECLERC
75006,48.8502584,2.3326961,"48.8502584,2.3326961",,,45.0,PHARMACIE SAINT GERMAIN DES PRES,RUE,BONAPARTE
75006,48.85390885,2.3386236,"48.85390885,2.3386236",,,57.0,PHARMACIE DAUPHINE,RUE,DAUPHINE
75008,48.8724997,2.3021256,"48.8724997,2.3021256",,,10.0,PHARM HIBERT,RUE,WASHINGTON
75011,48.86856025,2.37981462,"48.86856025,2.37981462",,,97.0,PHARM CHAIBI,RUE,JEAN PIERRE TIMBAUD
75011,48.8575917,2.3805149,"48.8575917,2.3805149",,,199.0,PHARMACIE VOLTAIRE DUMAS,BOULEVARD,VOLTAIRE
75013,48.83509956,2.34646015,"48.83509956,2.34646015",,,34.0,PHARM COSCAS BOUZEMANE,BOULEVARD,ARAGO
75015,48.8389689,2.2828942,"48.8389689,2.2828942",,,105.0,SELARL ELFERSI,AVENUE,FELIX FAURE
75016,48.8662711,2.2737162,"48.8662711,2.2737162",B,,16.0,PHARMACIE DUFRENOY,RUE,DUFRENOY
75017,48.8893683,2.3223298,"48.8893683,2.3223298",,,74.0,PHARM LA FOURCHE 17,AVENUE,DE CLICHY
75018,48.8982027,2.3527857,"48.8982027,2.3527857",,,156.0,PHARMACIE BICHAT,BOULEVARD,NEY
75020,48.8767142,2.4072421,"48.8767142,2.4072421",,,168.0,PHARMACIE DE LA PORTE DES LILAS,BOULEVARD,MORTIER
75009,48.8718619,2.3282461,"48.8718619,2.3282461",,,24.0,PHARMACIE CAUMARTIN,RUE,DE CAUMARTIN
75009,48.8747717,2.3407887,"48.8747717,2.3407887",,,27.0,PHARMACIE DES ANTIQUAIRES,RUE,DROUOT
75009,48.876669,2.3413359,"48.876669,2.3413359",,,7.0,PHARMACIE GOLDFARB MARIE,RUE,DE MAUBEUGE
75010,48.8787576,2.3552854,"48.8787576,2.3552854",,,146.0,PHARMACIE DE LIGNAC,RUE,LA FAYETTE
75012,48.8375715,2.3910634,"48.8375715,2.3910634",,,237.0,PHARM DANG,RUE,DE CHARENTON
75013,48.8286538,2.3530172,"48.8286538,2.3530172",,,30.0,PHARMACIE LAVAUX,RUE,BOBILLOT
75013,48.82609203,2.3573116999999995,"48.82609203,2.3573116999999995",,,61.0,TOLBIAC PHARMACIE,AVENUE,D ITALIE
75015,48.8460554,2.277998,"48.8460554,2.277998",,,4.0,PHARMACIE RIVE GAUCHE,AVENUE,EMILE ZOLA
75015,48.8369098,2.2790555,"48.8369098,2.2790555",,,3.0,PHARMACIE BALARD,PL,BALARD
75015,48.8513649,2.300327,"48.8513649,2.300327",,,82.0,PHARMACIE LIVET,AVENUE,DE SUFFREN
75017,48.8932294,2.3189159,"48.8932294,2.3189159",,,1.0,SELARL PHARMACIE ZAIDI,RUE,BERZELIUS
75018,48.8939071,2.3343602,"48.8939071,2.3343602",B,,143.0,PHARMACIE ORDENER,RUE,ORDENER
75018,48.8908178,2.3345642,"48.8908178,2.3345642",,,64.0,SARL DARMON AGNES,RUE,DAMREMONT
75018,48.8895017,2.3461608,"48.8895017,2.3461608",,,2.0,PHARMACIE ANCIENNE RAMEY,RUE,RAMEY
75018,48.8982027,2.3527857,"48.8982027,2.3527857",,,26.0,PHIE DE LA PORTE D AUBERVILIERS,BOULEVARD,NEY
75020,48.8569211,2.4043269,"48.8569211,2.4043269",,,119.0,PHARMACIE MAMANE,RUE,DES PYRENEES
75010,48.8733098,2.3752671,"48.8733098,2.3752671",,,23.0,PHARM LELLOUCHE,BOULEVARD,DE LA VILLETTE
75011,48.8661552,2.379764,"48.8661552,2.379764",,,122.0,PHARMACIE MEZAHI,RUE,OBERKAMPF
75016,48.8372922,2.2582987,"48.8372922,2.2582987",,,122.0,SELARL PHARMACIE DE LA PTE DE ST CLOUD,BOULEVARD,MURAT
75017,48.8893683,2.3223298,"48.8893683,2.3223298",,132 RUE LEGENDRE,96.0,PHARMACIE CLICHY LEGENDRE,AVENUE,DE CLICHY
75001,48.864385129999995,2.34243858,"48.864385129999995,2.34243858",,,7.0,PHARMACIE ANTOINE & CHARMEUX,RUE,DU COQ HERON
75005,48.8498474,2.3500928,"48.8498474,2.3500928",,,50.0,PHARMACIE DES BERNARDINS,BOULEVARD,SAINT GERMAIN
75006,48.8480413,2.3305433,"48.8480413,2.3305433",,,33.0,PHARMACIE DU PALAIS,RUE,DE VAUGIRARD
75009,48.8781833,2.3450111,"48.8781833,2.3450111",,,26.0,PHARM CANCALON,RUE,DE ROCHECHOUART
75011,48.85423243,2.36995697,"48.85423243,2.36995697",,,6.0,SELARL PHARMACIE ROBERT,BOULEVARD,RICHARD LENOIR
75011,48.8575917,2.3805149,"48.8575917,2.3805149",,,34.0,PHARMACIE DU BATACLAN,BOULEVARD,VOLTAIRE
75012,48.84691026,2.36952002,"48.84691026,2.36952002",,,24.0,SELARL PHARMACIE TRAN,AVENUE,LEDRU ROLLIN
75017,48.8867483,2.3185455,"48.8867483,2.3185455",,70 PLACE DR FELIX LOBLIGEOIS,65.0,PHARMACIE L MACQUART MOULIN,RUE,LEGENDRE
75020,48.86891570000001,2.3855957400000003,"48.86891570000001,2.3855957400000003",,,43.0,PHARMACIE 43,RUE,DES MARONITES
75002,48.8690072,2.3390901,"48.8690072,2.3390901",,,1.0,GRANDE PHARMACIE DE LA BOURSE,RUE,DU QUATRE SEPTEMBRE
75008,48.88098344,2.32451499,"48.88098344,2.32451499",,,1.0,PHARMACIE AMSALLEM FRANCK,RUE,CLAPEYRON
75009,48.8706562,2.326197,"48.8706562,2.326197",,,10.0,SELARL PHARMA G,RUE,VIGNON
75012,48.8473286,2.3778406,"48.8473286,2.3778406",,,103.0,PHARMACIE D ALIGRE,RUE,DE CHARENTON
75017,48.8935687,2.3232735,"48.8935687,2.3232735",,,42.0,PHARMACIE 42,RUE,DE LA JONQUIERE
75018,48.8853267,2.3365487,"48.8853267,2.3365487",,,40.0,PHARMACIE DAUBIE,RUE,DES ABBESSES
75020,48.8738246,2.3856779,"48.8738246,2.3856779",,,401.0,M KARIM RACHIDI,RUE,DES PYRENEES
75003,48.8611347,2.364488,"48.8611347,2.364488",,,95.0,GRANDE PHARM DE TURENNE,RUE,DE TURENNE
75006,48.848729,2.3286802,"48.848729,2.3286802",,,105.0,PHARMACIE DARMON GOFFIN,RUE,DE RENNES
75007,48.8595534,2.3064477,"48.8595534,2.3064477",,,88.0,PHARMACIE SAINT DOMINIQUE,RUE,ST DOMINIQUE
75008,48.87656585,2.31314913,"48.87656585,2.31314913",,,54.0,PHARMACIE LA BIENFAISANCE,RUE,DE LA BIENFAISANCE
75008,48.87513987,2.31678524,"48.87513987,2.31678524",,,130.0,PHARMACIE HAUSSMANN LABORDE,BOULEVARD,HAUSSMANN
75009,48.8832823,2.3473938,"48.8832823,2.3473938",B,,17.0,PHARMACIE INTERNATIONALE DE PARIS,BOULEVARD,DE ROCHECHOUART
75010,48.871410640000015,2.3751282700000003,"48.871410640000015,2.3751282700000003",,,123.0,PHARM DU FAUBOURG,RUE,DU FBG DU TEMPLE
75012,48.83520484,2.406976820000001,"48.83520484,2.4069768200000006",,,2.0,PHARMACIE DE LA PORTE DOREE,PL,EDOUARD RENARD
75015,48.8416806,2.3030556,"48.8416806,2.3030556",,,9.0,PHARM DE LA PLACE,PL,DU GENERAL BEURET
75015,48.84367615,2.322312,"48.84367615,2.322312",,,6.0,GRANDE PHARMACIE DE L ARRIVEE,RUE,DE L ARRIVÉE
75016,48.8396083,2.2622127,"48.8396083,2.2622127",,,182.0,PHARMACIE DU POINT DU JOUR,AVENUE,DE VERSAILLES
75016,48.8656231,2.29563899,"48.8656231,2.29563899",,,8.0,PHARMACIE GALLIERA,AVENUE,PIERRE 1ER SERBIE
75020,48.8646193,2.4080598,"48.8646193,2.4080598",,,47.0,SELARL PHARMACIE BANNIER,RUE,BELGRAND
75001,48.86124753,2.34786452,"48.86124753,2.34786452",,NIVEAU 3,1.0,PHARMACIE DU FORUM DES HALLES,RUE,PIERRE LESCOT
75005,48.8375463,2.3536048,"48.8375463,2.3536048",,,76.0,PHARMACIE SAINT MARCEL,BOULEVARD,SAINT MARCEL
75005,48.8437365,2.3547407,"48.8437365,2.3547407",,,1.0,SELARL PHARMACIE DES ARENES DE LUTECE,RUE,LINNE
75007,48.8518471,2.3189437,"48.8518471,2.3189437",,42 RUE DE BABYLONE,40.0,PHARMACIE CENTRALE VANEAU BABYLONE,RUE,VANEAU
75011,48.8576131,2.3795036,"48.8576131,2.3795036",,,1.0,PHARMACIE CENTRALE DU 11ÈME,PL,LEON BLUM
75015,48.8436313,2.2930795,"48.8436313,2.2930795",B,,36.0,PHARMACIE BEAUGRENELLE,RUE,DES ENTREPRENEURS
75015,48.8497951,2.2992699,"48.8497951,2.2992699",B,,57.0,PHARMACIE DE L ECOLE DE GUERRE,AVENUE,DE LA MOTTE PICQUET
75016,48.8584527,2.2836828,"48.8584527,2.2836828",,,8.0,PHARMACIE FRANKLIN,RUE,DE PASSY
75020,48.8651248,2.3950499,"48.8651248,2.3950499",,,2.0,PHIE DE LA PLACE MARTIN NADAUD,PL,MARTIN NADAUD
75020,48.8514871,2.4062808,"48.8514871,2.4062808",B,,243.0,PHARMACIE DES GATINES,RUE,DES PYRENEES
75007,48.8581349,2.3232385,"48.8581349,2.3232385",,,223.0,PHARMACIE SOLFERINO,BOULEVARD,SAINT GERMAIN
75008,48.87766421,2.3269558,"48.87766421,2.3269558",,,21.0,PHARMACIE D AMSTERDAM,RUE,D AMSTERDAM
75010,48.8764422,2.3569764,"48.8764422,2.3569764",,,10.0,PHARMACIE CENTRALE DE L EST,RUE,DU 8 MAI 1945
75015,48.84765565,2.3020917199999995,"48.84765565,2.3020917199999995",,,6.0,PHARM PLACE CAMBRONNE,PL,CAMBRONNE
75017,48.8868111,2.3008534,"48.8868111,2.3008534",,,42.0,SELARL PHARMACIE PEREIRE WAGRAM,BOULEVARD,PEREIRE
75020,48.8529115,2.4059528,"48.8529115,2.4059528",,,1.0,PHARMACIE KOURY,RUE,DES PYRENEES
75006,48.8458505,2.3259774,"48.8458505,2.3259774",,,145.0,PHARM SLAKMON,RUE,DE RENNES
75010,48.8705856,2.3609271,"48.8705856,2.3609271",,,19.0,PHARMACIE GOLDFARB,BOULEVARD,DE MAGENTA
75012,48.8400827,2.3969837,"48.8400827,2.3969837",,,6.0,PHARMACIE LAMBLARDIE,RUE,LAMBLARDIE
75012,48.84097695,2.4046826400000003,"48.84097695,2.4046826400000003",,,2.0,SNC PHARMACIE MORCHOISNE ET CHHUN,AVENUE,DR ARNOLD NETTER
75012,48.84425461,2.41067022,"48.84425461,2.41067022",,,1.0,PHARM COURTELINE,AVENUE,COURTELINE
75016,48.86820406,2.2755065600000006,"48.868204060000004,2.2755065600000006",,,63.0,SARL PHARMACIE ZANA,RUE,DE LA FAISANDERIE
75006,48.8459997,2.3198044,"48.8459997,2.3198044",,,122.0,PHARM CANILLAC,RUE,DU CHERCHE MIDI
75008,48.87340486,2.32271522,"48.87340486,2.32271522",,56 RUE D ANJOU,51.0,PHARMACIE BILLOT,RUE,DES MATHURINS
75009,48.8819676,2.3388672,"48.8819676,2.3388672",,,7.0,PHARMACIE ROSE TOUATI,BOULEVARD,DE CLICHY
75011,48.8575917,2.3805149,"48.8575917,2.3805149",,,29.0,PHARMACIE VOLTAIRE,BOULEVARD,VOLTAIRE
75012,48.84089005,2.3737421000000003,"48.84089005,2.3737421000000003",,,30.0,PHARMACIE RENARD AREMON,QU,RAPEE
75013,48.8287599,2.3695644,"48.8287599,2.3695644",,,3.0,SELARL PHARMACIE MATHIAU LAM,RUE,JEANNE D'ARC
75016,48.86362687,2.28783578,"48.86362687,2.28783578",,,91.0,PHARMACIE KLEBER,AVENUE,KLEBER
75018,48.8897314,2.3413901,"48.8897314,2.3413901",,,43.0,PHARMACIE DE LA BUTTE,RUE,CAULAINCOURT
75018,48.8904169,2.3596324,"48.8904169,2.3596324",,,75.0,PHARMACIE 75,RUE,ORDENER
75001,48.864107,2.3464971,"48.864107,2.3464971",,,23.0,PHARMACIE SAINT EUSTACHE,RUE,MONTORGUEIL
75005,48.8470255,2.3416572,"48.8470255,2.3416572",,,17.0,PHARMACIE SOUFFLOT,RUE,SOUFFLOT
75006,48.8555616,2.3366897,"48.8555616,2.3366897",,,28.0,PHARM PLAIRE,RUE,DE SEINE
75006,48.8544826,2.3369494,"48.8544826,2.3369494",,,61.0,SELARL PHARMACIE DE SEINE,RUE,DE SEINE
75007,48.8561283,2.3260425,"48.8561283,2.3260425",,,19.0,PHARMACIE BAC VERNEUIL,RUE,DU BAC
75009,48.873983,2.331194,"48.873983,2.331194",,,11.0,PHARMACIE DE L OPERA MOGADOR,RUE,DE MOGADOR
75010,48.8728479,2.3579427,"48.8728479,2.3579427",,,90.0,PHARMACIE PRINCIPALE,RUE,DU FG ST MARTIN
75012,48.847796,2.3951686,"48.847796,2.3951686",,,2.0,PHARMACIE DE LA PLACE DE LA NATION,PL,DE LA NATION
75012,48.8452022,2.3982084,"48.8452022,2.3982084",,,94.0,PHARMACIE CENTRALE SAINT MANDE,AVENUE,DE ST MANDE
75013,48.83047611,2.3559477899999997,"48.83047611,2.3559477899999997",B,,5.0,PHARMACIE CAUET,AVENUE,D ITALIE
75013,48.8288582,2.3653251,"48.8288582,2.3653251",,,120.0,SELARL PHARMACIE NATIONALE,RUE,NATIONALE
75018,48.8934654,2.328999,"48.8934654,2.328999",,,234.0,PHARMACIE FARSI,RUE,CHAMPIONNET
75018,48.8954622,2.3624592,"48.8954622,2.3624592",,,2.0,PHARMACIE CENTRALE,PL,PIERRE MAC ORLAN
75020,48.8648255,2.3978523,"48.8648255,2.3978523",,,46.0,PHARMACIE MENILMONTANT,BOULEVARD,DE MENILMONTANT
75001,48.8661307,2.3311526,"48.8661307,2.3311526",,,7.0,PHARMACIE DU MARCHE SAINT HONORE,RUE,DU MARCHE ST HONORE
75005,48.8394748,2.3390592,"48.8394748,2.3390592",,,4.0,PHARM LEROY,BOULEVARD,DE PORT ROYAL
75006,48.847028,2.3301688,"48.847028,2.3301688",,,19.0,PHARMACIE D ASSAS EURL,RUE,DE FLEURUS
75007,48.8541359,2.3239882,"48.8541359,2.3239882",,32 RUE DE VARENNE,87.0,PHARMACIE DE VARENNE,RUE,DU BAC
75011,48.86943328,2.3692251100000004,"48.86943328,2.3692251100000004",,,44.0,MA PHARMACIE REPUBLIQUE,RUE,FAUBOURG DU TEMPLE
75011,48.8694619,2.3693329,"48.8694619,2.3693329",,,28.0,PHARM BERTHELOT ET FOURREAU,RUE,DU FAUBOURG DU TEMPLE
75011,48.86296973,2.37937152,"48.86296973,2.37937152",,,65.0,GRANDE PHARMACIE SAINT MAUR,RUE,SAINT MAUR
75012,48.8355121,2.3981149,"48.8355121,2.3981149",,ANGLE 61 RUE DE WATTIGNIES,2.0,PHARM RALITERA,RUE,DE CAPRI
75012,48.8452022,2.3982084,"48.8452022,2.3982084",,,84.0,PHARMACIE NETTER,AVENUE,DE ST MANDE
75015,48.82857803000001,2.27358876,"48.82857803000001,2.27358876",,6 ALLEE DES FRERES VOISIN,36.0,PHARM DE L HELIPORT,RUE,COLONEL PIERRE AVIA
75015,48.8310694,2.2925616,"48.8310694,2.2925616",,,59.0,PHARMACIE GAUMERAIS,BOULEVARD,LEFEBVRE
75016,48.869731,2.285664,"48.869731,2.285664",,,1.0,SELAS PHARMACIE BRAITMAN,PL,VICTOR HUGO
75019,48.8931234,2.3801748,"48.8931234,2.3801748",,,118.0,PHARM DE LA GEODE,AVENUE,DE FLANDRE
75019,48.8884367,2.3919699,"48.8884367,2.3919699",,,29.0,PHARMACIE MAMAN,RUE,EUGENE JUMIN
75004,48.8591827,2.3488081,"48.8591827,2.3488081",,,10.0,PHARMACIE DES HALLES,BOULEVARD,DE SEBASTOPOL
75008,48.877664210000006,2.2984667100000005,"48.877664210000006,2.2984667100000005",,,239.0,SELARL GRANDE PHARMACIE WAGRAM,RUE,DU FBG SAINT HONORÉ
75008,48.8744643,2.3016664,"48.8744643,2.3016664",,,2.0,PHARMACIE DEVOT,AVENUE,DE FRIEDLAND
75008,48.87340754,2.32433125,"48.87340754,2.32433125",,,39.0,PHARM LUDERS,RUE,DE L ARCADE
75009,48.871275,2.3312505,"48.871275,2.3312505",,,1.0,BRITISH AND AMERICAN PHARMACY,RUE,AUBER
75009,48.8792185,2.3346849,"48.8792185,2.3346849",,,31.0,PHARMACIE PECKER,RUE,DE LA ROCHEFOUCAULD
75013,48.8244247,2.3655088,"48.8244247,2.3655088",,CENTRE COMMERCIAL OSLO,22.0,PHARMACIE OLYMPIADES MASSENA,RUE,DU DISQUE
75013,48.8270993,2.3671009,"48.8270993,2.3671009",,,43.0,PHARMACIE CENTRALE SEINE,RUE,DE TOLBIAC
75015,48.8384712,2.2887008,"48.8384712,2.2887008",,,276.0,PHARMACIE BARUC,RUE,LECOURBE
75015,48.8421252,2.2904369,"48.8421252,2.2904369",,,38.0,PHARMACIE DU MIDI,AVENUE,FELIX FAURE
75015,48.8503399,2.2945661,"48.8503399,2.2945661",,,77.0,PHARMACIE 77 PICQUET GRENELLE,BOULEVARD,DE GRENELLE
75018,48.892578,2.3451771,"48.892578,2.3451771",,,30.0,PHARMACIE JULES JOFFRIN,RUE,HERMEL
75004,48.8571393,2.3541161,"48.8571393,2.3541161",,,2.0,PHARMACIE DES ARCHIVES,RUE,DES ARCHIVES
75004,48.8559303,2.3565155,"48.8559303,2.3565155",,,26.0,SELAS PHIE DU MARAIS SAINT PAUL,RUE,DU PONT LOUIS PHILIPPE
75009,48.8726639,2.3342812,"48.8726639,2.3342812",,,19.0,PHARMACIE 19 HAUSSMANN,BOULEVARD,HAUSSMANN
75009,48.8819402,2.3375172,"48.8819402,2.3375172",,,5.0,PHARMACIE INTERNATIONALE PLACE PIGALLE,PL,PIGALLE
75011,48.8587507,2.3849702,"48.8587507,2.3849702",,,166.0,PHARMACIE TRAN,RUE,DE LA ROQUETTE
75012,48.8468636,2.3993258,"48.8468636,2.3993258",,,71.0,PHARM VALET,BOULEVARD,DE PICPUS
75014,48.8405744,2.3214791,"48.8405744,2.3214791",,,178.0,PHARMACIE DE L EUROPE,AVENUE,DU MAINE
75015,48.8318056,2.3062664,"48.8318056,2.3062664",,,73.0,SANTE PLUS PHARMACIE PARIS SUD,RUE,LABROUSTE
75015,48.8361124,2.3100104,"48.8361124,2.3100104",,,6.0,PHARM BISMUTH SOLAL,PL,FALGUIERE
