postal_code,latitude,longitude,coordinates,compvoie,lieuditbp,numvoie,rs,typvoie,voie
75017,48.8772108,2.2925204,"48.8772108,2.2925204",,,40.0,PHARMACIE CLAY,RUE,DES ACACIAS
75018,48.8853849,2.34972,"48.8853849,2.34972",,,24.0,SARL PHARMACIE DU PROGRES,BOULEVARD,BARBES
75019,48.8756939,2.3976054,"48.8756939,2.3976054",,,249.0,PHARMACIE BUI NGUYEN,RUE,DE BELLEVILLE
75020,48.852775990000005,2.40650743,"48.852775990000005,2.40650743",,,100.0,PHARM DELARBRE,RUE,D AVRON
75007,48.852943,2.3192649,"48.852943,2.3192649",,,25.0,PHARMACIE DRONAI,RUE,VANEAU
75008,48.87796301,2.3160842699999997,"48.87796301,2.3160842699999997",,,64.0,M SERGE LEVY,BOULEVARD,MALESHERBES
75011,48.867333,2.375607,"48.867333,2.375607",,,65.0,PHARM DES 3 FLEURS,RUE,JEAN PIERRE TIMBAUD
75011,48.8649677,2.37609816,"48.8649677,2.37609816",,,53.0,PHARM ASSOUN,AVENUE,DE LA REPUBLIQUE
75013,48.83596122,2.35883546,"48.83596122,2.35883546",,,119.0,PHARM LAQUINTINIE,BOULEVARD,DE L HOPITAL
75013,48.83450747,2.36737937,"48.83450747,2.36737937",,81 BD VINCENT AURIOL,199.0,SARL ADVANCE INVEST,RUE,DU CHEVALERET
75014,48.8451136,2.3202116,"48.8451136,2.3202116",,,106.0,PHIE DES SCIENCES ET DES ARTS,BOULEVARD,DU MONTPARNASSE
75014,48.8336173,2.3305362,"48.8336173,2.3305362",,,33.0,GRANDE PHARMACIE DAGUERRE,RUE,DAGUERRE
75015,48.8488575,2.2880307,"48.8488575,2.2880307",,,42.0,SARL PHARMACIE DU THEATRE ANPKL,RUE,DU THEATRE
75017,48.8822691,2.3040656,"48.8822691,2.3040656",,,53.0,PHARMACIE DE PRONY,RUE,DE PRONY
75017,48.8819527,2.3145428,"48.8819527,2.3145428",,,120.0,PHARM BOUHNIK,RUE,DE TOCQUEVILLE
75018,48.8907912,2.331265,"48.8907912,2.331265",,,2.0,SELARL PHARMACIE CHARBONNIER,PL,JACQUES FROMENT
75018,48.8886029,2.3469296,"48.8886029,2.3469296",,,23.0,SELARL PHARMACIE CASALONGA,RUE,CUSTINE
75019,48.8906229,2.3763086,"48.8906229,2.3763086",,,7.0,PHARMACIE LES ORGUES,RUE,MATHIS
75006,48.8466444,2.3404641,"48.8466444,2.3404641",,,12.0,PHARMACIE BADER,BOULEVARD,SAINT MICHEL
75007,48.8570996,2.3063387,"48.8570996,2.3063387",,,35.0,PHARMACIE FAUGERAS,RUE,CLER
75010,48.8767766,2.3473863,"48.8767766,2.3473863",,,132.0,PHARMACIE CENTRALE DU NORD,RUE,LA FAYETTE
75011,48.85635942,2.3709413400000003,"48.856359420000004,2.3709413400000003",,,26.0,PHARMACIE RICHARD LENOIR,BOULEVARD,RICHAR LENOIR
75014,48.8408073,2.3218471,"48.8408073,2.3218471",,,43.0,PHARMACIE MONTPARNASSE BIENVENUE,AVENUE,DU MAINE
75016,48.87223248,2.29515087,"48.87223248,2.29515087",,,37.0,PHARMACIE DE LA PEROUSE,RUE,LA PEROUSE
75005,48.8425389,2.3384129,"48.8425389,2.3384129",,,127.0,PHARMACIE DU LUXEMBOURG,BOULEVARD,SAINT MICHEL
75005,48.8499214,2.3434061,"48.8499214,2.3434061",,4 R DE LA SORBONNE,49.0,SELARL PHARMACIE DE LA SORBONNE,RUE,DES ECOLES
75010,48.8712118,2.3603663,"48.8712118,2.3603663",,,29.0,PHARM SEING,BOULEVARD,DE MAGENTA
75013,48.83092903000001,2.34376241,"48.83092903000001,2.34376241",,,127.0,SELARL PHARMACIE SAINT JACQUES,BOULEVARD,AUGUSTE BLANQUI
75015,48.8457481,2.27706889,"48.8457481,2.27706889",,,7.0,PHARMACIE MIRABEAU,RPT,DU PONT MIRABEAU
75015,48.8360521,2.2929768,"48.8360521,2.2929768",,,1.0,PHARMACIE DESNOUETTES,RUE,DESNOUETTES
75015,48.8357916,2.3010819,"48.8357916,2.3010819",,,242.0,PHARM HADDAD JAOUDI,RUE,DE LA CONVENTION
75017,48.8907024,2.3257698,"48.8907024,2.3257698",,,41.0,PHARMACIE BLOCH,RUE,DAUTANCOURT
75018,48.8898115,2.3432205,"48.8898115,2.3432205",,,62.0,PHARMACIE CUSTINE,RUE,CUSTINE
75020,48.8581863,2.4068634,"48.8581863,2.4068634",,,7.0,PHARMACIE DU SQUARE GROUSSIN ROUILLER,SQUARE,DES CARDEURS
75001,48.8627109,2.3373083,"48.8627109,2.3373083",,,115.0,PHARMACIE MARCIANO OHAYON,RUE,SAINT HONORE
75001,48.86652,2.337673,"48.86652,2.337673",,,21.0,PHARMACIE DES PETITS CHAMPS,RUE,DES PETITS CHAMPS
75004,48.8620321,2.3538673,"48.8620321,2.3538673",,,20.0,PHARMACIE DU CENTRE POMPIDOU,RUE,BEAUBOURG
75005,48.8415478,2.3435741,"48.8415478,2.3435741",,,51.0,MME FATIMA HADJAHMED,RUE,GAY LUSSAC
75005,48.84112380000001,2.362649960000001,"48.84112380000001,2.362649960000001",,,28.0,PHARMACIE DU JARDIN DES PLANTES,BOULEVARD,DE L HOPITAL
75006,48.8485708,2.3248041,"48.8485708,2.3248041",,,57.0,PHARMACIE CENTRALE DU CHERCHE MIDI,RUE,DU CHERCHE MIDI
75006,48.8473785,2.3263024,"48.8473785,2.3263024",,,58.0,PHARMACIE SAINT PLACIDE,RUE,ST PLACIDE
75006,48.8514921,2.3368645,"48.8514921,2.3368645",,78 RUE DE SEINE,18.0,SELARL PHARMACIE SAINT SULPICE,RUE,ST SULPICE
75008,48.87134761000001,2.32363164,"48.87134761000001,2.32363164",,,5.0,PHARMACIE DE LA MADELEINE SNC,RUE,CHAUVEAU LAGARDE
75011,48.8565982,2.3792611,"48.8565982,2.3792611",,,116.0,PHARM CELNIK,AVENUE,LEDRU ROLLIN
75013,48.834204,2.344914,"48.834204,2.344914",,,23.0,PHARMACIE LEGRAS WEINER,RUE,DE LA GLACIERE
75014,48.8324976,2.3297734,"48.8324976,2.3297734",,,4.0,PHARMACIE DE LA POSTE,RUE,ERNEST CRESSON
75015,48.8422471,2.3135585,"48.8422471,2.3135585",,,47.0,PHARMACIE NECKER PASTEUR,BOULEVARD,PASTEUR
75016,48.86537774,2.2830589800000007,"48.86537774,2.2830589800000007",,,5.0,PHARMACIE MOREAU,PL,DE MEXICO
75017,48.8837621,2.3210004,"48.8837621,2.3210004",,,56.0,PHARM SAINT LUC,RUE,DES DAMES
75020,48.8567988,2.3973058,"48.8567988,2.3973058",,,30.0,SELAS PHARMACIE MONTE CRISTO,RUE,DE BAGNOLET
75004,48.857705,2.3543303,"48.857705,2.3543303",,,9.0,PHARMACIE DE LA MAIRIE,RUE,DES ARCHIVES
75008,48.87540266,2.31576607,"48.87540266,2.31576607",,,58.0,PHARMACIE MIROMESNIL,RUE,DE MIROMESNIL
75014,48.8258475,2.3128639,"48.8258475,2.3128639",,,64.0,SNC GRANDE PHARMACIE DIDOT,BOULEVARD,BRUNE
75015,48.8421499,2.2816381,"48.8421499,2.2816381",,,119.0,GRANDE PHARMACIE DU 15EME,RUE,SAINT CHARLES
75015,48.8373162,2.3031384,"48.8373162,2.3031384",,,44.0,PHARM DE LA QUINTINIE,RUE,LA QUINTINIE
75016,48.8515906,2.2678256,"48.8515906,2.2678256",,,101.0,PHARM ALTOUNIAN DAMBREVILLE,AVENUE,MOZART
75016,48.86743306999999,2.28001684,"48.86743306999999,2.28001684",,,132.0,PHARMACIE LAMARTINE,AVENUE,VICTOR HUGO
75017,48.887372,2.304723,"48.887372,2.304723",,,7.0,PHARMACIE DE LA PLACE PEREIRE,PL,DU MAL JUIN
75018,48.8897314,2.3413901,"48.8897314,2.3413901",,,106.0,PHARMACIE MATHIEU LE MAREC,RUE,CAULAINCOURT
75018,48.8908055,2.3596922,"48.8908055,2.3596922",,,5.0,SELARL PHIE CENTRALE DE LA CHAPELLE,RUE,DE LA CHAPELLE
75019,48.8931234,2.3801748,"48.8931234,2.3801748",,,27.0,GRANDE PHARMACIE DE STALINGRAD,AVENUE,DE FLANDRE
75019,48.8803175,2.3987766,"48.8803175,2.3987766",,,1.0,PHARMACIE SAINT GERVAIS,RUE,ALPHONSE AULARD
75007,48.8577926,2.3222189,"48.8577926,2.3222189",,,1.0,PHARM MONTEUX,RUE,LAS CASES
75008,48.8713362,2.3038271,"48.8713362,2.3038271",,,84.0,PHARM LES CHAMPS,AVENUE,DES CHAMPS ELYSEES
75008,48.8786341,2.32699496,"48.8786341,2.32699496",,,31.0,PHARMACIE HOMEOPATHIQUE DE L EUROPE,RUE,D AMSTERDAM
75015,48.8421499,2.2816381,"48.8421499,2.2816381",,,122.0,PHARM BAKOUCHE,RUE,SAINT CHARLES
75016,48.8577373,2.2782603,"48.8577373,2.2782603",,,65.0,PHARMACIE HOMEOPATHIQUE DE PASSY,RUE,DE PASSY
75016,48.87516797,2.28392914,"48.87516797,2.28392914",,,138.0,PHARMACIE MALAKOFF,AVENUE,DE MALAKOFF
75017,48.8880797,2.3186755,"48.8880797,2.3186755",,,26.0,PHARM DES MOINES,RUE,DES MOINES
75017,48.8893683,2.3223298,"48.8893683,2.3223298",,,123.0,PHARMACIE MINEL,AVENUE,DE CLICHY
75018,48.8875671,2.3526583,"48.8875671,2.3526583",,,23.0,SELAS PHARMACIE DU MARCHE DEJEAN,RUE,DE SUEZ
75009,48.8739044,2.344947,"48.8739044,2.344947",,,12.0,PHARMACIE DES FOLIES BERGERES,RUE,DE LA BOULE ROUGE
75015,48.8486842,2.2984758,"48.8486842,2.2984758",,,138.0,PHARMACIE METRO MOTTE PICQUET,BOULEVARD,DE GRENELLE
75018,48.8939071,2.3343602,"48.8939071,2.3343602",,,28.0,PHARM LABRELY,RUE,ORDENER
75003,48.8687697,2.3559885,"48.8687697,2.3559885",,,53.0,PHARMACIE DE LA CROIX DE MALTE,BOULEVARD,SAINT MARTIN
75004,48.8583244,2.3499582,"48.8583244,2.3499582",,,18.0,SELARL PHARMACIE DE LA TOUR,RUE,SAINT MARTIN
75005,48.83988,2.3609348,"48.83988,2.3609348",,,8.0,PHARMACIE LAM,BOULEVARD,SAINT MARCEL
75006,48.8529433,2.3348491,"48.8529433,2.3348491",,,8.0,PHARM FALDINI,RUE,DU FOUR
75009,48.8760706,2.3402927,"48.8760706,2.3402927",,ANGLE 2 RUE CONDORCET,61.0,SELAS PHARMACIE BENDAYAN,RUE,DE MAUBEUGE
75010,48.87961507,2.34952658,"48.87961507,2.34952658",,,118.0,PHARM COHEN SOLAL,RUE,DU FBG POISSONNIERE
75011,48.8566255,2.3793868,"48.8566255,2.3793868",,,164.0,PHARMACIE DE LA PLACE,AVENUE,LEDRU ROLLIN
75014,48.8226982,2.3249203,"48.8226982,2.3249203",,134 BD BRUNE,4.0,PHARM PRINCIPALE DE PORTE D ORLEANS,PL,DU 25 AOUT 1944
75015,48.8320136,2.3041177,"48.8320136,2.3041177",,,85.0,PHARMACIE DES MORILLONS,RUE,DES MORILLONS
75016,48.8627931,2.2721791,"48.8627931,2.2721791",,,27.0,PHARM JOURDIN ALBOU,BOULEVARD,JULES SANDEAU
75016,48.8631878,2.2765333,"48.8631878,2.2765333",,,126.0,SELARL PHIE HOMEOPATHIQUE CENTRALE,RUE,DE LA POMPE
75016,48.86861563000001,2.2914209500000005,"48.86861563000001,2.2914209500000005",,,43.0,PHARMACIE BOISSIERE,AVENUE,KLEBER
75017,48.8776419,2.2811115,"48.8776419,2.2811115",,,2.0,PHARMACIE DU PALAIS DES CONGRES,PL,DE LA PORTE MAILLOT
75017,48.8861455,2.3038104,"48.8861455,2.3038104",,,157.0,PHARMACIE ELKESLASSI BERMOT,AVENUE,DE WAGRAM
75018,48.8871389,2.3325701,"48.8871389,2.3325701",,ANGLE 130 RUE CHAMPIONNET,132.0,SELARL PHARMACIE RUBINSTEIN,RUE,DAMREMONT
75010,48.86919647,2.36329302,"48.86919647,2.36329302",,,4.0,PHARM IDOINE,RUE,BEAUREPAIRE
75010,48.8739638,2.3745299,"48.8739638,2.3745299",,,31.0,PHARM BUI CHAMPENOIS THIEN NGOC PHUONG,BOULEVARD,DE LA VILLETTE
75012,48.8472463,2.3959684,"48.8472463,2.3959684",,,20.0,PHARMACIE FABRE D EGLANTINE,PL,DE LA NATION
75014,48.8319969,2.3274891,"48.8319969,2.3274891",,,21.0,PHARMACIE MOUTON DUVERNET,RUE,MOUTON DUVERNET
75015,48.8537653,2.289141,"48.8537653,2.289141",,,6.0,PHARMACIE DE BIR HAKEIM,BOULEVARD,DE GRENELLE
75015,48.8471467,2.292651,"48.8471467,2.292651",,,9.0,PHARMACIE DU FRONT DE SEINE,RUE,DU THEATRE
75015,48.845255079999994,2.31971584,"48.845255079999994,2.31971584",,,38.0,SELARL PHARMACIE NECKER,BOULEVARD,DU MONTPARNASSE
75016,48.87532711,2.28654027,"48.87532711,2.28654027",,,29.0,GRANDE PHARMACIE DURET,RUE,DURET
75019,48.8892369,2.3710425,"48.8892369,2.3710425",,,28.0,PHARM ILLOUZ,RUE,RIQUET
75019,48.8825751,2.3803197,"48.8825751,2.3803197",,,1.0,PHARMACIE DE LA MAIRIE,RUE,ARMAND CARREL
75005,48.8463255,2.3405042,"48.8463255,2.3405042",,,71.0,PHARMACIE INTERNATIONALE SAINT MICHEL,BOULEVARD,SAINT MICHEL
75010,48.8803217,2.3519447,"48.8803217,2.3519447",,,102.0,PHARMACIE BERDAH,RUE,DE MAUBEUGE
75011,48.866042,2.377253,"48.866042,2.377253",,,102.0,PHARMACIE SAINT MAUR OBERKAMPF,RUE,SAINT MAUR
75011,48.8615285,2.3824431,"48.8615285,2.3824431",,,136.0,PHARMACIE DU CHEMIN VERT,RUE,DU CHEMIN VERT
75002,48.867716,2.333023,"48.867716,2.333023",,,6.0,PHARMACIE OPERA CASANOVA,RUE,DANIELLE CASANOVA
75007,48.8597979,2.3090162,"48.8597979,2.3090162",,,75.0,SARL PHARMACIE DE LA COMETE,RUE,ST DOMINIQUE
75009,48.8820496,2.3280319,"48.8820496,2.3280319",,,73.0,PHARMACIE EUROPEENNE MERHOUM PEM,RUE,DE CLICHY
75011,48.86645794,2.3682609200000004,"48.866457940000004,2.3682609200000004",,,9.0,PHARMACIE REPUBLIQUE,AVENUE,DE LA REPUBLIQUE
75011,48.8591443,2.3794671,"48.8591443,2.3794671",,,146.0,SELARL PHARMACIE GONCOURT,AVENUE,PARMENTIER
75016,48.85819003,2.27410689,"48.85819003,2.27410689",,,11.0,PHARMACIE DE LA MUETTE,CHS,MUETTE
75017,48.8804318,2.2872068,"48.8804318,2.2872068",,,90.0,PHARMACIE DES TERNES,AVENUE,DES TERNES
75017,48.8889141,2.3177662,"48.8889141,2.3177662",,99 RUE NOLLET,19.0,PHARM GASTINEAU,RUE,BROCHANT
75018,48.8868224,2.347743,"48.8868224,2.347743",,,38.0,PHARM DADOUN,RUE,DE CLIGNANCOURT
75007,48.8599028,2.3182557,"48.8599028,2.3182557",,,7.0,PHARMACIE DE L ASSEMBLEE,RUE,DE BOURGOGNE
75007,48.8555391,2.3250515,"48.8555391,2.3250515",,,70.0,PHARMACIE BAC SAINT GERMAIN,RUE,DU BAC
75009,48.8760495,2.3437569,"48.8760495,2.3437569",,,17.0,PHARMACIE CADET,RUE,CADET
75010,48.87361541,2.36479841,"48.87361541,2.36479841",,,7.0,PHARMACIE CHOR,RUE,LA GRANGE AUX BELLES
75012,48.8426009,2.3859441,"48.8426009,2.3859441",,,59.0,PHARMACIE DES QUINZE VINGT,RUE,DE CHARENTON
75018,48.8897591,2.3493613,"48.8897591,2.3493613",,,18.0,PHARM SOUSSAN ET AIZENMAN,RUE,SIMART
75011,48.8666079,2.3816012,"48.8666079,2.3816012",,,152.0,PHARMACIE ROSSI,RUE,OBERKAMPF
75013,48.82176965,2.3586268699999997,"48.82176965,2.3586268699999997",,,160.0,PHARM MAISON BLANCHE,AVENUE,D ITALIE
75015,48.8468053,2.2928852,"48.8468053,2.2928852",,,134.0,PHARMACIE DARMON,AVENUE,EMILE ZOLA
75015,48.8463907,2.2952511,"48.8463907,2.2952511",,,52.0,SELARL ZANEA,RUE,DU COMMERCE
75016,48.8489965,2.2657409,"48.8489965,2.2657409",,,4.0,GRANDE PHARMACIE D AUTEUIL,RUE,POUSSIN
75005,48.8416162,2.3497131,"48.8416162,2.3497131",,,89.0,PHARMACIE DU 5EME,RUE,MOUFFETARD
75007,48.8484097,2.3087196,"48.8484097,2.3087196",,,2.0,PHARMACIE DE SAXE,RUE,LEON VAUDOYER
75009,48.876072,2.3456393,"48.876072,2.3456393",,,46.0,PHARM MIGNON,RUE,DE TREVISE
75010,48.8802592,2.3643,"48.8802592,2.3643",,,222.0,SELAS PHARMACIE DOUMERC,RUE,DU FG ST MARTIN
75011,48.86825847,2.3750569999999995,"48.86825847,2.3750569999999995",,,151.0,PHARM BOTBOL,RUE,SAINT MAUR
75011,48.85933,2.3825715,"48.85933,2.3825715",,,26.0,PHARM ST MAUR DESMOULINS,RUE,CAMILLE DESMOULINS
75015,48.8403433,2.2899758,"48.8403433,2.2899758",,,131.0,PHARMACIE CONVENTION CROIX NIVERT,RUE,DE LA CONVENTION
75016,48.86649013,2.27786466,"48.86649013,2.27786466",,,156.0,PHARM VICTOR HUGO,AVENUE,VICTOR HUGO
75016,48.86297296,2.28059361,"48.86297296,2.28059361",,19 RUE FRANKLIN,2.0,PHARMACIE DE CHAILLOT,RUE,SCHEFFER
75017,48.880823,2.2845015,"48.880823,2.2845015",,,2.0,GRANDE PHARMACIE DES SPORTS,PL,DU GENERAL KOENIG
75019,48.8842247,2.3760131,"48.8842247,2.3760131",,,148.0,PHARMACIE DE L OURCQ,AVENUE,JEAN JAURES
75002,48.8667193,2.3471361,"48.8667193,2.3471361",,,7.0,PHARMACIE MODERNE DU SENTIER,RUE,DES PETITS CARREAUX
75012,48.84884655,2.37106204,"48.84884655,2.37106204",,,43.0,PHARMACIE CENTRALE DE LYON,RUE,DE LYON
75012,48.84515045,2.37305010726347,"48.84515045,2.37305010726347",,GARE DE LYON,,PHARM DE LA GARE TGV PARIS LYON,PL,LOUIS ARMAND
75012,48.8362294,2.387599,"48.8362294,2.387599",,,14.0,PHARM TORDJMAN,PL,LACHAMBEAUDIE
75012,48.8451044,2.4028494,"48.8451044,2.4028494",,,45.0,PHARMACIE PICPUS,AVENUE,DE SAINT MANDE
75013,48.834232,2.3539342,"48.834232,2.3539342",,,57.0,PHARMACIE THIAUCOURT,AVENUE,DES GOBELINS
75015,48.8507855,2.2931492,"48.8507855,2.2931492",,,63.0,SNC PHARMACIE DUPLEIX,BOULEVARD,DE GRENELLE
75016,48.8552049,2.2804734,"48.8552049,2.2804734",,7 RUE D ALBONI,1.0,PHARM VOILLOT,RUE,RAYNOUARD
75017,48.8797253,2.2914609,"48.8797253,2.2914609",,,2.0,PHARM CAILLAULT,RUE,PIERRE DEMOURS
75017,48.881251,2.2982861,"48.881251,2.2982861",,,27.0,SELARL PHARMACIE FOURCROY,RUE,FOURCROY
75018,48.8964073,2.3456278,"48.8964073,2.3456278",,,56.0,PHARM CAILLO,BOULEVARD,ORNANO
75020,48.85167025,2.40036584,"48.85167025,2.40036584",,,20.0,PHARM ILLOUZ,RUE,D AVRON
75020,48.8759718,2.4024224,"48.8759718,2.4024224",,,100.0,PHARMACIE LA BELLEVILLOISE,RUE,DE BELLEVILLE
75001,48.8656743,2.3278234,"48.8656743,2.3278234",,,6.0,PHARMACIE SWANN,RUE,DE CASTIGLIONE
75007,48.8505375,2.3115308,"48.8505375,2.3115308",,,42.0,MLLE CAROLINE MESNARD,AVENUE,DE BRETEUIL
75008,48.876097,2.325102,"48.876097,2.325102",,COUR DE ROME GARE ST LAZARE,,PHARMACIE DE LA GARE ST LAZARE,GAL,DES MARCHANDS
75009,48.8787585,2.3466734,"48.8787585,2.3466734",,,58.0,PHARMACIE HOMEOPATHIQUE MAUBEUGE,RUE,DE MAUBEUGE
75012,48.84935698,2.38943195,"48.84935698,2.38943195",,,238.0,PHARM FREGIERE,RUE,DU FBG ST ANTOINE
75012,48.84302,2.3894729,"48.84302,2.3894729",,23 R HENARD,8.0,SELARL PHARMACIE MONTGALLET,RUE,RIESENER
75014,48.8405744,2.3214791,"48.8405744,2.3214791",,,119.0,PHARM BOUTAMI,AVENUE,DU MAINE
75014,48.8347648,2.3327271,"48.8347648,2.3327271",,,97.0,EURL PLANCHE,AVENUE,DENFERT ROCHEREAU
75005,48.8442458,2.3500111,"48.8442458,2.3500111",,,49.0,PHARMACIE DE LA CONTRESCARPE,RUE,LACEPEDE
75007,48.8597976,2.3010849,"48.8597976,2.3010849",,,23.0,SARL PHARMACIE RAMAJO ANCOURT,AVENUE,RAPP
75007,48.8589664,2.3038397,"48.8589664,2.3038397",,,104.0,PARIS PHARMA,RUE,ST DOMINIQUE
75011,48.85440275000001,2.3713772000000004,"48.85440275000001,2.3713772000000004",,,18.0,PHARMACIE DAVAL,RUE,DAVAL
75015,48.8327117,2.303572,"48.8327117,2.303572",,,61.0,PHARMACIE DU PARC,RUE,BRANCION
75016,48.8572717,2.2727894,"48.8572717,2.2727894",,,14.0,SELAS PHARMACIE MOZART,AVENUE,MOZART
75017,48.8812999,2.3002811,"48.8812999,2.3002811",,,89.0,PHARM EMRIK,AVENUE,DE WAGRAM
75017,48.8839221,2.3006586,"48.8839221,2.3006586",,,80.0,PHARMACIE DU 17E,RUE,DE PRONY
75017,48.8938465,2.3219921,"48.8938465,2.3219921",,,58.0,PHARM CASTAGNET,RUE,DE LA JONQUIERE
75018,48.8964073,2.3456278,"48.8964073,2.3456278",,,54.0,SELARL PHARMACIE DU MARCHE,BOULEVARD,ORNANO
75003,48.8582831,2.3645956,"48.8582831,2.3645956",,,50.0,PHARMACIE SAINT GILLES,RUE,DE TURENNE
75009,48.874210860000005,2.3327507100000004,"48.874210860000005,2.3327507100000004",,69 RUE DE PROVENCE,54.0,PHARMACIE DE LA CHAUSSEE D ANTIN,RUE,DE LA CHAUSSÉE D ANTIN
75017,48.8817183,2.2959871,"48.8817183,2.2959871",,,36.0,PHARMACIE CASSAM RAHEMTOLA,AVENUE,NIEL
75017,48.8849221,2.3073186,"48.8849221,2.3073186",,,151.0,PHARMACIE CARNOT,BOULEVARD,MALESHERBES
75020,48.8640546,2.4086132,"48.8640546,2.4086132",,,96.0,SARL PHARMACIE NADJAR,BOULEVARD,DAVOUT
75003,48.8666847,2.3610452,"48.8666847,2.3610452",,,85.0,SELAS PHARMACIE METRO TEMPLE,RUE,DE TURBIGO
75004,48.8574229,2.3575556,"48.8574229,2.3575556",,,30.0,PHARMACIE C BENAD,RUE,VIEILLE DU TEMPLE
75005,48.8439087,2.3421019,"48.8439087,2.3421019",,,38.0,PHARMACIE GAY LUSSAC,RUE,GAY LUSSAC
75006,48.8489662,2.3252485,"48.8489662,2.3252485",,,56.0,PHARM AUTISSIER,RUE,DU CHERCHE MIDI
75006,48.8439291,2.3303671,"48.8439291,2.3303671",,,18.0,PHARMACIE VAVIN,RUE,VAVIN
75007,48.8563439,2.301931,"48.8563439,2.301931",,,54.0,PHARMACIE DE LA BOURDONNAIS,AVENUE,DE LA BOURDONNAIS
75009,48.8795441,2.3459798,"48.8795441,2.3459798",,,44.0,PHARMACIE PARMAST LELLOUCHE,RUE,DE ROCHECHOUART
75010,48.8757681,2.3578797,"48.8757681,2.3578797",,,75.0,PHARMACIE DU SOLEIL,BOULEVARD,DE STRASBOURG
75012,48.8394177,2.3921134,"48.8394177,2.3921134",,,27.0,PHARMACIE DE REUILLY,BOULEVARD,DE REUILLY
75013,48.82290691000001,2.35829741,"48.82290691000001,2.35829741",,,103.0,PHARMACIE HAMMER,AVENUE,D ITALIE
75014,48.828436409999995,2.32499583,"48.828436409999995,2.3249958299999998",,,105.0,PHARMACIE DE LA RIVE GAUCHE,RUE,D ALESIA
75015,48.8349999,2.2897341,"48.8349999,2.2897341",,,240.0,PHARMACIE CATANESE,RUE,DE LA CROIX NIVERT
75015,48.8378562,2.2948057,"48.8378562,2.2948057",,,182.0,PHARMACIE LE CORRE,RUE,DE LA CONVENTION
75016,48.8589279,2.2768284,"48.8589279,2.2768284",,,83.0,GRANDE PHARMACIE DOUMER PASSY,AVENUE,PAUL DOUMER
75017,48.8876427,2.3201881,"48.8876427,2.3201881",,,70.0,PHARMACIE DU SQUARE DES BATIGNOLLES,RUE,LEGENDRE
75018,48.8871389,2.3325701,"48.8871389,2.3325701",,,83.0,PHARMACIE LES GRANDES CARRIERES,RUE,DAMREMONT
75004,48.86059463,2.3493897899999996,"48.86059463,2.3493897899999996",,,24.0,PHARMACIE PREMIERE,BOULEVARD,SEBASTOPOL
75006,48.8547705,2.3362217,"48.8547705,2.3362217",,,6.0,PHARM ZAGORSKI,RUE,JACOB
75009,48.8799981,2.3313436,"48.8799981,2.3313436",,,35.0,SELARL PHARMACIE BRELET,RUE,BLANCHE
75009,48.88239697,2.3335132200000004,"48.88239697,2.3335132200000004",,,30.0,PHARMACIE FONTAINE,RUE,FONTAINE
75011,48.8677117,2.3819756,"48.8677117,2.3819756",,,9.0,PHARM ERBIBOU,BOULEVARD,DE BELLEVILLE
75011,48.853500190000005,2.39274636,"48.853500190000005,2.39274636",,,62.0,SELARL PHARMACIE PHILIPPE AUGUSTE,AVENUE,PHILIPPE AUGUSTE
75014,48.83083887000001,2.3182701300000006,"48.83083887000001,2.3182701300000006",,,169.0,SELARL PHARMACIE DIDOT ALESIA,RUE,D ALESIA
75015,48.8477577,2.3017177,"48.8477577,2.3017177",,,39.0,GRANDE PHARMACIE DE GRENELLE,BOULEVARD,DE GRENELLE
75016,48.8503731,2.25902687148261,"48.8503731,2.25902687148261",,,43.0,PHARMACIE DE LA CROIX BLEUE,RUE,D AUTEUIL
75016,48.86742218999999,2.29024574,"48.86742218999999,2.29024574",,,72.0,PHARMACIE A DUBLY,AVENUE,KLEBER
75001,48.8676619,2.325889,"48.8676619,2.325889",,,2.0,SELARL PHARMACIE GRIGNON,RUE,DUPHOT
75010,48.86997393000001,2.35279237,"48.86997393000001,2.35279237",,,2.0,PHARM BENHAMOU,RUE,DU FBG SAINT DENIS
75010,48.8746053,2.3731968,"48.8746053,2.3731968",,,31.0,SELAS PHARMACIE SHLEIFER-SIMONPIETRI,RUE,DE SAMBRE ET MEUSE
75011,48.85259628,2.38486268,"48.85259628,2.38486268",,,24.0,M ILLAN KHAYAT,RUE,PAUL BERT
75013,48.83148,2.366267,"48.83148,2.366267",,,58.0,SELARL PHARMACIE JEANNE D ARC,RUE,JEANNE D ARC
75014,48.8314359,2.3269628,"48.8314359,2.3269628",,,27.0,PHARMACIE DE LA MAIRIE,RUE,BREZIN
75015,48.8406234,2.3051789,"48.8406234,2.3051789",,,245.0,PHARMACIE VAUGIRARD,RUE,DE VAUGIRARD
75016,48.8510858,2.2748156,"48.8510858,2.2748156",,,2.0,SARL PHARMACIE DEVES,AVENUE,THEOPHILE GAUTIER
75017,48.882367,2.2997296,"48.882367,2.2997296",,,111.0,PHARM DES PLANTES,RUE,DE COURCELLES
75020,48.8693019,2.4092077,"48.8693019,2.4092077",,,76.0,PHARMACIE HOUDARD,BOULEVARD,MORTIER
75002,48.8637502,2.3487856,"48.8637502,2.3487856",,,22.0,PHARMACIE ROSSI NAHON,RUE,DE TURBIGO
75005,48.8384321,2.3563877,"48.8384321,2.3563877",,,54.0,MME FREDERIQUE NOTELET,BOULEVARD,SAINT MARCEL
75006,48.8559452,2.3328547,"48.8559452,2.3328547",,,48.0,PHARMACIE FLORENCE BOUBERT,RUE,JACOB
